fromnode,tonode,clientID,a,budget,clientRatio
4,6,0,11,42.42,3.8563636363636364
4,6,1,2,7.42,3.71
4,6,2,3,10.09,3.3633333333333333
4,6,3,13,35.09,2.6992307692307693
4,6,4,4,6.35,1.5875
4,7,0,14,60.84,4.345714285714286
4,7,1,19,29.71,1.5636842105263158
4,7,2,8,10.01,1.25125
4,7,3,14,13.33,0.9521428571428572
4,7,4,7,5.24,0.7485714285714286
4,9,0,2,4.39,2.195
4,9,1,19,40.51,2.1321052631578947
4,9,2,8,11.59,1.44875
4,9,3,19,25.68,1.351578947368421
4,9,4,2,2.58,1.29
4,11,0,19,46.49,2.446842105263158
4,11,1,5,10.47,2.0940000000000003
4,11,2,19,23.92,1.2589473684210528
4,11,3,5,5.96,1.192
4,11,4,6,3.12,0.52
4,12,0,3,1.17,0.38999999999999996
4,12,1,11,3.59,0.32636363636363636
4,12,2,18,5.43,0.30166666666666664
4,12,3,20,3.19,0.1595
4,12,4,12,1.07,0.08916666666666667
4,19,0,8,3.4,0.425
4,19,1,11,4.32,0.39272727272727276
4,19,2,10,2.88,0.288
4,19,3,15,3.08,0.20533333333333334
4,19,4,8,0.5,0.0625
4,27,0,10,22.08,2.2079999999999997
4,27,1,16,25.16,1.5725
4,27,2,14,9.82,0.7014285714285714
4,27,3,11,7.23,0.6572727272727273
4,27,4,3,1.63,0.5433333333333333
4,41,0,19,11.78,0.62
4,41,1,19,11.67,0.6142105263157894
4,41,2,3,1.79,0.5966666666666667
4,41,3,12,5.64,0.47
4,41,4,11,3.1,0.2818181818181818
4,46,0,3,4.33,1.4433333333333334
4,46,1,10,11.27,1.127
4,46,2,9,7.6,0.8444444444444444
4,46,3,15,8.01,0.534
4,46,4,3,0.5,0.16666666666666666
4,50,0,13,101.36,7.796923076923077
4,50,1,15,50.01,3.334
4,50,2,2,4.36,2.18
4,50,3,20,26.66,1.333
4,50,4,12,6.47,0.5391666666666667
4,64,0,9,30.17,3.352222222222222
4,64,1,15,24.1,1.6066666666666667
4,64,2,8,12.74,1.5925
4,64,3,10,6.2,0.62
4,64,4,16,7.09,0.443125
4,68,0,13,24.94,1.9184615384615387
4,68,1,14,24.34,1.7385714285714287
4,68,2,9,12.93,1.4366666666666665
4,68,3,12,16.69,1.3908333333333334
4,68,4,5,1.2,0.24
4,74,0,14,34.97,2.4978571428571428
4,74,1,5,5.93,1.186
4,74,2,19,18.45,0.9710526315789473
4,74,3,8,1.86,0.2325
4,74,4,10,1.98,0.198
4,83,0,17,70.82,4.165882352941176
4,83,1,5,15.38,3.076
4,83,2,20,51.07,2.5535
4,83,3,2,4.19,2.095
4,83,4,18,32.81,1.8227777777777778
6,4,0,16,42.15,2.634375
6,4,1,7,13.16,1.8800000000000001
6,4,2,13,22.08,1.6984615384615382
6,4,3,4,5.95,1.4875
6,4,4,2,1.81,0.905
6,7,0,4,24.5,6.125
6,7,1,7,28.38,4.054285714285714
6,7,2,19,22.66,1.1926315789473685
6,7,3,2,1.78,0.89
6,7,4,20,8.31,0.41550000000000004
6,9,0,16,31.07,1.941875
6,9,1,5,6.34,1.268
6,9,2,12,14.5,1.2083333333333333
6,9,3,15,14.7,0.98
6,9,4,16,4.94,0.30875
6,11,0,7,48.63,6.9471428571428575
6,11,1,4,22.15,5.5375
6,11,2,6,23.43,3.905
6,11,3,9,32.77,3.6411111111111114
6,11,4,10,8.93,0.893
6,12,0,18,56.24,3.1244444444444444
6,12,1,3,7.24,2.4133333333333336
6,12,2,9,16.48,1.8311111111111111
6,12,3,17,22.42,1.3188235294117647
6,12,4,17,18.88,1.1105882352941177
6,19,0,7,22.73,3.2471428571428573
6,19,1,8,20.07,2.50875
6,19,2,8,17.6,2.2
6,19,3,6,9.13,1.5216666666666667
6,19,4,17,24.18,1.4223529411764706
6,27,0,1,0.93,0.93
6,27,1,13,9.12,0.7015384615384614
6,27,2,9,4.15,0.46111111111111114
6,27,3,16,5.7,0.35625
6,27,4,8,1.73,0.21625
6,41,0,12,54.88,4.573333333333333
6,41,1,7,23.58,3.3685714285714283
6,41,2,12,26.92,2.2433333333333336
6,41,3,4,4.93,1.2325
6,41,4,12,6.73,0.5608333333333334
6,46,0,16,34.47,2.154375
6,46,1,20,39.97,1.9985
6,46,2,12,22.87,1.9058333333333335
6,46,3,16,24.13,1.508125
6,46,4,7,6.02,0.86
6,50,0,4,19.82,4.955
6,50,1,3,13.69,4.5633333333333335
6,50,2,7,18.95,2.707142857142857
6,50,3,6,14.86,2.4766666666666666
6,50,4,11,7.36,0.6690909090909091
6,64,0,6,45.03,7.505
6,64,1,15,92.27,6.151333333333333
6,64,2,3,16.68,5.56
6,64,3,13,47.6,3.661538461538462
6,64,4,1,1.4,1.4
6,68,0,20,97.52,4.8759999999999994
6,68,1,1,4.01,4.01
6,68,2,5,15.58,3.116
6,68,3,12,11.31,0.9425
6,68,4,18,14.83,0.8238888888888889
6,74,0,7,48.4,6.914285714285714
6,74,1,4,18.11,4.5275
6,74,2,5,18.94,3.7880000000000003
6,74,3,7,18.66,2.665714285714286
6,74,4,7,3.89,0.5557142857142857
6,83,0,2,0.64,0.32
6,83,1,12,3.79,0.31583333333333335
6,83,2,14,4.12,0.2942857142857143
6,83,3,8,2.16,0.27
6,83,4,11,1.11,0.10090909090909092
7,4,0,1,8.64,8.64
7,4,1,19,153.84,8.096842105263159
7,4,2,5,26.71,5.3420000000000005
7,4,3,17,74.28,4.369411764705882
7,4,4,17,27.7,1.6294117647058823
7,6,0,11,49.24,4.4763636363636365
7,6,1,16,65.36,4.085
7,6,2,6,24.12,4.0200000000000005
7,6,3,4,14.79,3.6975
7,6,4,5,6.62,1.324
7,9,0,4,29.28,7.32
7,9,1,17,80.35,4.726470588235294
7,9,2,4,17.39,4.3475
7,9,3,2,4.59,2.295
7,9,4,9,5.97,0.6633333333333333
7,11,0,20,228.6,11.43
7,11,1,20,124.73,6.2365
