fromnode,tonode,c
2,2,0.0
2,8,1.67
2,11,1.719
2,13,1.973
2,19,1.211
2,30,0.832
2,38,0.745
2,50,0.487
2,61,0.978
2,92,1.314
8,2,1.67
8,8,0.0
8,11,0.212
8,13,0.37
8,19,0.551
8,30,0.91
8,38,2.334
8,50,2.106
8,61,0.747
8,92,0.411
11,2,1.719
11,8,0.212
11,11,0.0
11,13,0.255
11,19,0.702
11,30,0.912
11,38,2.342
11,50,2.128
11,61,0.751
11,92,0.406
13,2,1.973
13,8,0.37
13,11,0.255
13,13,0.0
13,19,0.917
13,30,1.165
13,38,2.593
13,50,2.381
13,61,1.005
13,92,0.661
19,2,1.211
19,8,0.551
19,11,0.702
19,13,0.917
19,19,0.0
19,30,0.642
19,38,1.929
19,50,1.682
19,61,0.528
19,92,0.458
30,2,0.832
30,8,0.91
30,11,0.912
30,13,1.165
30,19,0.642
30,30,0.0
30,38,1.431
30,50,1.216
30,61,0.164
30,92,0.511
38,2,0.745
38,8,2.334
38,11,2.342
38,13,2.593
38,19,1.929
38,30,1.431
38,38,0.0
38,50,0.259
38,61,1.594
38,92,1.942
50,2,0.487
50,8,2.106
50,11,2.128
50,13,2.381
50,19,1.682
50,30,1.216
50,38,0.259
50,50,0.0
50,61,1.376
50,92,1.724
61,2,0.978
61,8,0.747
61,11,0.751
61,13,1.005
61,19,0.528
61,30,0.164
61,38,1.594
61,50,1.376
61,61,0.0
61,92,0.348
92,2,1.314
92,8,0.411
92,11,0.406
92,13,0.661
92,19,0.458
92,30,0.511
92,38,1.942
92,50,1.724
92,61,0.348
92,92,0.0
