fromnode,tonode,c
2,2,0.0
2,7,0.704
2,8,1.67
2,11,1.719
2,13,1.973
2,19,1.211
2,28,1.272
2,30,0.832
2,35,1.079
2,37,1.234
2,38,0.745
2,46,0.969
2,50,0.487
2,51,1.238
2,61,0.978
2,66,0.509
2,68,1.55
2,70,1.753
2,92,1.314
2,97,1.671
7,2,0.704
7,7,0.0
7,8,2.328
7,11,2.346
7,13,2.599
7,19,1.905
7,28,1.922
7,30,1.434
7,35,1.75
7,37,1.87
7,38,0.1
7,46,1.674
7,50,0.223
7,51,1.897
7,61,1.595
7,66,1.208
7,68,2.253
7,70,2.404
7,92,1.943
7,97,2.38
8,2,1.67
8,7,2.328
8,8,0.0
8,11,0.212
8,13,0.37
8,19,0.551
8,28,0.406
8,30,0.91
8,35,0.593
8,37,0.468
8,38,2.334
8,46,0.888
8,50,2.106
8,51,0.436
8,61,0.747
8,66,1.18
8,68,0.783
8,70,0.096
8,92,0.411
8,97,0.883
11,2,1.719
11,7,2.346
11,8,0.212
11,11,0.0
11,13,0.255
11,19,0.702
11,28,0.459
11,30,0.912
11,35,0.676
11,37,0.485
11,38,2.342
11,46,1.032
11,50,2.128
11,51,0.54
11,61,0.751
11,66,1.254
11,68,0.992
11,70,0.165
11,92,0.406
11,97,1.095
13,2,1.973
13,7,2.599
13,8,0.37
13,11,0.255
13,13,0.0
13,19,0.917
13,28,0.709
13,30,1.165
13,35,0.922
13,37,0.739
13,38,2.593
13,46,1.254
13,50,2.381
13,51,0.778
13,61,1.005
13,66,1.505
13,68,1.118
13,70,0.274
13,92,0.661
13,97,1.197
19,2,1.211
19,7,1.905
19,8,0.551
19,11,0.702
19,13,0.917
19,19,0.0
19,28,0.339
19,30,0.642
19,35,0.244
19,37,0.41
19,38,1.929
19,46,0.338
19,50,1.682
19,51,0.21
19,61,0.528
19,66,0.702
19,68,0.505
19,70,0.647
19,92,0.458
19,97,0.65
28,2,1.272
28,7,1.922
28,8,0.406
28,11,0.459
28,13,0.709
28,19,0.339
28,28,0.0
28,30,0.509
28,35,0.22
28,37,0.095
28,38,1.928
28,46,0.617
28,50,1.701
28,51,0.13
28,61,0.348
28,66,0.796
28,68,0.803
28,70,0.483
28,92,0.119
28,97,0.941
30,2,0.832
30,7,1.434
30,8,0.91
30,11,0.912
30,13,1.165
30,19,0.642
30,28,0.509
30,30,0.0
30,35,0.406
30,37,0.443
30,38,1.431
30,46,0.666
30,50,1.216
30,51,0.539
30,61,0.164
30,66,0.474
30,68,1.137
30,70,0.978
30,92,0.511
30,97,1.282
35,2,1.079
35,7,1.75
35,8,0.593
35,11,0.676
35,13,0.922
35,19,0.244
35,28,0.22
35,30,0.406
35,35,0.0
35,37,0.238
35,38,1.764
35,46,0.42
35,50,1.527
35,51,0.16
35,61,0.284
35,66,0.588
35,68,0.749
35,70,0.68
35,92,0.315
35,97,0.894
37,2,1.234
37,7,1.87
37,8,0.468
37,11,0.485
37,13,0.739
37,19,0.41
37,28,0.095
37,30,0.443
37,35,0.238
37,37,0.0
37,38,1.872
37,46,0.656
37,50,1.65
37,51,0.205
37,61,0.279
37,66,0.777
37,68,0.888
37,70,0.536
37,92,0.084
37,97,1.027
38,2,0.745
38,7,0.1
38,8,2.334
38,11,2.342
38,13,2.593
38,19,1.929
38,28,1.928
38,30,1.431
38,35,1.764
38,37,1.872
38,38,0.0
38,46,1.711
38,50,0.259
38,51,1.922
38,61,1.594
38,66,1.238
38,68,2.294
38,70,2.407
38,92,1.942
38,97,2.416
46,2,0.969
46,7,1.674
46,8,0.888
46,11,1.032
46,13,1.254
46,19,0.338
46,28,0.617
46,30,0.666
46,35,0.42
46,37,0.656
46,38,1.711
46,46,0.0
46,50,1.455
46,51,0.502
46,61,0.631
46,66,0.482
46,68,0.585
46,70,0.985
46,92,0.728
46,97,0.715
50,2,0.487
50,7,0.223
50,8,2.106
50,11,2.128
50,13,2.381
50,19,1.682
50,28,1.701
50,30,1.216
50,35,1.527
50,37,1.65
50,38,0.259
50,46,1.455
50,50,0.0
50,51,1.686
50,61,1.376
50,66,0.986
50,68,2.037
50,70,2.183
50,92,1.724
50,97,2.158
51,2,1.238
51,7,1.897
51,8,0.436
51,11,0.54
51,13,0.778
51,19,0.21
51,28,0.13
51,30,0.539
51,35,0.16
51,37,0.205
51,38,1.922
51,46,0.502
51,50,1.686
51,51,0.0
51,61,0.393
51,66,0.744
51,68,0.685
51,70,0.526
51,92,0.249
51,97,0.825
61,2,0.978
61,7,1.595
61,8,0.747
61,11,0.751
61,13,1.005
61,19,0.528
61,28,0.348
61,30,0.164
61,35,0.284
61,37,0.279
61,38,1.594
61,46,0.631
61,50,1.376
61,51,0.393
61,61,0.0
61,66,0.567
61,68,1.033
61,70,0.814
61,92,0.348
61,97,1.178
66,2,0.509
66,7,1.208
66,8,1.18
66,11,1.254
66,13,1.505
66,19,0.702
66,28,0.796
66,30,0.474
66,35,0.588
66,37,0.777
66,38,1.238
66,46,0.482
66,50,0.986
66,51,0.744
66,61,0.567
