fromnode,tonode,c
2,2,0.0
2,3,1.738
2,5,1.412
2,10,0.813
2,11,1.719
2,12,1.138
2,14,1.86
2,16,1.528
2,17,1.403
2,24,1.453
2,26,0.734
2,29,0.339
2,31,1.357
2,33,0.223
2,34,1.504
2,47,1.484
2,48,0.72
2,49,1.274
2,51,1.238
2,52,0.816
2,58,1.141
2,60,1.107
2,62,1.122
2,63,1.014
2,64,1.815
2,66,0.509
2,73,1.111
2,82,0.492
2,83,0.608
2,84,0.629
2,87,0.756
2,90,1.72
2,95,1.757
2,97,1.671
2,99,1.47
3,2,1.738
3,3,0.0
3,5,0.618
3,10,1.279
3,11,0.12
3,12,0.792
3,14,0.18
3,16,0.592
3,17,0.364
3,24,0.559
3,26,1.537
3,29,1.551
3,31,0.417
3,33,1.822
3,34,0.265
3,47,0.787
3,48,1.021
3,49,0.572
3,51,0.523
3,52,1.005
3,58,0.662
3,60,0.993
3,62,0.685
3,63,1.111
3,64,0.077
3,66,1.259
3,73,2.374
3,82,1.904
3,83,1.507
3,84,2.359
3,87,1.166
3,90,0.173
3,95,0.172
3,97,0.999
3,99,0.277
5,2,1.412
5,3,0.618
5,5,0.0
5,10,0.748
5,11,0.692
5,12,0.277
5,14,0.725
5,16,0.116
5,17,0.346
5,24,0.063
5,26,1.002
5,29,1.344
5,31,0.621
5,33,1.425
5,34,0.609
5,47,0.204
5,48,0.808
5,49,0.204
5,51,0.355
5,52,0.596
5,58,0.735
5,60,0.412
5,62,0.329
5,63,0.541
5,64,0.673
5,66,0.903
5,73,2.301
5,82,1.725
5,83,1.009
5,84,2.035
5,87,0.692
5,90,0.743
5,95,0.763
5,97,0.474
5,99,0.549
10,2,0.813
10,3,1.279
10,5,0.748
10,10,0.0
10,11,1.312
10,12,0.495
10,14,1.402
10,16,0.85
10,17,0.917
10,24,0.806
10,26,0.259
10,29,0.914
10,31,1.044
10,33,0.745
10,34,1.137
10,47,0.741
10,48,0.633
10,49,0.709
10,51,0.776
10,52,0.345
10,58,0.958
10,60,0.349
10,62,0.602
10,63,0.226
10,64,1.349
10,66,0.429
10,73,1.884
10,82,1.255
10,83,0.269
10,84,1.38
10,87,0.172
10,90,1.343
10,95,1.345
10,97,0.877
10,99,1.08
11,2,1.719
11,3,0.12
11,5,0.692
11,10,1.312
11,11,0.0
11,12,0.837
11,14,0.164
11,16,0.679
11,17,0.397
11,24,0.635
11,26,1.567
11,29,1.514
11,31,0.37
11,33,1.816
11,34,0.216
11,47,0.871
11,48,0.999
11,49,0.616
11,51,0.54
11,52,1.019
11,58,0.61
11,60,1.045
11,62,0.711
11,63,1.158
11,64,0.145
11,66,1.254
11,73,2.307
11,82,1.857
11,83,1.528
11,84,2.333
11,87,1.188
11,90,0.063
11,95,0.071
11,97,1.095
11,99,0.252
12,2,1.138
12,3,0.792
12,5,0.277
12,10,0.495
12,11,0.837
12,12,0.0
12,14,0.913
12,16,0.391
12,17,0.44
12,24,0.325
12,26,0.754
12,29,1.091
12,31,0.634
12,33,1.149
12,34,0.688
12,47,0.37
12,48,0.581
12,49,0.221
12,51,0.331
12,52,0.324
12,58,0.65
12,60,0.216
12,62,0.177
12,63,0.321
12,64,0.86
12,66,0.632
12,73,2.064
12,82,1.472
12,83,0.745
12,84,1.759
12,87,0.418
12,90,0.675
12,95,0.903
12,97,0.619
12,99,0.627
14,2,1.86
14,3,0.18
14,5,0.725
14,10,1.402
14,11,0.164
14,12,0.913
14,14,0.0
14,16,0.686
14,17,0.49
14,24,0.663
14,26,1.66
14,29,1.667
14,31,0.525
14,33,1.9
14,34,0.371
14,47,0.881
14,48,1.142
14,49,0.694
14,51,0.649
14,52,1.131
14,58,0.769
14,60,1.111
14,62,0.81
14,63,1.231
14,64,0.054
14,66,1.384
14,73,2.47
14,82,2.12
14,83,1.632
14,84,2.479
14,87,1.291
14,90,0.204
14,95,0.179
14,97,1.074
14,99,0.393
16,2,1.528
16,3,0.592
16,5,0.116
16,10,0.85
16,11,0.679
16,12,0.391
16,14,0.686
