fromnode,tonode,clientID,a,budget,clientRatio
0,4,0,2,5.28,2.64
0,4,1,19,50.11,2.6373684210526314
0,4,2,16,42.19,2.636875
0,4,3,2,5.27,2.635
0,4,4,9,23.71,2.6344444444444446
0,4,5,12,31.57,2.6308333333333334
0,4,6,1,2.63,2.63
0,4,7,13,34.1,2.623076923076923
0,4,8,4,10.49,2.6225
0,4,9,4,10.45,2.6125
0,4,10,17,44.4,2.611764705882353
0,4,11,20,52.1,2.605
0,4,12,1,2.6,2.6
0,4,13,13,33.75,2.5961538461538463
0,4,14,13,33.73,2.5946153846153845
0,4,15,17,43.95,2.585294117647059
0,4,16,10,25.85,2.585
0,4,17,10,25.84,2.584
0,4,18,17,43.86,2.58
0,4,19,13,33.5,2.576923076923077
0,4,20,12,30.92,2.5766666666666667
0,4,21,4,10.29,2.5725
0,4,22,6,15.42,2.57
0,4,23,20,51.34,2.567
0,4,24,6,15.4,2.566666666666667
0,4,25,3,7.7,2.566666666666667
0,4,26,5,12.83,2.566
0,4,27,3,7.69,2.5633333333333335
0,4,28,1,2.56,2.56
0,4,29,20,51.18,2.559
0,4,30,10,25.53,2.553
0,4,31,11,28.05,2.5500000000000003
0,4,32,20,50.83,2.5415
0,4,33,6,15.24,2.54
0,4,34,9,22.85,2.538888888888889
0,4,35,9,22.84,2.537777777777778
0,4,36,12,30.44,2.5366666666666666
0,4,37,16,40.51,2.531875
0,4,38,13,32.87,2.528461538461538
0,4,39,10,25.25,2.525
0,4,40,2,5.05,2.525
0,4,41,4,10.08,2.52
0,4,42,7,17.56,2.5085714285714285
0,4,43,5,12.53,2.506
0,4,44,1,2.5,2.5
0,4,45,1,2.5,2.5
0,4,46,1,2.5,2.5
0,4,47,18,44.96,2.497777777777778
0,4,48,6,14.98,2.4966666666666666
0,4,49,5,12.47,2.494
0,4,50,9,22.43,2.4922222222222223
0,4,51,14,34.86,2.4899999999999998
0,4,52,14,34.86,2.4899999999999998
0,4,53,18,44.81,2.4894444444444446
0,4,54,6,14.89,2.481666666666667
0,4,55,6,14.88,2.48
0,4,56,14,34.69,2.4778571428571428
0,4,57,16,39.61,2.475625
0,4,58,7,17.32,2.474285714285714
0,4,59,7,17.31,2.472857142857143
0,4,60,1,2.47,2.47
0,4,61,7,17.28,2.468571428571429
0,4,62,19,46.89,2.4678947368421054
0,4,63,17,41.94,2.4670588235294115
0,4,64,1,2.46,2.46
0,4,65,16,39.34,2.45875
0,4,66,14,34.38,2.455714285714286
0,4,67,4,9.82,2.455
0,4,68,14,34.37,2.4549999999999996
0,4,69,8,19.63,2.45375
