fromnode,tonode,c
1,1,0.0
1,3,0.167
1,5,0.784
1,8,0.288
1,16,0.759
1,19,0.811
1,20,0.717
1,24,0.725
1,25,0.508
1,29,1.622
1,30,1.021
1,33,1.932
1,34,0.329
1,38,2.448
1,46,1.144
1,47,0.954
1,49,0.725
1,50,2.237
1,51,0.655
1,54,0.702
1,60,1.151
1,66,1.371
1,69,1.124
1,70,0.208
1,73,2.395
1,74,0.141
1,75,0.543
1,77,0.198
1,79,2.491
1,80,0.91
1,82,1.96
1,84,2.445
1,85,2.557
1,87,1.303
1,88,0.645
1,89,2.133
1,90,0.119
1,93,2.15
1,94,1.26
1,97,1.163
3,1,0.167
3,3,0.0
3,5,0.618
3,8,0.121
3,16,0.592
3,19,0.659
3,20,0.647
3,24,0.559
3,25,0.395
3,29,1.551
3,30,0.952
3,33,1.822
3,34,0.265
3,38,2.383
3,46,0.995
3,47,0.787
3,49,0.572
3,50,2.161
3,51,0.523
3,54,0.577
3,60,0.993
3,66,1.259
3,69,0.963
3,70,0.055
3,73,2.374
3,74,0.222
3,75,0.376
3,77,0.206
3,79,2.436
3,80,0.805
3,82,1.904
3,84,2.359
3,85,2.499
3,87,1.166
3,88,0.571
3,89,2.12
3,90,0.173
3,93,2.05
3,94,1.149
3,97,0.999
5,1,0.784
5,3,0.618
5,5,0.0
5,8,0.498
5,16,0.116
5,19,0.218
5,20,0.667
5,24,0.063
5,25,0.46
5,29,1.344
5,30,0.854
5,33,1.425
5,34,0.609
5,38,2.138
5,46,0.477
5,47,0.204
5,49,0.204
5,50,1.889
5,51,0.355
5,54,0.394
5,60,0.412
5,66,0.903
5,69,0.366
5,70,0.589
5,73,2.301
5,74,0.816
5,75,0.251
5,77,0.712
5,79,2.232
5,80,0.598
5,82,1.725
5,84,2.035
5,85,2.281
5,87,0.692
5,88,0.622
5,89,2.091
5,90,0.743
5,93,1.685
5,94,0.815
5,97,0.474
8,1,0.288
8,3,0.121
8,5,0.498
8,8,0.0
8,16,0.472
8,19,0.551
8,20,0.613
8,24,0.438
8,25,0.336
8,29,1.503
8,30,0.91
8,33,1.742
8,34,0.272
8,38,2.334
8,46,0.888
8,47,0.666
8,49,0.464
8,50,2.106
8,51,0.436
8,54,0.495
8,60,0.878
8,66,1.18
8,69,0.846
8,70,0.096
8,73,2.358
8,74,0.328
8,75,0.255
8,77,0.277
8,79,2.395
8,80,0.737
8,82,1.864
8,84,2.295
8,85,2.456
8,87,1.067
8,88,0.537
8,89,2.111
8,90,0.273
8,93,1.977
8,94,1.071
8,97,0.883
16,1,0.759
16,3,0.592
16,5,0.116
16,8,0.472
16,16,0.0
16,19,0.331
16,20,0.75
16,24,0.095
16,25,0.514
16,29,1.459
16,30,0.957
16,33,1.539
16,34,0.633
16,38,2.255
16,46,0.587
16,47,0.195
16,49,0.302
16,50,2.005
16,51,0.438
16,54,0.485
16,60,0.506
16,66,1.02
16,69,0.453
16,70,0.555
16,73,2.411
16,74,0.771
16,75,0.217
16,77,0.717
16,79,2.348
16,80,0.705
16,82,1.84
16,84,2.15
16,85,2.397
16,87,0.804
16,88,0.698
16,89,2.198
16,90,0.736
16,93,1.799
16,94,0.931
16,97,0.428
19,1,0.811
19,3,0.659
19,5,0.218
19,8,0.551
19,16,0.331
19,19,0.0
19,20,0.492
19,24,0.245
19,25,0.365
19,29,1.128
19,30,0.642
19,33,1.242
19,34,0.556
19,38,1.929
19,46,0.338
19,47,0.38
19,49,0.087
19,50,1.682
19,51,0.21
19,54,0.219
19,60,0.348
19,66,0.702
19,69,0.335
19,70,0.647
19,73,2.082
19,74,0.877
19,75,0.367
19,77,0.688
19,79,2.019
19,80,0.384
19,82,1.509
19,84,1.838
19,85,2.07
19,87,0.528
19,88,0.464
19,89,1.874
19,90,0.74
