fromnode,tonode,c
0,0,0.0
0,4,0.528
0,10,1.035
0,18,0.394
0,33,1.519
0,62,0.435
0,73,2.078
0,75,0.376
0,84,2.045
0,97,0.984
4,0,0.528
4,4,0.0
4,10,0.619
4,18,0.227
4,33,1.283
4,62,0.214
4,73,2.172
4,75,0.356
4,84,1.891
4,97,0.545
10,0,1.035
10,4,0.619
10,10,0.0
10,18,0.844
10,33,0.745
10,62,0.602
10,73,1.884
10,75,0.974
10,84,1.38
10,97,0.877
18,0,0.394
18,4,0.227
18,10,0.844
18,18,0.0
18,33,1.484
18,62,0.329
18,73,2.282
18,75,0.13
18,84,2.077
18,97,0.59
33,0,1.519
33,4,1.283
33,10,0.745
33,18,1.484
33,33,0.0
33,62,1.168
33,73,1.288
33,75,1.607
33,84,0.635
33,97,1.623
62,0,0.435
62,4,0.214
62,10,0.602
62,18,0.329
62,33,1.168
62,62,0.0
62,73,1.972
62,75,0.443
62,84,1.751
62,97,0.758
73,0,2.078
73,4,2.172
73,10,1.884
73,18,2.282
73,33,1.288
73,62,1.972
73,73,0.0
73,75,2.363
73,84,0.933
73,97,2.669
75,0,0.376
75,4,0.356
75,10,0.974
75,18,0.13
75,33,1.607
75,62,0.443
75,73,2.363
75,75,0.0
75,84,2.193
75,97,0.638
84,0,2.045
84,4,1.891
84,10,1.38
84,18,2.077
84,33,0.635
84,62,1.751
84,73,0.933
84,75,2.193
84,84,0.0
84,97,2.257
97,0,0.984
97,4,0.545
97,10,0.877
97,18,0.59
97,33,1.623
97,62,0.758
97,73,2.669
97,75,0.638
97,84,2.257
97,97,0.0
