fromnode,tonode,clientID,a,budget,clientRatio
0,4,0,2,5.28,2.64
0,4,1,2,5.28,2.64
0,4,2,19,50.11,2.6373684210526314
0,4,3,16,42.19,2.636875
0,4,4,19,50.07,2.635263157894737
0,4,5,2,5.27,2.635
0,4,6,19,50.06,2.6347368421052635
0,4,7,9,23.71,2.6344444444444446
0,4,8,12,31.57,2.6308333333333334
0,4,9,1,2.63,2.63
0,4,10,8,21.03,2.62875
0,4,11,15,39.36,2.624
0,4,12,13,34.1,2.623076923076923
0,4,13,4,10.49,2.6225
0,4,14,19,49.76,2.6189473684210527
0,4,15,16,41.87,2.616875
0,4,16,4,10.45,2.6125
0,4,17,17,44.4,2.611764705882353
0,4,18,7,18.27,2.61
0,4,19,15,39.1,2.606666666666667
0,4,20,14,36.49,2.6064285714285718
0,4,21,12,31.27,2.6058333333333334
0,4,22,20,52.1,2.605
0,4,23,2,5.21,2.605
0,4,24,2,5.21,2.605
0,4,25,6,15.62,2.603333333333333
0,4,26,14,36.41,2.6007142857142855
0,4,27,1,2.6,2.6
0,4,28,13,33.75,2.5961538461538463
0,4,29,13,33.73,2.5946153846153845
0,4,30,7,18.16,2.5942857142857143
0,4,31,11,28.53,2.5936363636363637
0,4,32,17,44.09,2.593529411764706
0,4,33,9,23.33,2.592222222222222
0,4,34,17,43.95,2.585294117647059
0,4,35,10,25.85,2.585
0,4,36,8,20.68,2.585
0,4,37,11,28.43,2.5845454545454545
0,4,38,10,25.84,2.584
0,4,39,11,28.42,2.583636363636364
0,4,40,17,43.86,2.58
0,4,41,1,2.58,2.58
0,4,42,13,33.54,2.58
0,4,43,13,33.5,2.576923076923077
0,4,44,12,30.92,2.5766666666666667
0,4,45,4,10.29,2.5725
0,4,46,6,15.42,2.57
0,4,47,20,51.38,2.569
0,4,48,11,28.24,2.567272727272727
0,4,49,20,51.34,2.567
0,4,50,6,15.4,2.566666666666667
0,4,51,3,7.7,2.566666666666667
0,4,52,5,12.83,2.566
0,4,53,7,17.96,2.565714285714286
0,4,54,11,28.2,2.5636363636363635
0,4,55,3,7.69,2.5633333333333335
0,4,56,9,23.07,2.5633333333333335
0,4,57,18,46.11,2.5616666666666665
0,4,58,12,30.74,2.5616666666666665
0,4,59,7,17.93,2.5614285714285714
0,4,60,1,2.56,2.56
0,4,61,20,51.18,2.559
0,4,62,4,10.23,2.5575
0,4,63,11,28.13,2.557272727272727
0,4,64,7,17.89,2.5557142857142856
0,4,65,13,33.2,2.553846153846154
0,4,66,3,7.66,2.5533333333333332
0,4,67,10,25.53,2.553
0,4,68,11,28.05,2.5500000000000003
0,4,69,1,2.55,2.55
0,4,70,17,43.31,2.5476470588235296
0,4,71,12,30.57,2.5475
0,4,72,7,17.83,2.5471428571428567
0,4,73,9,22.89,2.5433333333333334
0,4,74,20,50.83,2.5415
0,4,75,6,15.24,2.54
0,4,76,9,22.85,2.538888888888889
0,4,77,14,35.53,2.537857142857143
0,4,78,9,22.84,2.537777777777778
0,4,79,12,30.44,2.5366666666666666
0,4,80,17,43.12,2.536470588235294
0,4,81,7,17.75,2.5357142857142856
0,4,82,4,10.14,2.535
0,4,83,16,40.51,2.531875
0,4,84,13,32.87,2.528461538461538
0,4,85,10,25.25,2.525
0,4,86,2,5.05,2.525
0,4,87,5,12.62,2.524
0,4,88,10,25.22,2.522
0,4,89,4,10.08,2.52
0,4,90,1,2.52,2.52
0,4,91,4,10.08,2.52
0,4,92,10,25.18,2.518
0,4,93,20,50.33,2.5164999999999997
0,4,94,7,17.59,2.512857142857143
0,4,95,8,20.09,2.51125
0,4,96,7,17.57,2.5100000000000002
0,4,97,1,2.51,2.51
0,4,98,7,17.56,2.5085714285714285
0,4,99,17,42.63,2.5076470588235296
0,4,100,16,40.1,2.50625
0,4,101,15,37.59,2.5060000000000002
0,4,102,5,12.53,2.506
0,4,103,18,45.08,2.5044444444444443
0,4,104,7,17.52,2.5028571428571427
0,4,105,20,50.01,2.5004999999999997
0,4,106,1,2.5,2.5
0,4,107,1,2.5,2.5
0,4,108,1,2.5,2.5
0,4,109,5,12.5,2.5
0,4,110,18,44.96,2.497777777777778
0,4,111,6,14.98,2.4966666666666666
0,4,112,5,12.47,2.494
0,4,113,9,22.43,2.4922222222222223
0,4,114,14,34.86,2.4899999999999998
0,4,115,14,34.86,2.4899999999999998
0,4,116,3,7.47,2.4899999999999998
0,4,117,18,44.81,2.4894444444444446
0,4,118,3,7.46,2.486666666666667
0,4,119,5,12.43,2.4859999999999998
0,4,120,8,19.88,2.485
0,4,121,18,44.73,2.485
0,4,122,6,14.89,2.481666666666667
0,4,123,8,19.85,2.48125
0,4,124,6,14.88,2.48
0,4,125,7,17.36,2.48
0,4,126,3,7.44,2.48
0,4,127,19,47.1,2.4789473684210526
