fromnode,tonode,clientID,a,budget,clientRatio
5,10,0,5,18.7,3.7399999999999998
5,10,1,3,11.19,3.73
5,10,2,9,33.55,3.7277777777777774
5,10,3,15,55.9,3.7266666666666666
5,10,4,12,44.66,3.7216666666666662
5,10,5,3,11.14,3.7133333333333334
5,10,6,15,55.69,3.7126666666666663
5,10,7,20,74.21,3.7104999999999997
5,10,8,7,25.94,3.705714285714286
5,10,9,16,59.28,3.705
5,10,10,9,33.3,3.6999999999999997
5,10,11,4,14.77,3.6925
5,10,12,9,33.23,3.692222222222222
5,10,13,12,44.27,3.689166666666667
5,10,14,11,40.54,3.6854545454545455
5,10,15,6,22.08,3.6799999999999997
5,10,16,18,66.11,3.6727777777777777
5,10,17,13,47.72,3.670769230769231
5,10,18,3,11.01,3.67
5,10,19,5,18.34,3.668
5,10,20,19,69.68,3.667368421052632
5,10,21,1,3.66,3.66
5,10,22,7,25.61,3.6585714285714284
5,10,23,16,58.52,3.6575
5,10,24,18,65.82,3.6566666666666663
5,10,25,14,51.19,3.656428571428571
5,10,26,14,51.11,3.650714285714286
5,10,27,16,58.19,3.636875
5,10,28,6,21.82,3.6366666666666667
5,10,29,19,69.06,3.6347368421052635
5,10,30,13,47.24,3.633846153846154
5,10,31,13,47.24,3.633846153846154
5,10,32,11,39.95,3.6318181818181823
5,10,33,9,32.63,3.6255555555555556
5,10,34,6,21.74,3.623333333333333
5,10,35,12,43.47,3.6225
5,10,36,8,28.93,3.61625
5,10,37,19,68.68,3.6147368421052635
5,10,38,20,72.18,3.6090000000000004
5,10,39,12,43.28,3.606666666666667
5,10,40,9,32.44,3.6044444444444443
5,10,41,12,43.22,3.6016666666666666
5,10,42,9,32.4,3.5999999999999996
5,10,43,10,35.99,3.599
5,10,44,3,10.79,3.5966666666666662
5,10,45,7,25.08,3.5828571428571427
5,10,46,20,71.63,3.5814999999999997
5,10,47,20,71.28,3.564
5,10,48,6,21.37,3.561666666666667
5,10,49,14,49.84,3.56
5,10,50,14,49.82,3.5585714285714287
5,10,51,18,64.03,3.5572222222222223
5,10,52,17,60.44,3.5552941176470587
5,10,53,19,67.47,3.5510526315789472
5,10,54,8,28.36,3.545
5,10,55,7,24.8,3.542857142857143
5,10,56,1,3.54,3.54
5,10,57,20,70.8,3.54
5,10,58,14,49.42,3.5300000000000002
5,10,59,2,7.05,3.525
5,10,60,20,70.49,3.5244999999999997
5,10,61,5,17.61,3.522
5,10,62,1,3.52,3.52
5,10,63,12,42.14,3.5116666666666667
5,10,64,14,49.16,3.511428571428571
5,10,65,12,42.13,3.5108333333333337
5,10,66,17,59.68,3.510588235294118
5,10,67,2,7.0,3.5
5,10,68,1,3.48,3.48
5,10,69,10,34.72,3.472
5,10,70,11,38.17,3.47
5,10,71,19,65.83,3.464736842105263
5,10,72,6,20.75,3.4583333333333335
5,10,73,18,62.18,3.4544444444444444
5,10,74,14,48.36,3.454285714285714
5,10,75,10,34.54,3.4539999999999997
5,10,76,14,48.35,3.4535714285714287
5,10,77,20,69.02,3.4509999999999996
5,10,78,4,13.76,3.44
5,10,79,13,44.71,3.439230769230769
5,10,80,18,61.89,3.4383333333333335
5,10,81,6,20.63,3.438333333333333
5,10,82,17,58.27,3.4276470588235295
5,10,83,3,10.27,3.4233333333333333
5,10,84,19,65.02,3.4221052631578943
5,10,85,2,6.83,3.415
5,10,86,16,54.63,3.414375
5,10,87,8,27.27,3.40875
5,10,88,19,64.73,3.406842105263158
5,10,89,5,17.02,3.404
5,10,90,14,47.62,3.4014285714285712
5,10,91,5,16.96,3.3920000000000003
5,10,92,15,50.85,3.39
5,10,93,10,33.89,3.3890000000000002
5,10,94,16,54.21,3.388125
5,10,95,18,60.96,3.3866666666666667
5,10,96,17,57.56,3.385882352941177
5,10,97,10,33.85,3.3850000000000002
5,10,98,14,47.23,3.373571428571428
5,10,99,16,53.69,3.355625
5,10,100,2,6.71,3.355
5,10,101,10,33.5,3.35
5,10,102,18,60.16,3.342222222222222
5,10,103,6,20.05,3.341666666666667
5,10,104,13,43.44,3.3415384615384616
5,10,105,9,30.06,3.34
5,10,106,10,33.35,3.335
5,10,107,16,53.34,3.33375
5,10,108,1,3.33,3.33
5,10,109,11,36.6,3.3272727272727276
5,10,110,10,33.16,3.316
5,10,111,19,62.94,3.3126315789473684
5,10,112,8,26.47,3.30875
5,10,113,1,3.3,3.3
5,10,114,16,52.74,3.29625
5,10,115,2,6.59,3.295
5,10,116,1,3.28,3.28
5,10,117,15,49.06,3.2706666666666666
5,10,118,5,16.35,3.2700000000000005
5,10,119,1,3.27,3.27
5,10,120,1,3.27,3.27
5,10,121,1,3.27,3.27
5,10,122,8,26.15,3.26875
5,10,123,15,49.03,3.268666666666667
5,10,124,16,52.29,3.268125
5,10,125,12,39.06,3.2550000000000003
5,10,126,4,13.0,3.25
5,10,127,15,48.7,3.246666666666667
5,10,128,16,51.94,3.24625
5,10,129,13,42.04,3.233846153846154
5,10,130,3,9.7,3.233333333333333
5,10,131,1,3.23,3.23
5,10,132,18,58.05,3.2249999999999996
5,10,133,17,54.82,3.224705882352941
5,10,134,10,32.18,3.218
5,10,135,7,22.37,3.1957142857142857
5,10,136,19,60.63,3.1910526315789474
5,10,137,11,35.09,3.1900000000000004
5,10,138,4,12.73,3.1825
5,10,139,12,38.18,3.1816666666666666
5,10,140,16,50.84,3.1775
5,10,141,4,12.68,3.17
5,10,142,9,28.53,3.17
5,10,143,13,41.15,3.1653846153846152
5,10,144,8,25.32,3.165
5,10,145,10,31.57,3.157
5,10,146,11,34.72,3.1563636363636363
5,10,147,2,6.3,3.15
5,10,148,10,31.45,3.145
5,10,149,20,62.83,3.1414999999999997
5,10,150,14,43.97,3.1407142857142856
5,10,151,16,50.25,3.140625
5,10,152,18,56.53,3.1405555555555558
5,10,153,10,31.38,3.138
5,10,154,18,56.34,3.1300000000000003
5,10,155,5,15.65,3.13
5,10,156,18,56.32,3.128888888888889
5,10,157,14,43.69,3.1207142857142856
5,10,158,13,40.56,3.12
5,10,159,14,43.66,3.1185714285714283
5,10,160,17,52.9,3.111764705882353
5,10,161,6,18.67,3.111666666666667
5,10,162,10,31.1,3.1100000000000003
5,10,163,5,15.55,3.1100000000000003
5,10,164,5,15.55,3.1100000000000003
5,10,165,17,52.79,3.105294117647059
5,10,166,2,6.2,3.1
5,10,167,3,9.3,3.1
5,10,168,6,18.6,3.1
5,10,169,17,52.65,3.097058823529412
5,10,170,12,37.16,3.0966666666666662
5,10,171,13,40.15,3.088461538461538
5,10,172,7,21.61,3.087142857142857
5,10,173,9,27.76,3.0844444444444448
5,10,174,8,24.67,3.08375
5,10,175,16,49.32,3.0825
5,10,176,3,9.23,3.0766666666666667
5,10,177,3,9.21,3.0700000000000003
5,10,178,9,27.62,3.068888888888889
5,10,179,8,24.5,3.0625
5,10,180,16,49.0,3.0625
5,10,181,6,18.35,3.0583333333333336
5,10,182,10,30.55,3.055
