fromnode,tonode,c
8,8,0.0
8,16,0.472
8,30,0.91
8,47,0.666
8,60,0.878
8,69,0.846
8,74,0.328
8,75,0.255
8,77,0.277
8,80,0.737
16,8,0.472
16,16,0.0
16,30,0.957
16,47,0.195
16,60,0.506
16,69,0.453
16,74,0.771
16,75,0.217
16,77,0.717
16,80,0.705
30,8,0.91
30,16,0.957
30,30,0.0
30,47,1.018
30,60,0.807
30,69,0.844
30,74,1.148
30,75,0.892
30,77,0.825
30,80,0.26
47,8,0.666
47,16,0.195
47,30,1.018
47,47,0.0
47,60,0.394
47,69,0.331
47,74,0.965
47,75,0.411
47,77,0.903
47,80,0.759
60,8,0.878
60,16,0.506
60,30,0.807
60,47,0.394
60,60,0.0
60,69,0.064
60,74,1.205
60,75,0.653
60,77,1.036
60,80,0.568
69,8,0.846
69,16,0.453
69,30,0.844
69,47,0.331
69,60,0.064
69,69,0.0
69,74,1.171
69,75,0.613
69,77,1.018
69,80,0.598
74,8,0.328
74,16,0.771
74,30,1.148
74,47,0.965
74,60,1.205
74,69,1.171
74,74,0.0
74,75,0.566
74,77,0.333
74,80,1.02
75,8,0.255
75,16,0.217
75,30,0.892
75,47,0.411
75,60,0.653
75,69,0.613
75,74,0.566
75,75,0.0
75,77,0.503
75,80,0.667
77,8,0.277
77,16,0.717
77,30,0.825
77,47,0.903
77,60,1.036
77,69,1.018
77,74,0.333
77,75,0.503
77,77,0.0
77,80,0.729
80,8,0.737
80,16,0.705
80,30,0.26
80,47,0.759
80,60,0.568
80,69,0.598
80,74,1.02
80,75,0.667
80,77,0.729
80,80,0.0
