fromnode,tonode,c
4,4,0.0
4,7,1.969
4,10,0.619
4,11,0.749
4,20,0.597
4,21,0.373
4,27,0.707
4,32,0.998
4,39,0.64
4,46,0.341
4,74,0.903
4,77,0.749
4,85,2.141
4,87,0.552
4,94,0.674
7,4,1.969
7,7,0.0
7,10,1.502
7,11,2.346
7,20,1.739
7,21,1.901
7,27,1.296
7,32,1.596
7,39,1.859
7,46,1.674
7,74,2.582
7,77,2.257
7,85,0.247
7,87,1.46
7,94,1.299
10,4,0.619
10,7,1.502
10,10,0.0
10,11,1.312
10,20,0.893
10,21,0.823
10,27,0.251
10,32,1.169
10,39,1.008
10,46,0.285
10,74,1.499
10,77,1.281
10,85,1.712
10,87,0.172
10,94,0.443
11,4,0.749
11,7,2.346
11,10,1.312
11,11,0.0
11,20,0.607
11,21,0.506
11,27,1.299
11,32,0.861
11,39,0.49
11,46,1.032
11,74,0.236
11,77,0.107
11,85,2.454
11,87,1.188
11,94,1.144
20,4,0.597
20,7,1.739
20,10,0.893
20,11,0.607
20,20,0.0
20,21,0.254
20,27,0.79
20,32,0.407
20,39,0.134
20,46,0.672
20,74,0.843
20,77,0.522
20,85,1.853
20,87,0.731
20,94,0.587
21,4,0.373
21,7,1.901
21,10,0.823
21,11,0.506
21,20,0.254
21,21,0.0
21,27,0.793
21,32,0.659
21,39,0.268
21,46,0.555
21,74,0.722
21,77,0.461
21,85,2.036
21,87,0.687
21,94,0.646
27,4,0.707
27,7,1.296
27,10,0.251
27,11,1.299
27,20,0.79
27,21,0.793
27,27,0.0
27,32,0.994
27,39,0.918
27,46,0.383
27,74,1.51
27,77,1.249
27,85,1.493
27,87,0.164
27,94,0.234
32,4,0.998
32,7,1.596
32,10,1.169
32,11,0.861
32,20,0.407
32,21,0.659
32,27,0.994
32,32,0.0
32,39,0.426
32,46,1.009
32,74,1.085
32,77,0.755
32,85,1.658
32,87,0.997
32,94,0.76
39,4,0.64
39,7,1.859
39,10,1.008
39,11,0.49
39,20,0.134
39,21,0.268
39,27,0.918
39,32,0.426
39,39,0.0
39,46,0.77
39,74,0.726
39,77,0.398
39,85,1.964
39,87,0.85
39,94,0.72
46,4,0.341
46,7,1.674
46,10,0.285
46,11,1.032
46,20,0.672
46,21,0.555
46,27,0.383
46,32,1.009
46,39,0.77
46,46,0.0
46,74,1.215
46,77,1.007
46,85,1.862
46,87,0.22
46,94,0.427
74,4,0.903
74,7,2.582
74,10,1.499
74,11,0.236
74,20,0.843
74,21,0.722
74,27,1.51
74,32,1.085
74,39,0.726
74,46,1.215
74,74,0.0
74,77,0.333
74,85,2.69
74,87,1.387
74,94,1.367
77,4,0.749
77,7,2.257
77,10,1.281
77,11,0.107
77,20,0.522
77,21,0.461
77,27,1.249
77,32,0.755
77,39,0.398
77,46,1.007
77,74,0.333
77,77,0.0
77,85,2.36
77,87,1.147
77,94,1.08
85,4,2.141
85,7,0.247
85,10,1.712
85,11,2.454
85,20,1.853
85,21,2.036
85,27,1.493
85,32,1.658
85,39,1.964
85,46,1.862
85,74,2.69
85,77,2.36
85,85,0.0
85,87,1.654
85,94,1.467
87,4,0.552
87,7,1.46
87,10,0.172
87,11,1.188
87,20,0.731
87,21,0.687
87,27,0.164
87,32,0.997
87,39,0.85
87,46,0.22
87,74,1.387
87,77,1.147
87,85,1.654
87,87,0.0
87,94,0.283
94,4,0.674
94,7,1.299
94,10,0.443
94,11,1.144
94,20,0.587
94,21,0.646
94,27,0.234
94,32,0.76
94,39,0.72
94,46,0.427
94,74,1.367
94,77,1.08
94,85,1.467
94,87,0.283
94,94,0.0
