fromnode,tonode,c
4,4,0.0
4,6,0.812
4,7,1.969
4,8,0.576
4,9,0.449
4,11,0.749
4,12,0.134
4,15,0.712
4,19,0.106
4,27,0.707
4,28,0.432
4,30,0.743
4,41,0.154
4,46,0.341
4,50,1.749
4,53,1.934
4,54,0.321
4,55,0.707
4,64,0.755
4,68,0.4
4,70,0.672
4,72,0.526
4,74,0.903
4,77,0.749
4,83,0.875
4,85,2.141
4,89,1.969
4,90,0.793
4,95,0.818
4,97,0.545
6,4,0.812
6,6,0.0
6,7,1.288
6,8,1.34
6,9,0.391
6,11,1.458
6,12,0.681
6,15,1.362
6,19,0.798
6,27,0.187
6,28,1.009
6,30,0.807
6,41,0.956
6,46,0.472
6,50,1.085
6,53,1.225
6,54,0.873
6,55,0.999
6,64,1.511
6,68,0.994
6,70,1.434
6,72,1.207
6,74,1.66
6,77,1.414
6,83,0.07
6,85,1.504
6,89,1.593
6,90,1.482
6,95,1.515
6,97,1.098
7,4,1.969
7,6,1.288
7,7,0.0
7,8,2.328
7,9,1.649
7,11,2.346
7,12,1.84
7,15,2.203
7,19,1.905
7,27,1.296
7,28,1.922
7,30,1.434
7,41,2.074
7,46,1.674
7,50,0.223
7,53,0.114
7,54,1.847
7,55,1.669
7,64,2.457
7,68,2.253
7,70,2.404
7,72,2.131
7,74,2.582
7,77,2.257
7,83,1.266
7,85,0.247
7,89,0.845
7,90,2.336
7,95,2.4
7,97,2.38
8,4,0.576
8,6,1.34
8,7,2.328
8,8,0.0
8,9,1.014
8,11,0.212
8,12,0.682
8,15,0.281
8,19,0.551
8,27,1.196
8,28,0.406
8,30,0.91
8,41,0.425
8,46,0.888
8,50,2.106
8,53,2.317
8,54,0.495
8,55,0.714
8,64,0.179
8,68,0.783
8,70,0.096
8,72,0.21
8,74,0.328
8,77,0.277
8,83,1.407
8,85,2.456
8,89,2.111
8,90,0.273
8,95,0.282
8,97,0.883
9,4,0.449
9,6,0.391
9,7,1.649
9,8,1.014
9,9,0.0
9,11,1.164
9,12,0.332
9,15,1.096
9,19,0.465
9,27,0.358
9,28,0.755
9,30,0.772
9,41,0.601
9,46,0.138
9,50,1.437
9,53,1.596
9,54,0.611
9,55,0.875
9,64,1.192
9,68,0.608
9,70,1.11
9,72,0.921
9,74,1.341
9,77,1.142
9,83,0.444
9,85,1.851
9,89,1.828
9,90,1.2
9,95,1.229
9,97,0.722
11,4,0.749
11,6,1.458
11,7,2.346
11,8,0.212
11,9,1.164
11,11,0.0
11,12,0.837
11,15,0.15
11,19,0.702
11,27,1.299
11,28,0.459
11,30,0.912
11,41,0.606
11,46,1.032
11,50,2.128
11,53,2.346
11,54,0.586
11,55,0.683
11,64,0.145
11,68,0.992
11,70,0.165
11,72,0.251
11,74,0.236
11,77,0.107
11,83,1.528
11,85,2.454
11,89,2.048
11,90,0.063
11,95,0.071
11,97,1.095
12,4,0.134
12,6,0.681
12,7,1.84
12,8,0.682
12,9,0.332
12,11,0.837
12,12,0.0
12,15,0.779
12,19,0.135
12,27,0.573
12,28,0.459
12,30,0.668
12,41,0.276
12,46,0.212
12,50,1.618
12,53,1.803
12,54,0.323
12,55,0.675
12,64,0.86
12,68,0.475
12,70,0.778
12,72,0.598
12,74,1.009
12,77,0.822
12,83,0.745
12,85,2.015
12,89,1.869
12,90,0.675
12,95,0.903
12,97,0.619
15,4,0.712
15,6,1.362
15,7,2.203
15,8,0.281
15,9,1.096
15,11,0.15
15,12,0.779
15,15,0.0
15,19,0.646
15,27,1.196
15,28,0.353
15,30,0.771
15,41,0.585
15,46,0.96
15,50,1.986
15,53,2.206
15,54,0.493
15,55,0.537
15,64,0.289
15,68,1.007
15,70,0.282
15,72,0.186
15,74,0.383
15,77,0.055
15,83,1.432
15,85,2.307
15,89,1.899
15,90,0.134
15,95,0.17
15,97,1.123
19,4,0.106
19,6,0.798
19,7,1.905
19,8,0.551
19,9,0.465
19,11,0.702
19,12,0.135
19,15,0.646
19,19,0.0
19,27,0.672
19,28,0.339
19,30,0.642
19,41,0.17
19,46,0.338
19,50,1.682
19,53,1.876
19,54,0.219
19,55,0.601
19,64,0.728
19,68,0.505
19,70,0.647
19,72,0.464
19,74,0.877
