fromnode,tonode,c
0,0,0.0
0,10,1.035
0,17,0.176
0,23,1.242
0,34,0.104
0,42,0.249
0,43,0.46
0,47,0.724
0,59,0.657
0,64,0.391
0,70,0.341
0,77,0.247
0,78,0.405
0,86,2.055
0,89,1.832
10,0,1.035
10,10,0.0
10,17,0.917
10,23,0.862
10,34,1.137
10,42,1.201
10,43,1.447
10,47,0.741
10,59,1.031
10,64,1.349
10,70,1.269
10,77,1.281
10,78,0.89
10,86,1.93
10,89,1.747
17,0,0.176
17,10,0.917
17,17,0.0
17,23,1.248
17,34,0.266
17,42,0.286
17,43,0.532
17,47,0.548
17,59,0.75
17,64,0.438
17,70,0.363
17,77,0.387
17,78,0.476
17,86,2.131
17,89,1.91
23,0,1.242
23,10,0.862
23,17,1.248
23,23,0.0
23,34,1.308
23,42,1.488
23,43,1.694
23,47,1.431
23,59,0.725
23,64,1.633
23,70,1.579
23,77,1.439
23,78,0.89
23,86,1.068
23,89,0.886
34,0,0.104
34,10,1.137
34,17,0.266
34,23,1.308
34,34,0.0
34,42,0.218
34,43,0.386
34,47,0.808
34,59,0.683
34,64,0.335
34,70,0.304
34,77,0.147
34,78,0.461
34,86,2.079
34,89,1.856
42,0,0.249
42,10,1.201
42,17,0.286
42,23,1.488
42,34,0.218
42,42,0.0
42,43,0.246
42,47,0.727
42,59,0.896
42,64,0.154
42,70,0.092
42,77,0.206
42,78,0.654
42,86,2.294
42,89,2.071
43,0,0.46
43,10,1.447
43,17,0.532
43,23,1.694
43,34,0.386
43,42,0.246
43,43,0.0
43,47,0.937
43,59,1.05
43,64,0.107
43,70,0.19
43,77,0.267
43,78,0.843
43,86,2.431
43,89,2.209
47,0,0.724
47,10,0.741
47,17,0.548
47,23,1.431
47,34,0.808
47,42,0.727
47,43,0.937
47,47,0.0
47,59,1.18
47,64,0.831
47,70,0.749
47,77,0.903
47,78,0.93
47,86,2.449
47,89,2.237
59,0,0.657
59,10,1.031
59,17,0.75
59,23,0.725
59,34,0.683
59,42,0.896
59,43,1.05
59,47,1.18
59,59,0.0
59,64,1.016
59,70,0.985
59,77,0.783
59,78,0.278
59,86,1.398
59,89,1.175
64,0,0.391
64,10,1.349
64,17,0.438
64,23,1.633
64,34,0.335
64,42,0.154
64,43,0.107
64,47,0.831
64,59,1.016
64,64,0.0
64,70,0.084
64,77,0.252
64,78,0.79
64,86,2.408
64,89,2.186
70,0,0.341
70,10,1.269
70,17,0.363
70,23,1.579
70,34,0.304
70,42,0.092
70,43,0.19
70,47,0.749
70,59,0.985
70,64,0.084
70,70,0.0
70,77,0.259
70,78,0.746
70,86,2.383
70,89,2.16
77,0,0.247
77,10,1.281
77,17,0.387
77,23,1.439
77,34,0.147
77,42,0.206
77,43,0.267
77,47,0.903
77,59,0.783
77,64,0.252
77,70,0.259
77,77,0.0
77,78,0.582
77,86,2.166
77,89,1.943
78,0,0.405
78,10,0.89
78,17,0.476
78,23,0.89
78,34,0.461
78,42,0.654
78,43,0.843
78,47,0.93
78,59,0.278
78,64,0.79
78,70,0.746
78,77,0.582
78,78,0.0
78,86,1.658
78,89,1.457
86,0,2.055
86,10,1.93
86,17,2.131
86,23,1.068
86,34,2.079
86,42,2.294
86,43,2.431
86,47,2.449
86,59,1.398
86,64,2.408
86,70,2.383
86,77,2.166
86,78,1.658
86,86,0.0
86,89,0.223
89,0,1.832
89,10,1.747
89,17,1.91
89,23,0.886
89,34,1.856
89,42,2.071
89,43,2.209
89,47,2.237
89,59,1.175
89,64,2.186
89,70,2.16
89,77,1.943
89,78,1.457
89,86,0.223
89,89,0.0
