fromnode,tonode,clientID,a,budget,clientRatio
1,4,0,16,56.62,3.53875
1,4,1,16,40.55,2.534375
1,4,2,7,14.44,2.0628571428571427
1,4,3,6,1.87,0.3116666666666667
1,4,4,19,5.77,0.3036842105263158
1,5,0,8,29.93,3.74125
1,5,1,5,12.13,2.426
1,5,2,13,22.65,1.7423076923076921
1,5,3,16,22.24,1.39
1,5,4,12,3.89,0.32416666666666666
1,9,0,8,49.5,6.1875
1,9,1,10,43.05,4.305
1,9,2,5,15.26,3.052
1,9,3,9,27.46,3.051111111111111
1,9,4,20,51.03,2.5515
1,17,0,10,14.12,1.412
1,17,1,18,21.65,1.2027777777777777
1,17,2,8,6.96,0.87
1,17,3,5,2.89,0.5780000000000001
1,17,4,19,2.12,0.11157894736842106
1,20,0,8,27.85,3.48125
1,20,1,19,23.96,1.2610526315789474
1,20,2,17,11.59,0.6817647058823529
1,20,3,16,5.87,0.366875
1,20,4,8,2.16,0.27
1,26,0,19,151.35,7.96578947368421
1,26,1,18,140.29,7.793888888888889
1,26,2,20,112.89,5.6445
1,26,3,16,44.26,2.76625
1,26,4,3,4.63,1.5433333333333332
1,31,0,14,32.58,2.327142857142857
1,31,1,7,15.92,2.2742857142857145
1,31,2,4,4.44,1.11
1,31,3,15,9.9,0.66
1,31,4,20,8.8,0.44000000000000006
1,35,0,6,18.71,3.1183333333333336
1,35,1,4,4.7,1.175
1,35,2,17,14.24,0.8376470588235294
1,35,3,10,7.86,0.786
1,35,4,9,6.34,0.7044444444444444
1,41,0,16,44.1,2.75625
1,41,1,1,1.98,1.98
1,41,2,11,17.73,1.6118181818181818
1,41,3,2,2.53,1.265
1,41,4,11,10.58,0.9618181818181818
1,46,0,8,34.18,4.2725
1,46,1,16,62.82,3.92625
1,46,2,9,27.76,3.0844444444444448
1,46,3,9,24.2,2.6888888888888887
1,46,4,19,20.86,1.0978947368421053
1,53,0,15,166.16,11.077333333333334
1,53,1,20,127.68,6.384
1,53,2,6,37.56,6.260000000000001
1,53,3,5,27.24,5.4479999999999995
1,53,4,19,87.56,4.608421052631579
1,54,0,4,13.62,3.405
1,54,1,14,41.08,2.934285714285714
1,54,2,6,12.14,2.0233333333333334
1,54,3,13,23.28,1.790769230769231
1,54,4,1,1.62,1.62
1,59,0,14,53.7,3.835714285714286
1,59,1,20,46.59,2.3295000000000003
1,59,2,3,2.73,0.91
1,59,3,16,13.61,0.850625
1,59,4,3,1.3,0.43333333333333335
1,61,0,17,66.91,3.935882352941176
1,61,1,9,34.99,3.887777777777778
1,61,2,5,16.16,3.232
1,61,3,15,28.86,1.924
1,61,4,15,23.89,1.5926666666666667
1,62,0,4,15.9,3.975
1,62,1,7,18.97,2.71
1,62,2,11,28.78,2.6163636363636367
1,62,3,19,46.42,2.443157894736842
1,62,4,16,4.22,0.26375
1,66,0,4,26.93,6.7325
1,66,1,14,82.26,5.875714285714286
1,66,2,18,95.77,5.320555555555555
1,66,3,8,40.01,5.00125
1,66,4,3,1.74,0.58
1,73,0,7,82.69,11.812857142857142
1,73,1,20,101.7,5.085
1,73,2,10,23.49,2.3489999999999998
1,73,3,16,33.65,2.103125
1,73,4,6,8.37,1.3949999999999998
1,83,0,10,73.28,7.328
1,83,1,15,107.04,7.136
1,83,2,17,102.45,6.026470588235294
1,83,3,4,22.9,5.725
1,83,4,7,25.86,3.6942857142857144
1,95,0,15,4.27,0.2846666666666666
1,95,1,20,3.63,0.1815
1,95,2,20,3.27,0.1635
1,95,3,18,1.82,0.10111111111111111
1,95,4,1,0.1,0.1
4,1,0,13,48.54,3.733846153846154
4,1,1,14,48.02,3.43
4,1,2,12,24.47,2.0391666666666666
4,1,3,2,3.19,1.595
4,1,4,7,3.2,0.4571428571428572
4,5,0,17,11.08,0.6517647058823529
4,5,1,7,3.22,0.46
4,5,2,10,3.76,0.376
4,5,3,10,3.49,0.34900000000000003
4,5,4,13,4.31,0.3315384615384615
4,9,0,15,28.93,1.9286666666666668
4,9,1,18,29.54,1.641111111111111
4,9,2,9,10.17,1.13
4,9,3,19,21.36,1.1242105263157895
4,9,4,11,9.26,0.8418181818181818
4,17,0,6,10.52,1.7533333333333332
4,17,1,13,21.58,1.66
4,17,2,14,18.6,1.3285714285714287
4,17,3,3,3.33,1.11
4,17,4,10,1.01,0.101
4,20,0,3,6.72,2.2399999999999998
4,20,1,11,21.85,1.9863636363636366
4,20,2,20,23.82,1.191
4,20,3,6,6.01,1.0016666666666667
4,20,4,20,13.07,0.6535
4,26,0,3,12.52,4.173333333333333
4,26,1,15,60.33,4.022
4,26,2,18,62.99,3.4994444444444444
4,26,3,7,17.99,2.57
4,26,4,2,2.2,1.1
4,31,0,11,28.99,2.6354545454545453
4,31,1,19,44.24,2.328421052631579
4,31,2,7,7.71,1.1014285714285714
4,31,3,19,12.76,0.671578947368421
4,31,4,19,3.17,0.1668421052631579
4,35,0,6,8.21,1.3683333333333334
4,35,1,4,4.35,1.0875
4,35,2,19,13.01,0.6847368421052632
4,35,3,13,8.0,0.6153846153846154
4,35,4,19,2.93,0.1542105263157895
4,41,0,12,9.24,0.77
4,41,1,1,0.57,0.57
4,41,2,15,6.87,0.458
4,41,3,18,7.36,0.4088888888888889
4,41,4,12,1.15,0.09583333333333333
4,46,0,15,25.23,1.682
4,46,1,15,18.37,1.2246666666666668
4,46,2,20,16.15,0.8074999999999999
4,46,3,6,3.88,0.6466666666666666
4,46,4,12,1.99,0.16583333333333333
4,53,0,11,101.84,9.258181818181818
4,53,1,14,112.29,8.020714285714286
4,53,2,17,78.92,4.642352941176471
4,53,3,7,9.01,1.2871428571428571
4,53,4,5,3.85,0.77
4,54,0,6,6.3,1.05
