fromnode,tonode,c
1,1,0.0
1,4,0.852
1,5,0.784
1,9,1.275
1,17,0.509
1,20,0.717
1,26,1.681
1,31,0.479
1,35,0.793
1,41,0.705
1,46,1.144
1,53,2.456
1,54,0.702
1,59,0.979
1,61,0.862
1,62,0.825
1,66,1.371
1,73,2.395
1,83,1.643
1,95,0.084
4,1,0.852
4,4,0.0
4,5,0.143
4,9,0.449
4,17,0.363
4,20,0.597
4,26,0.876
4,31,0.602
4,35,0.35
4,41,0.154
4,46,0.341
4,53,1.934
4,54,0.321
4,59,0.906
4,61,0.633
4,62,0.214
4,66,0.761
4,73,2.172
4,83,0.875
4,95,0.818
5,1,0.784
5,4,0.143
5,5,0.0
5,9,0.573
5,17,0.346
5,20,0.667
5,26,1.002
5,31,0.621
5,35,0.449
5,41,0.107
5,46,0.477
5,53,2.077
5,54,0.394
5,59,0.996
5,61,0.728
5,62,0.329
5,66,0.903
5,73,2.301
5,83,1.009
5,95,0.763
9,1,1.275
9,4,0.449
9,5,0.573
9,9,0.0
9,17,0.767
9,20,0.805
9,26,0.428
9,31,0.925
9,35,0.557
9,41,0.601
9,46,0.138
9,53,1.596
9,54,0.611
9,59,0.996
9,61,0.753
9,62,0.464
9,66,0.503
9,73,1.985
9,83,0.444
9,95,1.229
17,1,0.509
17,4,0.363
17,5,0.346
17,9,0.767
17,17,0.0
17,20,0.406
17,26,1.174
17,31,0.284
17,35,0.324
17,41,0.242
17,46,0.635
17,53,2.055
17,54,0.226
17,59,0.75
17,61,0.519
17,62,0.32
17,66,0.909
17,73,2.144
17,83,1.142
17,95,0.463
20,1,0.717
20,4,0.597
20,5,0.667
20,9,0.805
20,17,0.406
20,20,0.0
20,26,1.117
20,31,0.238
20,35,0.265
20,41,0.567
20,46,0.672
20,53,1.74
20,54,0.277
20,59,0.344
20,61,0.145
20,62,0.401
20,66,0.694
20,73,1.748
20,83,1.041
20,95,0.638
26,1,1.681
26,4,0.876
26,5,1.002
26,9,0.428
26,17,1.174
26,20,1.117
26,26,0.0
26,31,1.286
26,35,0.913
26,41,1.027
26,46,0.544
26,53,1.298
26,54,0.989
26,59,1.203
26,61,1.023
26,62,0.857
26,66,0.525
26,73,1.843
26,83,0.135
26,95,1.628
31,1,0.479
31,4,0.602
31,5,0.621
31,9,0.925
31,17,0.284
31,20,0.238
31,26,1.286
31,31,0.0
31,35,0.374
31,41,0.514
31,46,0.787
31,53,1.977
31,54,0.316
31,59,0.534
31,61,0.383
31,62,0.466
31,66,0.911
31,73,1.959
31,83,1.226
31,95,0.401
35,1,0.793
35,4,0.35
35,5,0.449
35,9,0.557
35,17,0.324
35,20,0.265
35,26,0.913
35,31,0.374
35,35,0.0
35,41,0.367
35,46,0.42
35,53,1.733
35,54,0.098
35,59,0.557
35,61,0.284
35,62,0.14
35,66,0.588
35,73,1.867
35,83,0.859
35,95,0.729
41,1,0.705
41,4,0.154
41,5,0.107
41,9,0.601
41,17,0.242
41,20,0.567
41,26,1.027
41,31,0.514
41,35,0.367
41,41,0.0
41,46,0.487
41,53,2.045
41,54,0.299
41,59,0.902
41,61,0.638
41,62,0.266
41,66,0.871
41,73,2.231
41,83,1.02
41,95,0.676
46,1,1.144
46,4,0.341
46,5,0.477
46,9,0.138
46,17,0.635
46,20,0.672
46,26,0.544
46,31,0.787
46,35,0.42
46,41,0.487
46,46,0.0
46,53,1.629
46,54,0.473
46,59,0.884
46,61,0.631
46,62,0.327
46,66,0.482
46,73,1.958
46,83,0.534
46,95,1.095
53,1,2.456
53,4,1.934
53,5,2.077
53,9,1.596
53,17,2.055
53,20,1.74
53,26,1.298
53,31,1.977
53,35,1.733
53,41,2.045
53,46,1.629
53,53,0.0
53,54,1.831
53,59,1.526
53,61,1.595
53,62,1.785
53,66,1.175
53,73,0.837
53,83,1.198
53,95,2.376
54,1,0.702
54,4,0.321
54,5,0.394
54,9,0.611
54,17,0.226
54,20,0.277
54,26,0.989
54,31,0.316
54,35,0.098
54,41,0.299
54,46,0.473
54,53,1.831
54,54,0.0
54,59,0.603
54,61,0.339
54,62,0.151
54,66,0.685
54,73,1.95
54,83,0.943
54,95,0.642
59,1,0.979
59,4,0.906
59,5,0.996
59,9,0.996
59,17,0.75
59,20,0.344
59,26,1.203
59,31,0.534
59,35,0.557
59,41,0.902
59,46,0.884
59,53,1.526
59,54,0.603
59,59,0.0
59,61,0.274
59,62,0.695
59,66,0.694
59,73,1.426
59,83,1.097
59,95,0.895
61,1,0.862
61,4,0.633
61,5,0.728
61,9,0.753
61,17,0.519
61,20,0.145
61,26,1.023
61,31,0.383
