fromnode,tonode,c
2,2,0.0
2,3,1.738
2,7,0.704
2,8,1.67
2,11,1.719
2,13,1.973
2,19,1.211
2,21,1.24
2,22,1.415
2,24,1.453
2,27,0.594
2,28,1.272
2,30,0.832
2,33,0.223
2,34,1.504
2,35,1.079
2,37,1.234
2,38,0.745
2,39,1.253
2,43,1.886
2,46,0.969
2,47,1.484
2,49,1.274
2,50,0.487
2,51,1.238
2,61,0.978
2,64,1.815
2,66,0.509
2,68,1.55
2,70,1.753
2,78,1.13
2,87,0.756
2,92,1.314
2,96,1.638
2,97,1.671
3,2,1.738
3,3,0.0
3,7,2.381
3,8,0.121
3,11,0.12
3,13,0.258
3,19,0.659
3,21,0.503
3,22,0.335
3,24,0.559
3,27,1.288
3,28,0.466
3,30,0.952
3,33,1.822
3,34,0.265
3,35,0.672
3,37,0.511
3,38,2.383
3,39,0.543
3,43,0.169
3,46,0.995
3,47,0.787
3,49,0.572
3,50,2.161
3,51,0.523
3,61,0.788
3,64,0.077
3,66,1.259
3,68,0.903
3,70,0.055
3,78,0.717
3,87,1.166
3,92,0.441
3,96,0.155
3,97,0.999
7,2,0.704
7,3,2.381
7,7,0.0
7,8,2.328
7,11,2.346
7,13,2.599
7,19,1.905
7,21,1.901
7,22,2.048
7,24,2.149
7,27,1.296
7,28,1.922
7,30,1.434
7,33,0.771
7,34,2.13
7,35,1.75
7,37,1.87
7,38,0.1
7,39,1.859
7,43,2.516
7,46,1.674
7,47,2.189
7,49,1.963
7,50,0.223
7,51,1.897
7,61,1.595
7,64,2.457
7,66,1.208
7,68,2.253
7,70,2.404
7,78,1.7
7,87,1.46
7,92,1.943
7,96,2.299
7,97,2.38
8,2,1.67
8,3,0.121
8,7,2.328
8,8,0.0
8,11,0.212
8,13,0.37
8,19,0.551
8,21,0.43
8,22,0.312
8,24,0.438
8,27,1.196
8,28,0.406
8,30,0.91
8,33,1.742
8,34,0.272
8,35,0.593
8,37,0.468
8,38,2.334
8,39,0.528
8,43,0.283
8,46,0.888
8,47,0.666
8,49,0.464
8,50,2.106
8,51,0.436
8,61,0.747
8,64,0.179
8,66,1.18
8,68,0.783
8,70,0.096
8,78,0.683
8,87,1.067
8,92,0.411
8,96,0.037
8,97,0.883
11,2,1.719
11,3,0.12
11,7,2.346
11,8,0.212
11,11,0.0
11,13,0.255
11,19,0.702
11,21,0.506
11,22,0.304
11,24,0.635
11,27,1.299
11,28,0.459
11,30,0.912
11,33,1.816
11,34,0.216
11,35,0.676
11,37,0.485
11,38,2.342
11,39,0.49
11,43,0.17
11,46,1.032
11,47,0.871
11,49,0.616
11,50,2.128
11,51,0.54
11,61,0.751
11,64,0.145
11,66,1.254
11,68,0.992
11,70,0.165
11,78,0.677
11,87,1.188
11,92,0.406
11,96,0.238
11,97,1.095
13,2,1.973
13,3,0.258
13,7,2.599
13,8,0.37
13,11,0.255
13,13,0.0
13,19,0.917
13,21,0.752
13,22,0.558
13,24,0.8
13,27,1.543
13,28,0.709
13,30,1.165
13,33,2.068
13,34,0.471
13,35,0.922
13,37,0.739
13,38,2.593
13,39,0.74
13,43,0.091
13,46,1.254
13,47,1.013
13,49,0.83
13,50,2.381
13,51,0.778
13,61,1.005
13,64,0.191
13,66,1.505
13,68,1.118
13,70,0.274
13,78,0.925
13,87,1.423
13,92,0.661
13,96,0.406
13,97,1.197
19,2,1.211
19,3,0.659
19,7,1.905
19,8,0.551
19,11,0.702
19,13,0.917
19,19,0.0
19,21,0.278
19,22,0.481
19,24,0.245
19,27,0.672
19,28,0.339
19,30,0.642
19,33,1.242
19,34,0.556
19,35,0.244
19,37,0.41
19,38,1.929
19,39,0.541
19,43,0.829
19,46,0.338
19,47,0.38
19,49,0.087
19,50,1.682
19,51,0.21
19,61,0.528
19,64,0.728
19,66,0.702
19,68,0.505
19,70,0.647
19,78,0.562
19,87,0.528
19,92,0.458
19,96,0.514
19,97,0.65
21,2,1.24
21,3,0.503
21,7,1.901
21,8,0.43
21,11,0.506
21,13,0.752
21,19,0.278
