fromnode,tonode,c
0,0,0.0
0,4,0.528
0,10,1.035
0,18,0.394
0,33,1.519
0,40,0.343
0,47,0.724
0,60,0.801
0,62,0.435
0,73,2.078
0,75,0.376
0,84,2.045
0,94,0.847
0,97,0.984
0,98,0.885
4,0,0.528
4,4,0.0
4,10,0.619
4,18,0.227
4,33,1.283
4,40,0.306
4,47,0.276
4,60,0.302
4,62,0.214
4,73,2.172
4,75,0.356
4,84,1.891
4,94,0.674
4,97,0.545
4,98,0.781
10,0,1.035
10,4,0.619
10,10,0.0
10,18,0.844
10,33,0.745
10,40,0.919
10,47,0.741
10,60,0.349
10,62,0.602
10,73,1.884
10,75,0.974
10,84,1.38
10,94,0.443
10,97,0.877
10,98,0.566
18,0,0.394
18,4,0.227
18,10,0.844
18,18,0.0
18,33,1.484
18,40,0.082
18,47,0.333
18,60,0.527
18,62,0.329
18,73,2.282
18,75,0.13
18,84,2.077
18,94,0.843
18,97,0.59
18,98,0.933
33,0,1.519
33,4,1.283
33,10,0.745
33,18,1.484
33,33,0.0
33,40,1.542
33,47,1.467
33,60,1.076
33,62,1.168
33,73,1.288
33,75,1.607
33,84,0.635
33,94,0.673
33,97,1.623
33,98,0.649
40,0,0.343
40,4,0.306
40,10,0.919
40,18,0.082
40,33,1.542
40,40,0.0
40,47,0.403
40,60,0.607
40,62,0.377
40,73,2.299
40,75,0.067
40,84,2.127
40,94,0.891
40,97,0.648
40,98,0.973
47,0,0.724
47,4,0.276
47,10,0.741
47,18,0.333
47,33,1.467
47,40,0.403
47,47,0.0
47,60,0.394
47,62,0.49
47,73,2.434
47,75,0.411
47,84,2.093
47,94,0.914
47,97,0.274
47,98,1.032
60,0,0.801
60,4,0.302
60,10,0.349
60,18,0.527
60,33,1.076
60,40,0.607
60,47,0.394
60,60,0.0
60,62,0.386
60,73,2.112
60,75,0.653
60,84,1.706
60,94,0.582
60,97,0.566
60,98,0.712
62,0,0.435
62,4,0.214
62,10,0.602
62,18,0.329
62,33,1.168
62,40,0.377
62,47,0.49
62,60,0.386
62,62,0.0
62,73,1.972
62,75,0.443
62,84,1.751
62,94,0.515
62,97,0.758
62,98,0.604
73,0,2.078
73,4,2.172
73,10,1.884
73,18,2.282
73,33,1.288
73,40,2.299
73,47,2.434
73,60,2.112
73,62,1.972
73,73,0.0
73,75,2.363
73,84,0.933
73,94,1.532
73,97,2.669
73,98,1.406
75,0,0.376
75,4,0.356
75,10,0.974
75,18,0.13
75,33,1.607
75,40,0.067
75,47,0.411
75,60,0.653
75,62,0.443
75,73,2.363
75,75,0.0
75,84,2.193
75,94,0.957
75,97,0.638
75,98,1.04
84,0,2.045
84,4,1.891
84,10,1.38
84,18,2.077
84,33,0.635
84,40,2.127
84,47,2.093
84,60,1.706
84,62,1.751
84,73,0.933
84,75,2.193
84,84,0.0
84,94,1.236
84,97,2.257
84,98,1.166
94,0,0.847
94,4,0.674
94,10,0.443
94,18,0.843
94,33,0.673
94,40,0.891
94,47,0.914
94,60,0.582
94,62,0.515
94,73,1.532
94,75,0.957
94,84,1.236
94,94,0.0
94,97,1.137
94,98,0.132
97,0,0.984
97,4,0.545
97,10,0.877
97,18,0.59
97,33,1.623
97,40,0.648
97,47,0.274
97,60,0.566
97,62,0.758
97,73,2.669
97,75,0.638
97,84,2.257
97,94,1.137
97,97,0.0
97,98,1.263
98,0,0.885
98,4,0.781
98,10,0.566
98,18,0.933
98,33,0.649
98,40,0.973
98,47,1.032
98,60,0.712
98,62,0.604
98,73,1.406
98,75,1.04
98,84,1.166
98,94,0.132
98,97,1.263
98,98,0.0
