fromnode,tonode,c
2,2,0.0
2,3,1.738
2,5,1.412
2,10,0.813
2,11,1.719
2,16,1.528
2,17,1.403
2,24,1.453
2,26,0.734
2,29,0.339
2,31,1.357
2,34,1.504
2,47,1.484
2,48,0.72
2,49,1.274
2,51,1.238
2,52,0.816
2,58,1.141
2,62,1.122
2,63,1.014
2,64,1.815
2,66,0.509
2,73,1.111
2,82,0.492
2,83,0.608
2,84,0.629
2,87,0.756
2,90,1.72
2,95,1.757
2,99,1.47
3,2,1.738
3,3,0.0
3,5,0.618
3,10,1.279
3,11,0.12
3,16,0.592
3,17,0.364
3,24,0.559
3,26,1.537
3,29,1.551
3,31,0.417
3,34,0.265
3,47,0.787
3,48,1.021
3,49,0.572
3,51,0.523
3,52,1.005
3,58,0.662
3,62,0.685
3,63,1.111
3,64,0.077
3,66,1.259
3,73,2.374
3,82,1.904
3,83,1.507
3,84,2.359
3,87,1.166
3,90,0.173
3,95,0.172
3,99,0.277
5,2,1.412
5,3,0.618
5,5,0.0
5,10,0.748
5,11,0.692
5,16,0.116
5,17,0.346
5,24,0.063
5,26,1.002
5,29,1.344
5,31,0.621
5,34,0.609
5,47,0.204
5,48,0.808
5,49,0.204
5,51,0.355
5,52,0.596
5,58,0.735
5,62,0.329
5,63,0.541
5,64,0.673
5,66,0.903
5,73,2.301
5,82,1.725
5,83,1.009
5,84,2.035
5,87,0.692
5,90,0.743
5,95,0.763
5,99,0.549
10,2,0.813
10,3,1.279
10,5,0.748
10,10,0.0
10,11,1.312
10,16,0.85
10,17,0.917
10,24,0.806
10,26,0.259
10,29,0.914
10,31,1.044
10,34,1.137
10,47,0.741
10,48,0.633
10,49,0.709
10,51,0.776
10,52,0.345
10,58,0.958
10,62,0.602
10,63,0.226
10,64,1.349
10,66,0.429
10,73,1.884
10,82,1.255
10,83,0.269
10,84,1.38
10,87,0.172
10,90,1.343
10,95,1.345
10,99,1.08
11,2,1.719
11,3,0.12
11,5,0.692
11,10,1.312
11,11,0.0
11,16,0.679
11,17,0.397
11,24,0.635
11,26,1.567
11,29,1.514
11,31,0.37
11,34,0.216
11,47,0.871
11,48,0.999
11,49,0.616
11,51,0.54
11,52,1.019
11,58,0.61
11,62,0.711
11,63,1.158
11,64,0.145
11,66,1.254
11,73,2.307
11,82,1.857
11,83,1.528
11,84,2.333
11,87,1.188
11,90,0.063
11,95,0.071
11,99,0.252
16,2,1.528
16,3,0.592
16,5,0.116
16,10,0.85
16,11,0.679
16,16,0.0
16,17,0.387
16,24,0.095
16,26,1.1
16,29,1.459
16,31,0.672
16,34,0.633
16,47,0.195
16,48,0.92
16,49,0.302
16,51,0.438
16,52,0.712
16,58,0.814
16,62,0.439
16,63,0.635
16,64,0.636
16,66,1.02
16,73,2.411
16,82,1.84
16,83,1.114
16,84,2.15
16,87,0.804
16,90,0.736
16,95,0.75
16,99,0.577
17,2,1.403
17,3,0.364
17,5,0.346
17,10,0.917
17,11,0.397
17,16,0.387
17,17,0.0
17,24,0.307
17,26,1.174
17,29,1.252
17,31,0.284
17,34,0.266
17,47,0.548
17,48,0.703
17,49,0.221
17,51,0.165
17,52,0.643
17,58,0.457
17,62,0.32
17,63,0.761
17,64,0.438
17,66,0.909
17,73,2.144
17,82,1.622
17,83,1.142
17,84,2.03
17,87,0.801
17,90,0.436
17,95,0.463
17,99,0.205
24,2,1.453
24,3,0.559
24,5,0.063
24,10,0.806
24,11,0.635
24,16,0.095
24,17,0.307
24,24,0.0
24,26,1.061
24,29,1.372
24,31,0.589
24,34,0.564
24,47,0.244
24,48,0.83
24,49,0.208
24,51,0.344
24,52,0.638
24,58,0.722
24,62,0.35
24,63,0.601
24,64,0.611
24,66,0.943
24,73,2.32
24,82,1.753
24,83,1.065
24,84,2.078
24,87,0.743
24,90,0.688
24,95,0.706
24,99,0.505
26,2,0.734
26,3,1.537
26,5,1.002
26,10,0.259
26,11,1.567
26,16,1.1
26,17,1.174
26,24,1.061
26,26,0.0
26,29,0.928
26,31,1.286
26,34,1.388
