fromnode,tonode,c
0,0,0.0
0,17,0.176
0,23,1.242
0,34,0.104
0,43,0.46
0,47,0.724
0,59,0.657
0,64,0.391
0,78,0.405
0,86,2.055
17,0,0.176
17,17,0.0
17,23,1.248
17,34,0.266
17,43,0.532
17,47,0.548
17,59,0.75
17,64,0.438
17,78,0.476
17,86,2.131
23,0,1.242
23,17,1.248
23,23,0.0
23,34,1.308
23,43,1.694
23,47,1.431
23,59,0.725
23,64,1.633
23,78,0.89
23,86,1.068
34,0,0.104
34,17,0.266
34,23,1.308
34,34,0.0
34,43,0.386
34,47,0.808
34,59,0.683
34,64,0.335
34,78,0.461
34,86,2.079
43,0,0.46
43,17,0.532
43,23,1.694
43,34,0.386
43,43,0.0
43,47,0.937
43,59,1.05
43,64,0.107
43,78,0.843
43,86,2.431
47,0,0.724
47,17,0.548
47,23,1.431
47,34,0.808
47,43,0.937
47,47,0.0
47,59,1.18
47,64,0.831
47,78,0.93
47,86,2.449
59,0,0.657
59,17,0.75
59,23,0.725
59,34,0.683
59,43,1.05
59,47,1.18
59,59,0.0
59,64,1.016
59,78,0.278
59,86,1.398
64,0,0.391
64,17,0.438
64,23,1.633
64,34,0.335
64,43,0.107
64,47,0.831
64,59,1.016
64,64,0.0
64,78,0.79
64,86,2.408
78,0,0.405
78,17,0.476
78,23,0.89
78,34,0.461
78,43,0.843
78,47,0.93
78,59,0.278
78,64,0.79
78,78,0.0
78,86,1.658
86,0,2.055
86,17,2.131
86,23,1.068
86,34,2.079
86,43,2.431
86,47,2.449
86,59,1.398
86,64,2.408
86,78,1.658
86,86,0.0
