fromnode,tonode,c
0,0,0.0
0,2,1.426
0,3,0.315
0,5,0.522
0,7,2.066
0,8,0.28
0,11,0.297
0,13,0.549
0,15,0.197
0,17,0.176
0,18,0.394
0,19,0.454
0,21,0.214
0,22,0.041
0,24,0.482
0,27,1.006
0,28,0.162
0,30,0.638
0,31,0.132
0,33,1.519
0,34,0.104
0,35,0.381
0,36,0.185
0,37,0.196
0,38,2.068
0,39,0.25
0,43,0.46
0,45,0.268
0,46,0.762
0,47,0.724
0,49,0.378
0,50,1.846
0,51,0.261
0,52,0.728
0,53,2.061
0,55,0.434
0,61,0.427
0,64,0.391
0,66,0.957
0,68,0.857
0,70,0.341
0,78,0.405
0,80,0.497
0,81,2.177
0,87,0.901
0,92,0.131
0,93,1.74
0,96,0.263
0,97,0.984
0,99,0.047
2,0,1.426
2,2,0.0
2,3,1.738
2,5,1.412
2,7,0.704
2,8,1.67
2,11,1.719
2,13,1.973
2,15,1.587
2,17,1.403
2,18,1.449
2,19,1.211
2,21,1.24
2,22,1.415
2,24,1.453
2,27,0.594
2,28,1.272
2,30,0.832
2,31,1.357
2,33,0.223
2,34,1.504
2,35,1.079
2,36,1.341
2,37,1.234
2,38,0.745
2,39,1.253
2,43,1.886
2,45,1.161
2,46,0.969
2,47,1.484
2,49,1.274
2,50,0.487
2,51,1.238
2,52,0.816
2,53,0.665
2,55,1.08
2,61,0.978
2,64,1.815
2,66,0.509
2,68,1.55
2,70,1.753
2,78,1.13
2,80,0.933
2,81,0.856
2,87,0.756
2,92,1.314
2,93,0.322
2,96,1.638
2,97,1.671
2,99,1.47
3,0,0.315
3,2,1.738
3,3,0.0
3,5,0.618
3,7,2.381
3,8,0.121
3,11,0.12
3,13,0.258
3,15,0.232
3,17,0.364
3,18,0.48
3,19,0.659
3,21,0.503
3,22,0.335
3,24,0.559
3,27,1.288
3,28,0.466
3,30,0.952
3,31,0.417
3,33,1.822
3,34,0.265
3,35,0.672
3,36,0.457
3,37,0.511
3,38,2.383
3,39,0.543
3,43,0.169
3,45,0.577
3,46,0.995
3,47,0.787
3,49,0.572
3,50,2.161
3,51,0.523
3,52,1.005
3,53,2.376
3,55,0.736
3,61,0.788
3,64,0.077
3,66,1.259
3,68,0.903
3,70,0.055
3,78,0.717
3,80,0.805
3,81,2.491
3,87,1.166
3,92,0.441
3,93,2.05
3,96,0.155
3,97,0.999
