fromnode,tonode,clientID,a,budget,clientRatio
5,10,0,16,54.21,3.388125
5,10,1,17,57.56,3.385882352941177
5,10,2,8,24.5,3.0625
5,10,3,19,57.99,3.0521052631578947
5,10,4,8,23.0,2.875
5,10,5,13,35.83,2.756153846153846
5,10,6,9,18.16,2.017777777777778
5,10,7,3,5.81,1.9366666666666665
5,10,8,1,1.8,1.8
5,10,9,15,23.27,1.5513333333333332
5,10,10,3,4.61,1.5366666666666668
5,10,11,8,11.84,1.48
5,10,12,2,2.73,1.365
5,10,13,17,15.32,0.9011764705882354
5,10,14,19,15.96,0.8400000000000001
5,10,15,13,7.84,0.6030769230769231
5,10,16,13,6.97,0.5361538461538461
5,10,17,9,4.49,0.49888888888888894
5,10,18,13,6.13,0.4715384615384615
5,10,19,2,0.91,0.455
5,16,0,17,9.04,0.5317647058823529
5,16,1,8,4.23,0.52875
5,16,2,19,9.76,0.5136842105263157
5,16,3,11,4.56,0.4145454545454545
5,16,4,17,6.61,0.38882352941176473
5,16,5,10,3.34,0.33399999999999996
5,16,6,12,3.81,0.3175
5,16,7,16,4.86,0.30375
5,16,8,2,0.59,0.295
5,16,9,19,5.27,0.27736842105263154
5,16,10,9,2.1,0.23333333333333334
5,16,11,10,2.14,0.21400000000000002
5,16,12,7,1.37,0.19571428571428573
5,16,13,18,2.62,0.14555555555555555
5,16,14,14,1.69,0.1207142857142857
5,16,15,7,0.74,0.10571428571428572
5,16,16,14,1.38,0.09857142857142856
5,16,17,20,1.55,0.0775
5,16,18,20,1.18,0.059
5,16,19,9,0.38,0.042222222222222223
5,17,0,5,8.48,1.6960000000000002
5,17,1,1,1.39,1.39
5,17,2,4,5.35,1.3375
5,17,3,6,6.09,1.015
5,17,4,17,14.96,0.88
5,17,5,19,15.39,0.81
5,17,6,17,11.35,0.6676470588235294
5,17,7,10,6.53,0.653
5,17,8,13,8.28,0.6369230769230769
5,17,9,5,3.18,0.636
5,17,10,6,3.41,0.5683333333333334
5,17,11,3,1.65,0.5499999999999999
5,17,12,1,0.4,0.4
5,17,13,3,1.15,0.3833333333333333
5,17,14,8,2.4,0.3
5,17,15,19,5.13,0.27
5,17,16,13,3.41,0.2623076923076923
5,17,17,14,2.83,0.20214285714285715
5,17,18,4,0.5,0.125
5,17,19,12,0.89,0.07416666666666667
5,24,0,11,3.36,0.3054545454545454
5,24,1,16,4.13,0.258125
5,24,2,7,1.62,0.23142857142857146
5,24,3,3,0.69,0.22999999999999998
5,24,4,1,0.21,0.21
5,24,5,15,3.13,0.20866666666666667
5,24,6,20,3.95,0.1975
5,24,7,7,1.37,0.19571428571428573
5,24,8,4,0.75,0.1875
5,24,9,16,2.93,0.183125
5,24,10,14,2.41,0.17214285714285715
5,24,11,15,2.52,0.168
5,24,12,12,1.8,0.15
5,24,13,5,0.64,0.128
5,24,14,16,1.22,0.07625
5,24,15,2,0.14,0.07
5,24,16,19,1.23,0.06473684210526316
5,24,17,15,0.74,0.04933333333333333
5,24,18,15,0.69,0.046
5,24,19,20,0.45,0.0225
5,29,0,14,91.98,6.57
5,29,1,17,107.23,6.307647058823529
5,29,2,19,108.93,5.733157894736842
5,29,3,12,65.68,5.473333333333334
5,29,4,12,63.86,5.321666666666666
5,29,5,13,65.89,5.068461538461539
5,29,6,3,15.19,5.0633333333333335
5,29,7,10,44.71,4.471
5,29,8,13,54.91,4.223846153846154
5,29,9,11,39.59,3.5990909090909096
5,29,10,20,70.22,3.511
5,29,11,12,32.53,2.7108333333333334
5,29,12,8,18.88,2.36
5,29,13,20,43.63,2.1815
5,29,14,13,22.25,1.7115384615384615
5,29,15,10,15.93,1.593
5,29,16,19,29.7,1.563157894736842
5,29,17,4,6.13,1.5325
5,29,18,10,7.82,0.782
5,29,19,7,2.18,0.31142857142857144
5,31,0,9,27.64,3.071111111111111
5,31,1,9,27.59,3.0655555555555556
5,31,2,8,24.02,3.0025
5,31,3,12,30.85,2.5708333333333333
5,31,4,9,22.69,2.5211111111111113
5,31,5,4,9.96,2.49
5,31,6,6,14.7,2.4499999999999997
5,31,7,17,39.98,2.3517647058823528
5,31,8,4,7.94,1.985
5,31,9,20,37.37,1.8684999999999998
5,31,10,20,33.8,1.69
5,31,11,17,27.82,1.6364705882352941
5,31,12,3,4.83,1.61
5,31,13,7,8.55,1.2214285714285715
5,31,14,3,2.78,0.9266666666666666
5,31,15,17,15.72,0.9247058823529413
5,31,16,14,11.94,0.8528571428571429
5,31,17,8,6.58,0.8225
5,31,18,14,9.91,0.7078571428571429
5,31,19,13,4.88,0.37538461538461537
5,47,0,12,12.18,1.015
5,47,1,12,11.85,0.9874999999999999
5,47,2,10,9.47,0.9470000000000001
5,47,3,14,13.19,0.9421428571428571
5,47,4,4,3.75,0.9375
5,47,5,15,13.37,0.8913333333333333
5,47,6,12,10.65,0.8875000000000001
5,47,7,3,2.65,0.8833333333333333
5,47,8,2,1.72,0.86
5,47,9,3,2.52,0.84
5,47,10,7,4.98,0.7114285714285715
5,47,11,2,1.26,0.63
5,47,12,3,1.65,0.5499999999999999
5,47,13,20,7.63,0.3815
5,47,14,3,1.06,0.35333333333333333
5,47,15,11,2.84,0.2581818181818182
5,47,16,6,1.17,0.19499999999999998
5,47,17,3,0.49,0.16333333333333333
5,47,18,3,0.4,0.13333333333333333
5,47,19,5,0.31,0.062
5,48,0,3,12.09,4.03
5,48,1,10,35.82,3.582
5,48,2,6,20.17,3.361666666666667
5,48,3,19,56.0,2.9473684210526314
5,48,4,12,34.15,2.845833333333333
5,48,5,18,47.56,2.6422222222222222
5,48,6,15,36.49,2.432666666666667
5,48,7,14,33.67,2.4050000000000002
5,48,8,17,34.32,2.018823529411765
5,48,9,7,12.2,1.7428571428571427
5,48,10,6,8.81,1.4683333333333335
5,48,11,20,25.52,1.276
5,48,12,5,5.18,1.036
5,48,13,13,9.6,0.7384615384615384
5,48,14,6,4.11,0.685
5,48,15,7,4.09,0.5842857142857143
5,48,16,3,1.65,0.5499999999999999
5,48,17,8,3.84,0.48
5,48,18,15,5.96,0.3973333333333333
5,48,19,2,0.77,0.385
5,90,0,16,51.94,3.24625
5,90,1,16,49.91,3.119375
5,90,2,5,15.55,3.1100000000000003
5,90,3,5,14.43,2.886
5,90,4,13,37.48,2.883076923076923
5,90,5,9,23.17,2.5744444444444445
5,90,6,16,39.32,2.4575
5,90,7,1,2.36,2.36
5,90,8,7,15.23,2.1757142857142857
5,90,9,14,30.25,2.1607142857142856
5,90,10,17,34.88,2.051764705882353
5,90,11,12,23.46,1.955
5,90,12,9,17.38,1.931111111111111
5,90,13,6,10.5,1.75
5,90,14,10,13.86,1.386
5,90,15,4,4.75,1.1875
5,90,16,17,20.06,1.18
5,90,17,17,13.89,0.8170588235294118
5,90,18,1,0.43,0.43
5,90,19,2,0.55,0.275
10,5,0,12,44.27,3.689166666666667
10,5,1,19,68.68,3.6147368421052635
10,5,2,16,50.84,3.1775
10,5,3,1,2.96,2.96
10,5,4,12,34.25,2.8541666666666665
10,5,5,2,5.57,2.785
10,5,6,20,54.39,2.7195
10,5,7,11,27.32,2.483636363636364
10,5,8,5,12.36,2.472
10,5,9,10,22.47,2.247
10,5,10,8,15.84,1.98
10,5,11,8,14.89,1.86125
10,5,12,14,20.94,1.4957142857142858
10,5,13,4,5.95,1.4875
10,5,14,16,23.44,1.465
10,5,15,19,26.46,1.3926315789473684
10,5,16,18,13.88,0.7711111111111112
10,5,17,12,6.37,0.5308333333333334
10,5,18,11,4.05,0.36818181818181817
10,5,19,17,4.96,0.2917647058823529
10,16,0,1,4.16,4.16
10,16,1,19,78.48,4.130526315789474
10,16,2,7,28.5,4.071428571428571
10,16,3,17,59.99,3.5288235294117647
10,16,4,6,20.16,3.36
10,16,5,17,52.09,3.064117647058824
10,16,6,20,57.82,2.891
10,16,7,3,7.22,2.4066666666666667
10,16,8,3,6.62,2.2066666666666666
10,16,9,12,25.05,2.0875
10,16,10,9,18.21,2.0233333333333334
10,16,11,16,31.91,1.994375
10,16,12,4,6.58,1.645
10,16,13,15,23.42,1.5613333333333335
10,16,14,7,10.23,1.4614285714285715
10,16,15,10,13.51,1.351
10,16,16,13,15.65,1.2038461538461538
10,16,17,10,10.58,1.058
10,16,18,13,12.99,0.9992307692307693
10,16,19,1,0.32,0.32
10,17,0,7,31.8,4.542857142857143
10,17,1,12,51.65,4.304166666666666
10,17,2,14,58.38,4.17
10,17,3,1,4.01,4.01
10,17,4,13,49.73,3.825384615384615
10,17,5,1,3.43,3.43
10,17,6,14,43.04,3.0742857142857143
10,17,7,4,9.82,2.455
10,17,8,14,33.79,2.4135714285714287
10,17,9,7,16.12,2.302857142857143
10,17,10,3,6.02,2.0066666666666664
10,17,11,9,17.88,1.9866666666666666
10,17,12,7,11.42,1.6314285714285715
10,17,13,16,25.12,1.57
10,17,14,19,28.78,1.5147368421052632
10,17,15,10,13.42,1.342
10,17,16,6,7.06,1.1766666666666665
10,17,17,3,2.48,0.8266666666666667
10,17,18,10,4.66,0.466
10,17,19,10,2.32,0.23199999999999998
10,24,0,20,74.37,3.7185
10,24,1,15,52.86,3.524
10,24,2,17,57.0,3.3529411764705883
10,24,3,19,59.98,3.156842105263158
10,24,4,7,20.17,2.8814285714285717
10,24,5,11,31.04,2.821818181818182
10,24,6,18,50.52,2.8066666666666666
10,24,7,12,30.61,2.5508333333333333
10,24,8,11,27.75,2.522727272727273
10,24,9,6,13.86,2.31
10,24,10,3,5.64,1.88
10,24,11,3,5.53,1.8433333333333335
10,24,12,8,14.46,1.8075
10,24,13,1,1.73,1.73
10,24,14,17,20.94,1.231764705882353
10,24,15,11,11.94,1.0854545454545454
10,24,16,4,4.07,1.0175
10,24,17,7,6.25,0.8928571428571429
10,24,18,20,16.04,0.8019999999999999
10,24,19,16,12.23,0.764375
10,29,0,1,4.33,4.33
10,29,1,16,64.44,4.0275
10,29,2,13,50.28,3.867692307692308
10,29,3,8,26.73,3.34125
10,29,4,18,59.85,3.325
10,29,5,20,63.99,3.1995
10,29,6,13,41.04,3.1569230769230767
10,29,7,8,23.62,2.9525
10,29,8,4,11.46,2.865
10,29,9,1,2.32,2.32
10,29,10,15,29.81,1.9873333333333332
10,29,11,11,21.27,1.9336363636363636
10,29,12,11,19.99,1.8172727272727272
10,29,13,15,20.9,1.3933333333333333
10,29,14,19,15.23,0.8015789473684211
10,29,15,10,7.03,0.7030000000000001
10,29,16,3,1.34,0.4466666666666667
10,29,17,4,1.69,0.4225
10,29,18,18,5.52,0.30666666666666664
10,29,19,7,1.78,0.2542857142857143
10,31,0,6,30.82,5.136666666666667
10,31,1,18,92.27,5.126111111111111
10,31,2,11,53.27,4.842727272727273
10,31,3,19,91.89,4.836315789473685
10,31,4,6,28.79,4.798333333333333
10,31,5,8,36.94,4.6175
10,31,6,17,72.35,4.2558823529411764
10,31,7,16,62.39,3.899375
10,31,8,17,58.93,3.466470588235294
10,31,9,9,30.23,3.358888888888889
10,31,10,13,43.37,3.336153846153846
10,31,11,15,47.06,3.1373333333333333
10,31,12,10,30.48,3.048
10,31,13,15,44.8,2.9866666666666664
10,31,14,15,42.46,2.8306666666666667
10,31,15,2,5.57,2.785
10,31,16,2,5.2,2.6
10,31,17,12,25.64,2.1366666666666667
10,31,18,10,10.07,1.0070000000000001
10,31,19,20,20.03,1.0015
10,47,0,20,70.95,3.5475000000000003
10,47,1,3,10.17,3.39
10,47,2,18,56.0,3.111111111111111
10,47,3,8,21.27,2.65875
10,47,4,2,5.12,2.56
10,47,5,3,7.4,2.466666666666667
10,47,6,17,33.75,1.9852941176470589
10,47,7,7,12.91,1.8442857142857143
10,47,8,4,6.9,1.725
10,47,9,16,27.32,1.7075
10,47,10,12,16.85,1.4041666666666668
10,47,11,16,20.73,1.295625
10,47,12,12,14.79,1.2325
