fromnode,tonode,c
4,4,0.0
4,5,0.143
4,6,0.812
4,7,1.969
4,8,0.576
4,9,0.449
4,11,0.749
4,12,0.134
4,15,0.712
4,17,0.363
4,18,0.227
4,19,0.106
4,23,1.185
4,27,0.707
4,28,0.432
4,30,0.743
4,35,0.35
4,36,0.644
4,37,0.508
4,39,0.64
4,40,0.306
4,41,0.154
4,43,0.859
4,45,0.432
4,46,0.341
4,50,1.749
4,52,0.453
4,53,1.934
4,54,0.321
4,55,0.707
4,58,0.669
4,62,0.214
4,64,0.755
4,67,0.821
4,68,0.4
4,70,0.672
4,71,1.587
4,72,0.526
4,74,0.903
4,75,0.356
4,77,0.749
4,80,0.484
4,83,0.875
4,85,2.141
4,89,1.969
4,90,0.793
4,92,0.549
4,95,0.818
4,96,0.54
4,97,0.545
5,4,0.143
5,5,0.0
5,6,0.948
5,7,2.111
5,8,0.498
5,9,0.573
5,11,0.692
5,12,0.277
5,15,0.683
5,17,0.346
5,18,0.141
5,19,0.218
5,23,1.323
5,27,0.849
5,28,0.467
5,30,0.854
5,35,0.449
5,36,0.669
5,37,0.554
5,39,0.684
5,40,0.22
5,41,0.107
5,43,0.779
5,45,0.5
5,46,0.477
5,50,1.889
5,52,0.596
5,53,2.077
5,54,0.394
5,55,0.783
5,58,0.735
5,62,0.329
5,64,0.673
5,67,0.94
5,68,0.338
5,70,0.589
5,71,1.731
5,72,0.501
5,74,0.816
5,75,0.251
5,77,0.712
5,80,0.598
5,83,1.009
5,85,2.281
5,89,2.091
5,90,0.743
5,92,0.576
5,95,0.763
5,96,0.464
5,97,0.474
6,4,0.812
6,5,0.948
6,6,0.0
6,7,1.288
6,8,1.34
6,9,0.391
6,11,1.458
6,12,0.681
6,15,1.362
6,17,1.074
6,18,1.032
6,19,0.798
6,23,0.709
6,27,0.187
6,28,1.009
6,30,0.807
6,35,0.789
6,36,1.165
6,37,1.017
6,39,1.098
6,40,1.102
6,41,0.956
6,43,1.604
6,45,0.916
6,46,0.472
6,50,1.085
6,52,0.442
6,53,1.225
6,54,0.873
6,55,0.999
6,58,1.027
6,62,0.754
6,64,1.511
6,67,0.765
6,68,0.994
6,70,1.434
6,71,0.868
6,72,1.207
6,74,1.66
6,75,1.161
6,77,1.414
6,80,0.717
6,83,0.07
6,85,1.504
6,89,1.593
6,90,1.482
6,92,1.099
6,95,1.515
6,96,1.304
6,97,1.098
7,4,1.969
7,5,2.111
7,6,1.288
7,7,0.0
7,8,2.328
7,9,1.649
7,11,2.346
7,12,1.84
7,15,2.203
7,17,2.07
7,18,2.14
7,19,1.905
7,23,0.825
7,27,1.296
7,28,1.922
7,30,1.434
7,35,1.75
7,36,1.95
7,37,1.87
7,39,1.859
7,40,2.2
7,41,2.074
7,43,2.516
7,45,1.813
7,46,1.674
7,50,0.223
7,52,1.516
7,53,0.114
7,54,1.847
7,55,1.669
7,58,1.74
7,62,1.811
7,64,2.457
7,67,1.316
7,68,2.253
7,70,2.404
7,71,0.425
7,72,2.131
7,74,2.582
7,75,2.25
7,77,2.257
7,80,1.595
7,83,1.266
7,85,0.247
7,89,0.845
7,90,2.336
7,92,1.943
7,95,2.4
7,96,2.299
7,97,2.38
8,4,0.576
8,5,0.498
8,6,1.34
8,7,2.328
8,8,0.0
8,9,1.014
8,11,0.212
8,12,0.682
8,15,0.281
8,17,0.272
8,18,0.36
8,19,0.551
8,23,1.504
8,27,1.196
8,28,0.406
8,30,0.91
8,35,0.593
8,36,0.452
8,37,0.468
8,39,0.528
8,40,0.278
8,41,0.425
8,43,0.283
8,45,0.515
8,46,0.888
8,50,2.106
8,52,0.913
8,53,2.317
8,54,0.495
8,55,0.714
8,58,0.641
8,62,0.587
8,64,0.179
8,67,1.025
8,68,0.783
8,70,0.096
8,71,1.999
8,72,0.21
8,74,0.328
8,75,0.255
8,77,0.277
8,80,0.737
8,83,1.407
8,85,2.456
8,89,2.111
8,90,0.273
8,92,0.411
8,95,0.282
8,96,0.037
8,97,0.883
9,4,0.449
9,5,0.573
9,6,0.391
9,7,1.649
9,8,1.014
9,9,0.0
9,11,1.164
9,12,0.332
9,15,1.096
9,17,0.767
9,18,0.676
9,19,0.465
9,23,0.958
9,27,0.358
9,28,0.755
9,30,0.772
9,35,0.557
9,36,0.95
9,37,0.794
9,39,0.906
9,40,0.752
9,41,0.601
9,43,1.292
9,45,0.691
9,46,0.138
9,50,1.437
9,52,0.296
9,53,1.596
9,54,0.611
9,55,0.875
9,58,0.875
9,62,0.464
9,64,1.192
9,67,0.788
9,68,0.608
9,70,1.11
9,71,1.239
9,72,0.921
9,74,1.341
9,75,0.805
9,77,1.142
9,80,0.568
9,83,0.444
9,85,1.851
9,89,1.828
9,90,1.2
9,92,0.866
9,95,1.229
9,96,0.977
9,97,0.722
11,4,0.749
11,5,0.692
11,6,1.458
11,7,2.346
11,8,0.212
11,9,1.164
11,11,0.0
11,12,0.837
11,15,0.15
11,17,0.397
11,18,0.551
11,19,0.702
11,23,1.524
11,27,1.299
11,28,0.459
11,30,0.912
11,35,0.676
11,36,0.4
11,37,0.485
11,39,0.49
11,40,0.472
11,41,0.606
11,43,0.17
11,45,0.565
11,46,1.032
11,50,2.128
11,52,1.019
11,53,2.346
11,54,0.586
11,55,0.683
11,58,0.61
11,62,0.711
11,64,0.145
11,67,1.029
11,68,0.992
11,70,0.165
11,71,2.045
11,72,0.251
11,74,0.236
11,75,0.462
11,77,0.107
11,80,0.794
11,83,1.528
11,85,2.454
11,89,2.048
11,90,0.063
11,92,0.406
11,95,0.071
11,96,0.238
11,97,1.095
12,4,0.134
12,5,0.277
12,6,0.681
12,7,1.84
12,8,0.682
12,9,0.332
12,11,0.837
12,12,0.0
12,15,0.779
12,17,0.44
12,18,0.351
12,19,0.135
12,23,1.065
12,27,0.573
12,28,0.459
12,30,0.668
12,35,0.312
12,36,0.669
12,37,0.519
12,39,0.646
12,40,0.424
12,41,0.276
12,43,0.961
12,45,0.426
12,46,0.212
12,50,1.618
12,52,0.324
12,53,1.803
12,54,0.323
12,55,0.675
12,58,0.65
12,62,0.177
12,64,0.86
12,67,0.732
12,68,0.475
12,70,0.778
12,71,1.455
12,72,0.598
12,74,1.009
12,75,0.481
12,77,0.822
12,80,0.41
12,83,0.745
12,85,2.015
12,89,1.869
12,90,0.675
12,92,0.577
12,95,0.903
12,96,0.645
12,97,0.619
15,4,0.712
15,5,0.683
15,6,1.362
15,7,2.203
15,8,0.281
15,9,1.096
15,11,0.15
15,12,0.779
15,15,0.0
15,17,0.349
15,18,0.546
15,19,0.646
15,23,1.384
15,27,1.196
15,28,0.353
15,30,0.771
15,35,0.573
15,36,0.254
15,37,0.359
15,39,0.344
15,40,0.477
15,41,0.585
15,43,0.317
15,45,0.45
15,46,0.96
15,50,1.986
15,52,0.921
15,53,2.206
15,54,0.493
15,55,0.537
15,58,0.464
15,62,0.633
15,64,0.289
15,67,0.887
15,68,1.007
15,70,0.282
15,71,1.911
15,72,0.186
15,74,0.383
15,75,0.487
15,77,0.055
15,80,0.674
15,83,1.432
15,85,2.307
15,89,1.899
15,90,0.134
15,92,0.276
15,95,0.17
15,96,0.29
15,97,1.123
17,4,0.363
17,5,0.346
17,6,1.074
17,7,2.07
17,8,0.272
17,9,0.767
17,11,0.397
17,12,0.44
17,15,0.349
17,17,0.0
17,18,0.221
17,19,0.305
17,23,1.248
17,27,0.926
17,28,0.176
17,30,0.676
17,35,0.324
17,36,0.336
17,37,0.263
17,39,0.373
17,40,0.182
17,41,0.242
17,43,0.532
17,45,0.269
17,46,0.635
17,50,1.847
17,52,0.643
17,53,2.055
17,54,0.226
17,55,0.522
17,58,0.457
17,62,0.32
17,64,0.438
17,67,0.786
17,68,0.681
17,70,0.363
17,71,1.732
17,72,0.164
17,74,0.586
17,75,0.232
17,77,0.387
17,80,0.476
17,83,1.142
17,85,2.208
17,89,1.91
17,90,0.436
17,92,0.251
17,95,0.463
17,96,0.238
17,97,0.81
18,4,0.227
18,5,0.141
18,6,1.032
18,7,2.14
18,8,0.36
18,9,0.676
18,11,0.551
18,12,0.351
18,15,0.546
18,17,0.221
18,18,0.0
18,19,0.242
18,23,1.334
18,27,0.913
18,28,0.369
18,30,0.816
18,35,0.415
18,36,0.555
18,37,0.46
18,39,0.583
18,40,0.082
18,41,0.075
18,43,0.643
18,45,0.428
18,46,0.563
18,50,1.917
18,52,0.642
18,53,2.113
18,54,0.336
18,55,0.708
18,58,0.651
18,62,0.329
18,64,0.537
18,67,0.914
18,68,0.464
18,70,0.453
18,71,1.774
18,72,0.366
18,74,0.683
18,75,0.13
18,77,0.572
18,80,0.575
18,83,1.096
18,85,2.298
18,89,2.06
18,90,0.603
18,92,0.466
18,95,0.622
18,96,0.325
18,97,0.59
19,4,0.106
19,5,0.218
19,6,0.798
19,7,1.905
19,8,0.551
19,9,0.465
19,11,0.702
19,12,0.135
19,15,0.646
19,17,0.305
19,18,0.242
19,19,0.0
19,23,1.109
19,27,0.672
19,28,0.339
19,30,0.642
19,35,0.244
19,36,0.553
19,37,0.41
19,39,0.541
19,40,0.305
19,41,0.17
19,43,0.829
19,45,0.329
19,46,0.338
19,50,1.682
19,52,0.4
19,53,1.876
19,54,0.219
19,55,0.601
19,58,0.565
19,62,0.112
19,64,0.728
19,67,0.724
19,68,0.505
19,70,0.647
19,71,1.534
19,72,0.464
19,74,0.877
19,75,0.367
19,77,0.688
19,80,0.384
19,83,0.863
19,85,2.07
19,89,1.874
19,90,0.74
19,92,0.458
19,95,0.768
19,96,0.514
19,97,0.65
23,4,1.185
23,5,1.323
23,6,0.709
23,7,0.825
23,8,1.504
23,9,0.958
23,11,1.524
23,12,1.065
23,15,1.384
23,17,1.248
23,18,1.334
23,19,1.109
23,23,0.0
23,27,0.613
23,28,1.098
23,30,0.614
23,35,0.932
23,36,1.132
23,37,1.046
23,39,1.041
23,40,1.37
23,41,1.272
23,43,1.694
23,45,0.988
23,46,0.937
23,50,0.604
23,52,0.746
23,53,0.822
23,54,1.027
23,55,0.856
23,58,0.924
23,62,1.006
23,64,1.633
23,67,0.498
23,68,1.517
23,70,1.579
23,71,0.551
23,72,1.306
23,74,1.76
23,75,1.437
23,77,1.439
23,80,0.774
23,83,0.732
23,85,0.964
23,89,0.886
23,90,1.518
23,92,1.12
23,95,1.554
23,96,1.476
23,97,1.651
27,4,0.707
27,5,0.849
27,6,0.187
27,7,1.296
27,8,1.196
27,9,0.358
27,11,1.299
27,12,0.573
27,15,1.196
27,17,0.926
27,18,0.913
27,19,0.672
27,23,0.613
27,27,0.0
27,28,0.844
27,30,0.621
27,35,0.624
27,36,0.989
27,37,0.844
27,39,0.918
27,40,0.976
27,41,0.839
27,43,1.452
27,45,0.746
27,46,0.383
27,50,1.081
27,52,0.283
27,53,1.248
27,54,0.714
27,55,0.813
27,58,0.843
27,62,0.61
27,64,1.363
27,67,0.585
27,68,0.957
27,70,1.289
27,71,0.893
27,72,1.049
27,74,1.51
27,75,1.039
27,77,1.249
27,80,0.537
27,83,0.253
27,85,1.493
27,89,1.496
27,90,1.319
27,92,0.927
27,95,1.353
27,96,1.161
27,97,1.077
28,4,0.432
28,5,0.467
28,6,1.009
28,7,1.922
28,8,0.406
28,9,0.755
28,11,0.459
28,12,0.459
28,15,0.353
28,17,0.176
28,18,0.369
28,19,0.339
28,23,1.098
28,27,0.844
28,28,0.0
28,30,0.509
28,35,0.22
28,36,0.213
28,37,0.095
28,39,0.217
28,40,0.351
28,41,0.361
28,43,0.619
28,45,0.111
28,46,0.617
28,50,1.701
28,52,0.567
28,53,1.913
28,54,0.144
28,55,0.347
28,58,0.285
28,62,0.293
28,64,0.543
28,67,0.622
28,68,0.803
28,70,0.483
28,71,1.6
28,72,0.214
28,74,0.681
28,75,0.406
28,77,0.406
28,80,0.339
28,83,1.079
28,85,2.051
28,89,1.735
28,90,0.475
28,92,0.119
28,95,0.51
28,96,0.379
28,97,0.941
30,4,0.743
30,5,0.854
30,6,0.807
30,7,1.434
30,8,0.91
30,9,0.772
30,11,0.912
30,12,0.668
30,15,0.771
30,17,0.676
30,18,0.816
30,19,0.642
30,23,0.614
30,27,0.621
30,28,0.509
30,30,0.0
30,35,0.406
30,36,0.518
30,37,0.443
30,39,0.428
30,40,0.829
30,41,0.772
30,43,1.082
30,45,0.407
30,46,0.666
30,50,1.216
30,52,0.476
30,53,1.436
30,54,0.481
30,55,0.247
30,58,0.311
30,62,0.53
30,64,1.026
30,67,0.117
30,68,1.137
30,70,0.978
30,71,1.149
30,72,0.705
30,74,1.148
30,75,0.892
30,77,0.825
30,80,0.26
30,83,0.87
30,85,1.548
30,89,1.245
30,90,0.904
30,92,0.511
30,95,0.941
30,96,0.886
30,97,1.282
35,4,0.35
35,5,0.449
35,6,0.789
35,7,1.75
35,8,0.593
35,9,0.557
35,11,0.676
35,12,0.312
35,15,0.573
35,17,0.324
35,18,0.415
35,19,0.244
35,23,0.932
35,27,0.624
35,28,0.22
35,30,0.406
35,35,0.0
35,36,0.394
35,37,0.238
35,39,0.351
35,40,0.44
35,41,0.367
35,43,0.831
35,45,0.135
35,46,0.42
35,50,1.527
35,52,0.347
35,53,1.733
35,54,0.098
35,55,0.365
35,58,0.339
35,62,0.14
35,64,0.748
35,67,0.499
35,68,0.749
35,70,0.68
35,71,1.408
35,72,0.426
35,74,0.892
35,75,0.506
35,77,0.626
35,80,0.161
35,83,0.859
35,85,1.896
35,89,1.648
35,90,0.695
35,92,0.315
35,95,0.729
35,96,0.561
35,97,0.894
36,4,0.644
36,5,0.669
36,6,1.165
36,7,1.95
36,8,0.452
36,9,0.95
36,11,0.4
36,12,0.669
36,15,0.254
36,17,0.336
36,18,0.555
36,19,0.553
36,23,1.132
36,27,0.989
36,28,0.213
36,30,0.518
36,35,0.394
36,36,0.0
36,37,0.156
36,39,0.091
36,40,0.516
36,41,0.562
36,43,0.569
36,45,0.26
36,46,0.812
36,50,1.733
36,52,0.729
36,53,1.954
36,54,0.347
36,55,0.284
36,58,0.211
36,62,0.497
36,64,0.526
36,67,0.634
36,68,1.007
36,70,0.495
36,71,1.663
36,72,0.249
36,74,0.636
36,75,0.556
36,77,0.307
36,80,0.453
36,83,1.235
36,85,2.054
36,89,1.665
36,90,0.387
36,92,0.085
36,95,0.427
36,96,0.441
36,97,1.141
37,4,0.508
37,5,0.554
37,6,1.017
37,7,1.87
37,8,0.468
37,9,0.794
37,11,0.485
37,12,0.519
37,15,0.359
37,17,0.263
37,18,0.46
37,19,0.41
37,23,1.046
37,27,0.844
37,28,0.095
37,30,0.443
37,35,0.238
37,36,0.156
37,37,0.0
37,39,0.132
37,40,0.441
37,41,0.449
37,43,0.652
37,45,0.104
37,46,0.656
37,50,1.65
37,52,0.578
37,53,1.866
37,54,0.195
37,55,0.26
37,58,0.195
37,62,0.344
37,64,0.587
37,67,0.559
37,68,0.888
37,70,0.536
37,71,1.561
37,72,0.262
37,74,0.717
37,75,0.494
37,77,0.414
37,80,0.315
37,83,1.087
37,85,1.991
37,89,1.655
37,90,0.49
37,92,0.084
37,95,0.526
37,96,0.445
37,97,1.027
39,4,0.64
39,5,0.684
39,6,1.098
39,7,1.859
39,8,0.528
39,9,0.906
39,11,0.49
39,12,0.646
39,15,0.344
39,17,0.373
39,18,0.583
39,19,0.541
39,23,1.041
39,27,0.918
39,28,0.217
39,30,0.428
39,35,0.351
39,36,0.091
39,37,0.132
39,39,0.0
39,40,0.555
39,41,0.578
39,43,0.659
39,45,0.221
39,46,0.77
39,50,1.642
39,52,0.668
39,53,1.863
39,54,0.325
39,55,0.194
39,58,0.12
39,62,0.47
39,64,0.614
39,67,0.544
39,68,1.019
39,70,0.578
39,71,1.574
39,72,0.319
39,74,0.726
39,75,0.603
39,77,0.398
39,80,0.382
39,83,1.168
39,85,1.964
39,89,1.584
39,90,0.477
39,92,0.125
39,95,0.514
39,96,0.513
39,97,1.158
40,4,0.306
40,5,0.22
40,6,1.102
40,7,2.2
40,8,0.278
40,9,0.752
40,11,0.472
40,12,0.424
40,15,0.477
40,17,0.182
40,18,0.082
40,19,0.305
40,23,1.37
40,27,0.976
40,28,0.351
40,30,0.829
40,35,0.44
40,36,0.516
40,37,0.441
40,39,0.555
40,40,0.0
40,41,0.152
40,43,0.561
40,45,0.427
40,46,0.636
40,50,1.96
40,52,0.7
40,53,2.16
40,54,0.351
40,55,0.697
40,58,0.635
40,62,0.377
40,64,0.455
40,67,0.932
40,68,0.53
40,70,0.371
40,71,1.825
40,72,0.304
40,74,0.601
40,75,0.067
40,77,0.5
40,80,0.601
40,83,1.167
40,85,2.334
40,89,2.072
40,90,0.526
40,92,0.433
40,95,0.544
40,96,0.244
40,97,0.648
41,4,0.154
41,5,0.107
41,6,0.956
41,7,2.074
41,8,0.425
41,9,0.601
41,11,0.606
41,12,0.276
41,15,0.585
41,17,0.242
41,18,0.075
41,19,0.17
41,23,1.272
41,27,0.839
41,28,0.361
41,30,0.772
41,35,0.367
41,36,0.562
41,37,0.449
41,39,0.578
41,40,0.152
41,41,0.0
41,43,0.708
41,45,0.401
41,46,0.487
41,50,1.85
41,52,0.57
41,53,2.045
41,54,0.299
41,55,0.685
41,58,0.633
41,62,0.266
41,64,0.603
41,67,0.865
41,68,0.445
41,70,0.52
41,71,1.704
41,72,0.4
41,74,0.751
41,75,0.205
41,77,0.617
41,80,0.524
41,83,1.02
41,85,2.235
41,89,2.015
41,90,0.654
41,92,0.469
41,95,0.676
41,96,0.389
41,97,0.58
43,4,0.859
43,5,0.779
43,6,1.604
43,7,2.516
43,8,0.283
43,9,1.292
43,11,0.17
43,12,0.961
43,15,0.317
43,17,0.532
43,18,0.643
43,19,0.829
43,23,1.694
43,27,1.452
43,28,0.619
43,30,1.082
43,35,0.831
43,36,0.569
43,37,0.652
43,39,0.659
43,40,0.561
43,41,0.708
43,43,0.0
43,45,0.728
43,46,1.164
43,50,2.297
43,52,1.169
43,53,2.515
43,54,0.738
43,55,0.853
43,58,0.78
43,62,0.852
43,64,0.107
43,67,1.199
43,68,1.047
43,70,0.19
43,71,2.213
43,72,0.406
43,74,0.066
43,75,0.532
43,77,0.267
43,80,0.957
43,83,1.673
43,85,2.623
43,89,2.209
43,90,0.192
43,92,0.575
43,95,0.161
43,96,0.319
43,97,1.133
45,4,0.432
45,5,0.5
45,6,0.916
45,7,1.813
45,8,0.515
45,9,0.691
45,11,0.565
45,12,0.426
45,15,0.45
45,17,0.269
45,18,0.428
45,19,0.329
45,23,0.988
45,27,0.746
45,28,0.111
45,30,0.407
45,35,0.135
45,36,0.26
45,37,0.104
45,39,0.221
45,40,0.427
45,41,0.401
45,43,0.728
45,45,0.0
45,46,0.554
45,50,1.591
45,52,0.476
45,53,1.803
45,54,0.111
45,55,0.284
45,58,0.237
45,62,0.249
45,64,0.654
45,67,0.517
45,68,0.825
45,70,0.593
45,71,1.489
45,72,0.325
45,74,0.791
45,75,0.489
45,77,0.504
45,80,0.229
45,83,0.986
45,85,1.944
45,89,1.645
45,90,0.577
45,92,0.183
45,95,0.613
45,96,0.487
45,97,0.967
46,4,0.341
46,5,0.477
46,6,0.472
46,7,1.674
46,8,0.888
46,9,0.138
46,11,1.032
46,12,0.212
46,15,0.96
46,17,0.635
46,18,0.563
46,19,0.338
46,23,0.937
46,27,0.383
46,28,0.617
46,30,0.666
46,35,0.42
46,36,0.812
46,37,0.656
46,39,0.77
46,40,0.636
46,41,0.487
46,43,1.164
46,45,0.554
46,46,0.0
46,50,1.455
46,52,0.208
46,53,1.629
46,54,0.473
46,55,0.748
46,58,0.743
46,62,0.327
46,64,1.065
46,67,0.698
46,68,0.585
46,70,0.985
46,71,1.276
46,72,0.786
46,74,1.215
46,75,0.692
46,77,1.007
46,80,0.444
46,83,0.534
46,85,1.862
46,89,1.784
46,90,1.065
46,92,0.728
46,95,1.095
46,96,0.852
46,97,0.715
50,4,1.749
50,5,1.889
50,6,1.085
50,7,0.223
50,8,2.106
50,9,1.437
50,11,2.128
50,12,1.618
50,15,1.986
50,17,1.847
50,18,1.917
50,19,1.682
50,23,0.604
50,27,1.081
50,28,1.701
50,30,1.216
50,35,1.527
50,36,1.733
50,37,1.65
50,39,1.642
50,40,1.96
50,41,1.85
50,43,2.297
50,45,1.591
50,46,1.455
50,50,0.0
50,52,1.294
50,53,0.227
50,54,1.624
50,55,1.454
50,58,1.524
50,62,1.587
50,64,2.237
50,67,1.099
50,68,2.037
50,70,2.183
50,71,0.255
50,72,1.91
50,74,2.363
50,75,2.026
50,77,2.04
50,80,1.372
50,83,1.069
50,85,0.419
50,89,0.806
50,90,2.12
50,92,1.724
50,95,2.156
50,96,2.077
50,97,2.158
52,4,0.453
52,5,0.596
52,6,0.442
52,7,1.516
52,8,0.913
52,9,0.296
52,11,1.019
52,12,0.324
52,15,0.921
52,17,0.643
52,18,0.642
52,19,0.4
52,23,0.746
52,27,0.283
52,28,0.567
52,30,0.476
52,35,0.347
52,36,0.729
52,37,0.578
52,39,0.668
52,40,0.7
52,41,0.57
52,43,1.169
52,45,0.476
52,46,0.208
52,50,1.294
52,52,0.0
52,53,1.481
52,54,0.433
52,55,0.601
52,58,0.613
52,62,0.328
52,64,1.08
52,67,0.495
52,68,0.773
52,70,1.006
52,71,1.136
52,72,0.768
52,74,1.227
52,75,0.764
52,77,0.973
52,80,0.296
52,83,0.512
52,85,1.692
52,89,1.58
52,90,1.041
52,92,0.659
52,95,1.074
52,96,0.878
52,97,0.909
53,4,1.934
53,5,2.077
53,6,1.225
53,7,0.114
53,8,2.317
53,9,1.596
53,11,2.346
53,12,1.803
53,15,2.206
53,17,2.055
53,18,2.113
53,19,1.876
53,23,0.822
53,27,1.248
53,28,1.913
53,30,1.436
53,35,1.733
53,36,1.954
53,37,1.866
53,39,1.863
53,40,2.16
53,41,2.045
53,43,2.515
53,45,1.803
53,46,1.629
53,50,0.227
53,52,1.481
53,53,0.0
53,54,1.831
53,55,1.676
53,58,1.745
53,62,1.785
53,64,2.453
53,67,1.319
53,68,2.203
53,70,2.396
53,71,0.358
53,72,2.124
53,74,2.581
53,75,2.227
53,77,2.261
53,80,1.581
53,83,1.198
53,85,0.355
53,89,0.944
53,90,2.34
53,92,1.941
53,95,2.376
53,96,2.288
53,97,2.317
54,4,0.321
54,5,0.394
54,6,0.873
54,7,1.847
54,8,0.495
54,9,0.611
54,11,0.586
54,12,0.323
54,15,0.493
54,17,0.226
54,18,0.336
54,19,0.219
54,23,1.027
54,27,0.714
54,28,0.144
54,30,0.481
54,35,0.098
54,36,0.347
54,37,0.195
54,39,0.325
54,40,0.351
54,41,0.299
54,43,0.738
54,45,0.111
54,46,0.473
54,50,1.624
54,52,0.433
54,53,1.831
54,54,0.0
54,55,0.391
54,58,0.348
54,62,0.151
54,64,0.653
54,67,0.582
54,68,0.715
54,70,0.583
54,71,1.506
54,72,0.335
54,74,0.797
54,75,0.416
54,77,0.544
54,80,0.254
54,83,0.943
54,85,1.99
54,89,1.725
54,90,0.609
54,92,0.257
54,95,0.642
54,96,0.463
54,97,0.858
55,4,0.707
55,5,0.783
55,6,0.999
55,7,1.669
55,8,0.714
55,9,0.875
55,11,0.683
55,12,0.675
55,15,0.537
55,17,0.522
55,18,0.708
55,19,0.601
55,23,0.856
55,27,0.813
55,28,0.347
55,30,0.247
55,35,0.365
55,36,0.284
55,37,0.26
55,39,0.194
55,40,0.697
55,41,0.685
55,43,0.853
55,45,0.284
55,46,0.748
55,50,1.454
55,52,0.601
55,53,1.676
55,54,0.391
55,55,0.0
55,58,0.074
55,62,0.504
55,64,0.808
55,67,0.359
55,68,1.104
55,70,0.769
55,71,1.396
55,72,0.504
55,74,0.919
55,75,0.753
55,77,0.589
55,80,0.308
55,83,1.066
55,85,1.771
55,89,1.399
55,90,0.669
55,92,0.303
55,95,0.705
55,96,0.696
55,97,1.248
58,4,0.669
58,5,0.735
58,6,1.027
58,7,1.74
58,8,0.641
58,9,0.875
58,11,0.61
58,12,0.65
58,15,0.464
58,17,0.457
58,18,0.651
58,19,0.565
58,23,0.924
58,27,0.843
58,28,0.285
58,30,0.311
58,35,0.339
58,36,0.211
58,37,0.195
58,39,0.12
58,40,0.635
58,41,0.633
58,43,0.78
58,45,0.237
58,46,0.743
58,50,1.524
58,52,0.613
58,53,1.745
58,54,0.348
58,55,0.074
58,58,0.0
58,62,0.475
58,64,0.733
58,67,0.426
58,68,1.062
58,70,0.695
58,71,1.46
58,72,0.43
58,74,0.846
58,75,0.689
58,77,0.518
58,80,0.317
58,83,1.095
58,85,1.844
58,89,1.471
58,90,0.597
58,92,0.23
58,95,0.633
58,96,0.623
58,97,1.204
62,4,0.214
62,5,0.329
62,6,0.754
62,7,1.811
