fromnode,tonode,c
3,3,0.0
3,5,0.618
3,10,1.279
3,16,0.592
3,17,0.364
3,24,0.559
3,26,1.537
3,29,1.551
3,31,0.417
3,47,0.787
3,48,1.021
3,51,0.523
3,64,0.077
3,82,1.904
3,90,0.173
5,3,0.618
5,5,0.0
5,10,0.748
5,16,0.116
5,17,0.346
5,24,0.063
5,26,1.002
5,29,1.344
5,31,0.621
5,47,0.204
5,48,0.808
5,51,0.355
5,64,0.673
5,82,1.725
5,90,0.743
10,3,1.279
10,5,0.748
10,10,0.0
10,16,0.85
10,17,0.917
10,24,0.806
10,26,0.259
10,29,0.914
10,31,1.044
10,47,0.741
10,48,0.633
10,51,0.776
10,64,1.349
10,82,1.255
10,90,1.343
16,3,0.592
16,5,0.116
16,10,0.85
16,16,0.0
16,17,0.387
16,24,0.095
16,26,1.1
16,29,1.459
16,31,0.672
16,47,0.195
16,48,0.92
16,51,0.438
16,64,0.636
16,82,1.84
16,90,0.736
17,3,0.364
17,5,0.346
17,10,0.917
17,16,0.387
17,17,0.0
17,24,0.307
17,26,1.174
17,29,1.252
17,31,0.284
17,47,0.548
17,48,0.703
17,51,0.165
17,64,0.438
17,82,1.622
17,90,0.436
24,3,0.559
24,5,0.063
24,10,0.806
24,16,0.095
24,17,0.307
24,24,0.0
24,26,1.061
24,29,1.372
24,31,0.589
24,47,0.244
24,48,0.83
24,51,0.344
24,64,0.611
24,82,1.753
24,90,0.688
26,3,1.537
26,5,1.002
26,10,0.259
26,16,1.1
26,17,1.174
26,24,1.061
26,26,0.0
26,29,0.928
26,31,1.286
26,47,0.976
26,48,0.8
26,51,1.029
26,64,1.608
26,82,1.217
26,90,1.596
29,3,1.551
29,5,1.344
29,10,0.914
29,16,1.459
29,17,1.252
29,24,1.372
29,26,0.928
29,29,0.0
29,31,1.144
29,47,1.46
29,48,0.552
29,51,1.097
29,64,1.627
29,82,0.381
29,90,1.505
31,3,0.417
31,5,0.621
31,10,1.044
31,16,0.672
31,17,0.284
31,24,0.589
31,26,1.286
31,29,1.144
31,31,0.0
31,47,0.824
31,48,0.638
31,51,0.304
31,64,0.489
31,82,1.489
31,90,0.364
47,3,0.787
47,5,0.204
47,10,0.741
47,16,0.195
47,17,0.548
47,24,0.244
47,26,0.976
47,29,1.46
47,31,0.824
47,47,0.0
47,48,0.948
47,51,0.552
47,64,0.831
47,82,1.839
47,90,0.927
48,3,1.021
48,5,0.808
48,10,0.633
48,16,0.92
48,17,0.703
48,24,0.83
48,26,0.8
48,29,0.552
48,31,0.638
48,47,0.948
48,48,0.0
48,51,0.546
48,64,1.098
48,82,0.928
48,90,1.001
51,3,0.523
51,5,0.355
51,10,0.776
51,16,0.438
51,17,0.165
51,24,0.344
51,26,1.029
51,29,1.097
51,31,0.304
51,47,0.552
51,48,0.546
51,51,0.0
51,64,0.598
51,82,1.471
51,90,0.567
64,3,0.077
64,5,0.673
64,10,1.349
64,16,0.636
64,17,0.438
64,24,0.611
64,26,1.608
64,29,1.627
64,31,0.489
64,47,0.831
64,48,1.098
64,51,0.598
64,64,0.0
64,82,1.977
64,90,0.197
82,3,1.904
82,5,1.725
82,10,1.255
82,16,1.84
82,17,1.622
82,24,1.753
82,26,1.217
82,29,0.381
82,31,1.489
82,47,1.839
82,48,0.928
82,51,1.471
82,64,1.977
82,82,0.0
82,90,1.841
90,3,0.173
90,5,0.743
90,10,1.343
90,16,0.736
90,17,0.436
90,24,0.688
90,26,1.596
90,29,1.505
90,31,0.364
90,47,0.927
90,48,1.001
90,51,0.567
90,64,0.197
90,82,1.841
90,90,0.0
