fromnode,tonode,c
1,1,0.0
1,4,0.852
1,26,1.681
1,35,0.793
1,54,0.702
1,59,0.979
1,61,0.862
1,62,0.825
1,73,2.395
1,83,1.643
4,1,0.852
4,4,0.0
4,26,0.876
4,35,0.35
4,54,0.321
4,59,0.906
4,61,0.633
4,62,0.214
4,73,2.172
4,83,0.875
26,1,1.681
26,4,0.876
26,26,0.0
26,35,0.913
26,54,0.989
26,59,1.203
26,61,1.023
26,62,0.857
26,73,1.843
26,83,0.135
35,1,0.793
35,4,0.35
35,26,0.913
35,35,0.0
35,54,0.098
35,59,0.557
35,61,0.284
35,62,0.14
35,73,1.867
35,83,0.859
54,1,0.702
54,4,0.321
54,26,0.989
54,35,0.098
54,54,0.0
54,59,0.603
54,61,0.339
54,62,0.151
54,73,1.95
54,83,0.943
59,1,0.979
59,4,0.906
59,26,1.203
59,35,0.557
59,54,0.603
59,59,0.0
59,61,0.274
59,62,0.695
59,73,1.426
59,83,1.097
61,1,0.862
61,4,0.633
61,26,1.023
61,35,0.284
61,54,0.339
61,59,0.274
61,61,0.0
61,62,0.421
61,73,1.626
61,83,0.935
62,1,0.825
62,4,0.214
62,26,0.857
62,35,0.14
62,54,0.151
62,59,0.695
62,61,0.421
62,62,0.0
62,73,1.972
62,83,0.822
73,1,2.395
73,4,2.172
73,26,1.843
73,35,1.867
73,54,1.95
73,59,1.426
73,61,1.626
73,62,1.972
73,73,0.0
73,83,1.714
83,1,1.643
83,4,0.875
83,26,0.135
83,35,0.859
83,54,0.943
83,59,1.097
83,61,0.935
83,62,0.822
83,73,1.714
83,83,0.0
