fromnode,tonode,c
8,8,0.0
8,15,0.281
8,17,0.272
8,32,0.945
8,57,0.946
8,60,0.878
8,63,0.998
8,72,0.21
8,83,1.407
8,97,0.883
15,8,0.281
15,15,0.0
15,17,0.349
15,32,0.712
15,57,1.185
15,60,0.994
15,63,1.097
15,72,0.186
15,83,1.432
15,97,1.123
17,8,0.272
17,15,0.349
17,17,0.0
17,32,0.795
17,57,0.87
17,60,0.651
17,63,0.761
17,72,0.164
17,83,1.142
17,97,0.81
32,8,0.945
32,15,0.712
32,17,0.795
32,32,0.0
32,57,1.592
32,60,1.134
32,63,1.167
32,72,0.741
32,83,1.241
32,97,1.539
57,8,0.946
57,15,1.185
57,17,0.87
57,32,1.592
57,57,0.0
57,60,0.59
57,63,0.675
57,72,1.013
57,83,1.143
57,97,0.062
60,8,0.878
60,15,0.994
60,17,0.651
60,32,1.134
60,57,0.59
60,60,0.0
60,63,0.13
60,72,0.812
60,83,0.618
60,97,0.566
63,8,0.998
63,15,1.097
63,17,0.761
63,32,1.167
63,57,0.675
63,60,0.13
63,63,0.0
63,72,0.918
63,83,0.495
63,97,0.659
72,8,0.21
72,15,0.186
72,17,0.164
72,32,0.741
72,57,1.013
72,60,0.812
72,63,0.918
72,72,0.0
72,83,1.277
72,97,0.952
83,8,1.407
83,15,1.432
83,17,1.142
83,32,1.241
83,57,1.143
83,60,0.618
83,63,0.495
83,72,1.277
83,83,0.0
83,97,1.138
97,8,0.883
97,15,1.123
97,17,0.81
97,32,1.539
97,57,0.062
97,60,0.566
97,63,0.659
97,72,0.952
97,83,1.138
97,97,0.0
