fromnode,tonode,c
3,3,0.0
3,6,1.438
3,14,0.18
3,20,0.647
3,31,0.417
3,32,0.938
3,45,0.577
3,47,0.787
3,59,0.948
3,67,1.068
3,79,2.436
3,83,1.507
3,88,0.571
3,94,1.149
3,99,0.277
6,3,1.438
6,6,0.0
6,14,1.564
6,20,0.971
6,31,1.156
6,32,1.179
6,45,0.916
6,47,0.959
6,59,1.035
6,67,0.765
6,79,1.476
6,83,0.07
6,88,1.011
6,94,0.419
6,99,1.215
14,3,0.18
14,6,1.564
14,14,0.0
14,20,0.76
14,31,0.525
14,32,1.05
14,45,0.7
14,47,0.881
14,59,1.047
14,67,1.146
14,79,2.561
14,83,1.632
14,88,0.685
14,94,1.3
14,99,0.393
20,3,0.647
20,6,0.971
20,14,0.76
20,20,0.0
20,31,0.238
20,32,0.407
20,45,0.167
20,47,0.86
20,59,0.344
20,67,0.423
20,79,1.789
20,83,1.041
20,88,0.076
20,94,0.587
20,99,0.37
31,3,0.417
31,6,1.156
31,14,0.525
31,20,0.238
31,31,0.0
31,32,0.543
31,45,0.241
31,47,0.824
31,59,0.534
31,67,0.66
31,79,2.022
31,83,1.226
31,88,0.167
31,94,0.801
31,99,0.149
32,3,0.938
32,6,1.179
32,14,1.05
32,20,0.407
32,31,0.543
32,32,0.0
32,45,0.574
32,47,1.266
32,59,0.144
32,67,0.425
32,79,1.586
32,83,1.241
32,88,0.459
32,94,0.76
32,99,0.69
45,3,0.577
45,6,0.916
45,14,0.7
45,20,0.167
45,31,0.241
45,32,0.574
45,45,0.0
45,47,0.693
45,59,0.503
45,67,0.517
45,79,1.884
45,83,0.986
45,88,0.136
45,94,0.578
45,99,0.314
47,3,0.787
47,6,0.959
47,14,0.881
47,20,0.86
47,31,0.824
47,32,1.266
47,45,0.693
47,47,0.0
47,59,1.18
47,67,1.094
47,79,2.33
47,83,1.011
47,88,0.82
47,94,0.914
47,99,0.749
59,3,0.948
59,6,1.035
59,14,1.047
59,20,0.344
59,31,0.534
59,32,0.144
59,45,0.503
59,47,1.18
59,59,0.0
59,67,0.282
59,79,1.518
59,83,1.097
59,88,0.412
59,94,0.616
59,99,0.682
67,3,1.068
67,6,0.765
67,14,1.146
67,20,0.423
67,31,0.66
67,32,0.425
67,45,0.517
67,47,1.094
67,59,0.282
67,67,0.0
67,79,1.371
67,83,0.824
67,88,0.498
67,94,0.353
67,99,0.792
79,3,2.436
79,6,1.476
79,14,2.561
79,20,1.789
79,31,2.022
79,32,1.586
79,45,1.884
79,47,2.33
79,59,1.518
79,67,1.371
79,79,0.0
79,83,1.463
79,88,1.865
79,94,1.42
79,99,2.16
83,3,1.507
83,6,0.07
83,14,1.632
83,20,1.041
83,31,1.226
83,32,1.241
83,45,0.986
83,47,1.011
83,59,1.097
83,67,0.824
83,79,1.463
83,83,0.0
83,88,1.081
83,94,0.482
83,99,1.285
88,3,0.571
88,6,1.011
88,14,0.685
88,20,0.076
88,31,0.167
88,32,0.459
88,45,0.136
88,47,0.82
88,59,0.412
88,67,0.498
88,79,1.865
88,83,1.081
88,88,0.0
88,94,0.64
88,99,0.294
94,3,1.149
94,6,0.419
94,14,1.3
94,20,0.587
94,31,0.801
94,32,0.76
94,45,0.578
94,47,0.914
94,59,0.616
94,67,0.353
94,79,1.42
94,83,0.482
94,88,0.64
94,94,0.0
94,99,0.892
99,3,0.277
99,6,1.215
99,14,0.393
99,20,0.37
99,31,0.149
99,32,0.69
99,45,0.314
99,47,0.749
99,59,0.682
99,67,0.792
99,79,2.16
99,83,1.285
99,88,0.294
99,94,0.892
99,99,0.0
