fromnode,tonode,c
3,3,0.0
3,8,0.121
3,12,0.792
3,15,0.232
3,17,0.364
3,26,1.537
3,32,0.938
3,48,1.021
3,57,1.061
3,60,0.993
3,62,0.685
3,63,1.111
3,72,0.253
3,83,1.507
3,97,0.999
8,3,0.121
8,8,0.0
8,12,0.682
8,15,0.281
8,17,0.272
8,26,1.432
8,32,0.945
8,48,0.961
8,57,0.946
8,60,0.878
8,62,0.587
8,63,0.998
8,72,0.21
8,83,1.407
8,97,0.883
12,3,0.792
12,8,0.682
12,12,0.0
12,15,0.779
12,17,0.44
12,26,0.754
12,32,0.96
12,48,0.581
12,57,0.661
12,60,0.216
12,62,0.177
12,63,0.321
12,72,0.598
12,83,0.745
12,97,0.619
15,3,0.232
15,8,0.281
15,12,0.779
15,15,0.0
15,17,0.349
15,26,1.482
15,32,0.712
15,48,0.868
15,57,1.185
15,60,0.994
15,62,0.633
15,63,1.097
15,72,0.186
15,83,1.432
15,97,1.123
17,3,0.364
17,8,0.272
17,12,0.44
17,15,0.349
17,17,0.0
17,26,1.174
17,32,0.795
17,48,0.703
17,57,0.87
17,60,0.651
17,62,0.32
17,63,0.761
17,72,0.164
17,83,1.142
17,97,0.81
26,3,1.537
26,8,1.432
26,12,0.754
26,15,1.482
26,17,1.174
26,26,0.0
26,32,1.346
26,48,0.8
26,57,1.072
26,60,0.594
26,62,0.857
26,63,0.465
26,72,1.318
26,83,0.135
26,97,1.073
32,3,0.938
32,8,0.945
32,12,0.96
32,15,0.712
32,17,0.795
32,26,1.346
32,32,0.0
32,48,0.546
32,57,1.592
32,60,1.134
32,62,0.792
32,63,1.167
32,72,0.741
32,83,1.241
32,97,1.539
48,3,1.021
48,8,0.961
48,12,0.581
48,15,0.868
48,17,0.703
48,26,0.8
48,32,0.546
48,48,0.0
48,57,1.239
48,60,0.684
48,62,0.48
48,63,0.676
48,72,0.769
48,83,0.697
48,97,1.199
57,3,1.061
57,8,0.946
57,12,0.661
57,15,1.185
57,17,0.87
57,26,1.072
57,32,1.592
57,48,1.239
57,57,0.0
57,60,0.59
57,62,0.807
57,63,0.675
57,72,1.013
57,83,1.143
57,97,0.062
60,3,0.993
60,8,0.878
60,12,0.216
60,15,0.994
60,17,0.651
60,26,0.594
60,32,1.134
60,48,0.684
60,57,0.59
60,60,0.0
60,62,0.386
60,63,0.13
60,72,0.812
60,83,0.618
60,97,0.566
62,3,0.685
62,8,0.587
62,12,0.177
62,15,0.633
62,17,0.32
62,26,0.857
62,32,0.792
62,48,0.48
62,57,0.807
62,60,0.386
62,62,0.0
62,63,0.471
62,72,0.462
62,83,0.822
62,97,0.758
63,3,1.111
63,8,0.998
63,12,0.321
63,15,1.097
63,17,0.761
63,26,0.465
63,32,1.167
63,48,0.676
63,57,0.675
63,60,0.13
63,62,0.471
63,63,0.0
63,72,0.918
63,83,0.495
63,97,0.659
72,3,0.253
72,8,0.21
72,12,0.598
72,15,0.186
72,17,0.164
72,26,1.318
72,32,0.741
72,48,0.769
72,57,1.013
72,60,0.812
72,62,0.462
72,63,0.918
72,72,0.0
72,83,1.277
72,97,0.952
83,3,1.507
83,8,1.407
83,12,0.745
83,15,1.432
83,17,1.142
83,26,0.135
83,32,1.241
83,48,0.697
83,57,1.143
83,60,0.618
83,62,0.822
83,63,0.495
83,72,1.277
83,83,0.0
83,97,1.138
97,3,0.999
97,8,0.883
97,12,0.619
97,15,1.123
97,17,0.81
97,26,1.073
97,32,1.539
97,48,1.199
97,57,0.062
97,60,0.566
97,62,0.758
97,63,0.659
97,72,0.952
97,83,1.138
97,97,0.0
