fromnode,tonode,c
0,0,0.0
0,1,0.414
0,2,1.426
0,3,0.315
0,8,0.28
0,12,0.585
0,13,0.549
0,15,0.197
0,17,0.176
0,26,1.286
0,27,1.006
0,28,0.162
0,29,1.236
0,32,0.674
0,34,0.104
0,40,0.343
0,48,0.708
0,49,0.378
0,54,0.297
0,55,0.434
0,57,1.044
0,60,0.801
0,62,0.435
0,63,0.901
0,69,0.789
0,72,0.07
0,74,0.524
0,75,0.376
0,77,0.247
0,83,1.239
0,85,2.186
0,89,1.832
0,92,0.131
0,97,0.984
0,98,0.885
1,0,0.414
1,1,0.0
1,2,1.833
1,3,0.167
1,8,0.288
1,12,0.946
1,13,0.145
1,15,0.251
1,17,0.509
1,26,1.681
1,27,1.416
1,28,0.576
1,29,1.622
1,32,0.945
1,34,0.329
1,40,0.564
1,48,1.133
1,49,0.725
1,54,0.702
1,55,0.787
1,57,1.225
1,60,1.151
1,62,0.825
1,63,1.266
1,69,1.124
1,72,0.367
1,74,0.141
1,75,0.543
1,77,0.198
1,83,1.643
1,85,2.557
1,89,2.133
1,92,0.519
1,97,1.163
1,98,1.293
2,0,1.426
2,1,1.833
2,2,0.0
2,3,1.738
2,8,1.67
2,12,1.138
2,13,1.973
2,15,1.587
2,17,1.403
2,26,0.734
2,27,0.594
2,28,1.272
2,29,0.339
2,32,1.106
2,34,1.504
2,40,1.499
2,48,0.72
2,49,1.274
2,54,1.177
2,55,1.08
2,57,1.689
2,60,1.107
2,62,1.122
2,63,1.014
2,69,1.171
2,72,1.485
2,74,1.95
2,75,1.565
2,77,1.642
2,83,0.608
2,85,0.9
2,89,1.035
2,92,1.314
2,97,1.671
2,98,0.542
3,0,0.315
3,1,0.167
3,2,1.738
3,3,0.0
3,8,0.121
3,12,0.792
3,13,0.258
3,15,0.232
3,17,0.364
3,26,1.537
3,27,1.288
3,28,0.466
3,29,1.551
3,32,0.938
3,34,0.265
3,40,0.398
3,48,1.021
3,49,0.572
3,54,0.577
3,55,0.736
3,57,1.061
3,60,0.993
3,62,0.685
3,63,1.111
3,69,0.963
3,72,0.253
3,74,0.222
3,75,0.376
3,77,0.206
3,83,1.507
3,85,2.499
3,89,2.12
3,92,0.441
3,97,0.999
3,98,1.196
8,0,0.28
8,1,0.288
8,2,1.67
8,3,0.121
8,8,0.0
8,12,0.682
8,13,0.37
8,15,0.281
8,17,0.272
8,26,1.432
8,27,1.196
8,28,0.406
8,29,1.503
8,32,0.945
8,34,0.272
8,40,0.278
8,48,0.961
8,49,0.464
8,54,0.495
8,55,0.714
8,57,0.946
8,60,0.878
8,62,0.587
8,63,0.998
8,69,0.846
8,72,0.21
8,74,0.328
8,75,0.255
8,77,0.277
8,83,1.407
8,85,2.456
8,89,2.111
8,92,0.411
8,97,0.883
8,98,1.129
12,0,0.585
12,1,0.946
12,2,1.138
12,3,0.792
12,8,0.682
12,12,0.0
12,13,1.05
12,15,0.779
12,17,0.44
12,26,0.754
12,27,0.573
12,28,0.459
12,29,1.091
12,32,0.96
12,34,0.688
12,40,0.424
12,48,0.581
12,49,0.221
12,54,0.323
12,55,0.675
12,57,0.661
12,60,0.216
12,62,0.177
12,63,0.321
12,69,0.214
12,72,0.598
12,74,1.009
12,75,0.481
12,77,0.822
12,83,0.745
12,85,2.015
12,89,1.869
12,92,0.577
12,97,0.619
12,98,0.663
13,0,0.549
13,1,0.145
13,2,1.973
13,3,0.258
13,8,0.37
13,12,1.05
13,13,0.0
13,15,0.396
13,17,0.622
13,26,1.795
13,27,1.543
13,28,0.709
13,29,1.766
13,32,1.086
13,34,0.471
13,40,0.645
13,48,1.254
13,49,0.83
13,54,0.829
13,55,0.932
13,57,1.258
13,60,1.248
13,62,0.942
13,63,1.367
13,69,1.215
13,72,0.496
13,74,0.049
13,75,0.612
13,77,0.343
13,83,1.764
13,85,2.703
13,89,2.274
13,92,0.661
13,97,1.197
13,98,1.433
15,0,0.197
15,1,0.251
15,2,1.587
15,3,0.232
15,8,0.281
15,12,0.779
15,13,0.396
15,15,0.0
15,17,0.349
15,26,1.482
15,27,1.196
15,28,0.353
15,29,1.371
15,32,0.712
15,34,0.095
15,40,0.477
15,48,0.868
15,49,0.566
15,54,0.493
15,55,0.537
15,57,1.185
15,60,0.994
15,62,0.633
15,63,1.097
15,69,0.978
15,72,0.186
15,74,0.383
15,75,0.487
15,77,0.055
15,83,1.432
15,85,2.307
15,89,1.899
15,92,0.276
15,97,1.123
15,98,1.05
17,0,0.176
17,1,0.509
17,2,1.403
17,3,0.364
17,8,0.272
17,12,0.44
17,13,0.622
17,15,0.349
17,17,0.0
17,26,1.174
17,27,0.926
17,28,0.176
17,29,1.252
17,32,0.795
17,34,0.266
17,40,0.182
17,48,0.703
17,49,0.221
17,54,0.226
17,55,0.522
17,57,0.87
17,60,0.651
17,62,0.32
17,63,0.761
17,69,0.631
17,72,0.164
17,74,0.586
17,75,0.232
17,77,0.387
17,83,1.142
17,85,2.208
17,89,1.91
17,92,0.251
17,97,0.81
17,98,0.864
26,0,1.286
26,1,1.681
26,2,0.734
26,3,1.537
26,8,1.432
26,12,0.754
26,13,1.795
26,15,1.482
26,17,1.174
26,26,0.0
26,27,0.353
26,28,1.13
26,29,0.928
26,32,1.346
26,34,1.388
26,40,1.178
26,48,0.8
26,49,0.967
26,54,0.989
26,55,1.154
26,57,1.072
26,60,0.594
26,62,0.857
26,63,0.465
26,69,0.651
26,72,1.318
26,74,1.757
26,75,1.232
26,77,1.532
26,83,0.135
26,85,1.599
26,89,1.744
26,92,1.228
26,97,1.073
26,98,0.681
27,0,1.006
27,1,1.416
27,2,0.594
27,3,1.288
27,8,1.196
27,12,0.573
27,13,1.543
27,15,1.196
27,17,0.926
27,26,0.353
27,27,0.0
27,28,0.844
27,29,0.664
27,32,0.994
27,34,1.102
27,40,0.976
27,48,0.448
27,49,0.749
27,54,0.714
27,55,0.813
27,57,1.096
27,60,0.514
27,62,0.61
