fromnode,tonode,clientID,a,budget,clientRatio
7,10,0,7,52.42,7.488571428571428
7,10,1,6,44.85,7.4750000000000005
7,10,2,2,14.94,7.47
7,10,3,13,95.5,7.346153846153846
7,10,4,20,145.97,7.2985
7,10,5,17,122.85,7.226470588235294
7,10,6,16,115.41,7.213125
7,10,7,17,121.47,7.145294117647059
7,10,8,18,126.84,7.046666666666667
7,10,9,12,84.42,7.035
7,10,10,14,98.28,7.0200000000000005
7,10,11,16,111.5,6.96875
7,10,12,17,117.42,6.907058823529412
7,10,13,3,20.61,6.87
7,10,14,11,75.29,6.844545454545455
7,10,15,17,116.22,6.836470588235294
7,10,16,15,101.8,6.786666666666666
7,10,17,14,94.87,6.776428571428572
7,10,18,14,94.22,6.7299999999999995
7,10,19,7,46.75,6.678571428571429
7,10,20,20,133.2,6.659999999999999
7,10,21,13,86.55,6.657692307692307
7,10,22,2,13.31,6.655
7,10,23,6,39.73,6.621666666666666
7,10,24,2,13.16,6.58
7,10,25,17,111.22,6.54235294117647
7,10,26,5,32.28,6.456
7,10,27,11,69.79,6.344545454545455
7,10,28,12,75.89,6.324166666666667
7,10,29,8,49.97,6.24625
7,10,30,11,67.91,6.173636363636363
7,10,31,5,30.82,6.164
7,10,32,1,6.16,6.16
7,10,33,1,6.14,6.14
7,10,34,16,97.57,6.098125
7,10,35,15,90.67,6.044666666666667
7,10,36,12,71.93,5.9941666666666675
7,10,37,12,71.33,5.944166666666667
7,10,38,16,94.46,5.90375
7,10,39,18,104.94,5.83
7,10,40,3,17.37,5.79
7,10,41,9,51.74,5.748888888888889
7,10,42,4,22.96,5.74
7,10,43,3,17.22,5.739999999999999
7,10,44,20,112.7,5.635
7,10,45,6,33.59,5.598333333333334
7,10,46,7,38.92,5.5600000000000005
7,10,47,19,105.56,5.555789473684211
7,10,48,7,38.89,5.555714285714286
7,10,49,11,60.88,5.534545454545455
7,10,50,18,99.33,5.5183333333333335
7,10,51,13,70.93,5.456153846153847
7,10,52,8,43.58,5.4475
7,10,53,15,81.58,5.438666666666666
7,10,54,17,92.32,5.430588235294117
7,10,55,20,108.31,5.4155
7,10,56,14,75.4,5.385714285714286
7,10,57,20,107.71,5.3854999999999995
7,10,58,1,5.34,5.34
7,10,59,7,37.06,5.2942857142857145
7,10,60,17,89.86,5.285882352941177
7,10,61,10,52.78,5.2780000000000005
7,10,62,7,36.66,5.237142857142857
7,10,63,9,47.12,5.235555555555555
7,10,64,8,41.77,5.22125
7,10,65,19,99.03,5.212105263157895
7,10,66,15,77.58,5.172
7,10,67,17,87.77,5.162941176470588
7,10,68,5,25.67,5.134
7,10,69,4,20.33,5.0825
7,10,70,12,60.85,5.070833333333334
