fromnode,tonode,c
3,3,0.0
3,6,1.438
3,13,0.258
3,14,0.18
3,20,0.647
3,31,0.417
3,32,0.938
3,45,0.577
3,47,0.787
3,48,1.021
3,59,0.948
3,60,0.993
3,67,1.068
3,69,0.963
3,73,2.374
3,79,2.436
3,83,1.507
3,88,0.571
3,94,1.149
3,99,0.277
6,3,1.438
6,6,0.0
6,13,1.695
6,14,1.564
6,20,0.971
6,31,1.156
6,32,1.179
6,45,0.916
6,47,0.959
6,48,0.634
6,59,1.035
6,60,0.565
6,67,0.765
6,69,0.628
6,73,1.708
6,79,1.476
6,83,0.07
6,88,1.011
6,94,0.419
6,99,1.215
13,3,0.258
13,6,1.695
13,13,0.0
13,14,0.137
13,20,0.86
13,31,0.623
13,32,1.086
13,45,0.817
13,47,1.013
13,48,1.254
13,59,1.124
13,60,1.248
13,67,1.282
13,69,1.215
13,73,2.537
13,79,2.636
13,83,1.764
13,88,0.788
13,94,1.395
13,99,0.505
14,3,0.18
14,6,1.564
14,13,0.137
14,14,0.0
14,20,0.76
14,31,0.525
14,32,1.05
14,45,0.7
14,47,0.881
14,48,1.142
14,59,1.047
14,60,1.111
14,67,1.146
14,69,1.078
14,73,2.47
14,79,2.561
14,83,1.632
14,88,0.685
14,94,1.3
14,99,0.393
20,3,0.647
20,6,0.971
20,13,0.86
20,14,0.76
20,20,0.0
20,31,0.238
20,32,0.407
20,45,0.167
20,47,0.86
20,48,0.407
20,59,0.344
20,60,0.772
20,67,0.423
20,69,0.787
20,73,1.748
20,79,1.789
20,83,1.041
20,88,0.076
20,94,0.587
20,99,0.37
31,3,0.417
31,6,1.156
31,13,0.623
31,14,0.525
31,20,0.238
31,31,0.0
31,32,0.543
31,45,0.241
31,47,0.824
31,48,0.638
31,59,0.534
31,60,0.849
31,67,0.66
31,69,0.846
31,73,1.959
31,79,2.022
31,83,1.226
31,88,0.167
31,94,0.801
31,99,0.149
32,3,0.938
32,6,1.179
32,13,1.086
32,14,1.05
32,20,0.407
32,31,0.543
32,32,0.0
32,45,0.574
32,47,1.266
32,48,0.546
32,59,0.144
32,60,1.134
32,67,0.425
32,69,1.16
32,73,1.451
32,79,1.586
32,83,1.241
32,88,0.459
32,94,0.76
32,99,0.69
45,3,0.577
45,6,0.916
45,13,0.817
45,14,0.7
45,20,0.167
45,31,0.241
45,32,0.574
45,45,0.0
45,47,0.693
45,48,0.446
45,59,0.503
45,60,0.633
45,67,0.517
45,69,0.64
45,73,1.877
45,79,1.884
45,83,0.986
45,88,0.136
45,94,0.578
45,99,0.314
47,3,0.787
47,6,0.959
47,13,1.013
47,14,0.881
47,20,0.86
47,31,0.824
47,32,1.266
47,45,0.693
47,47,0.0
47,48,0.948
47,59,1.18
47,60,0.394
47,67,1.094
47,69,0.331
47,73,2.434
47,79,2.33
47,83,1.011
47,88,0.82
47,94,0.914
47,99,0.749
48,3,1.021
48,6,0.634
48,13,1.254
48,14,1.142
48,20,0.407
48,31,0.638
48,32,0.546
48,45,0.446
48,47,0.948
48,48,0.0
48,59,0.404
48,60,0.684
48,67,0.165
48,69,0.729
48,73,1.492
48,79,1.45
48,83,0.697
48,88,0.471
48,94,0.215
48,99,0.75
59,3,0.948
59,6,1.035
59,13,1.124
59,14,1.047
59,20,0.344
59,31,0.534
59,32,0.144
59,45,0.503
59,47,1.18
59,48,0.404
59,59,0.0
59,60,1.016
59,67,0.282
59,69,1.047
59,73,1.426
59,79,1.518
59,83,1.097
59,88,0.412
59,94,0.616
59,99,0.682
60,3,0.993
60,6,0.565
60,13,1.248
60,14,1.111
60,20,0.772
60,31,0.849
60,32,1.134
60,45,0.633
60,47,0.394
60,48,0.684
60,59,1.016
60,60,0.0
60,67,0.847
60,69,0.064
