fromnode,tonode,c
0,0,0.0
0,5,0.522
0,6,1.169
0,10,1.035
0,17,0.176
0,20,0.335
0,21,0.214
0,23,1.242
0,30,0.638
0,34,0.104
0,42,0.249
0,43,0.46
0,47,0.724
0,48,0.708
0,54,0.297
0,57,1.044
0,59,0.657
0,64,0.391
0,70,0.341
0,77,0.247
0,78,0.405
0,81,2.177
0,86,2.055
0,98,0.885
0,99,0.047
5,0,0.522
5,5,0.0
5,6,0.948
5,10,0.748
5,17,0.346
5,20,0.667
5,21,0.42
5,23,1.323
5,30,0.854
5,34,0.609
5,42,0.551
5,43,0.779
5,47,0.204
5,48,0.808
5,54,0.394
5,57,0.531
5,59,0.996
5,64,0.673
5,70,0.589
5,77,0.712
5,78,0.723
5,81,2.251
5,86,2.306
5,98,0.919
5,99,0.549
6,0,1.169
6,5,0.948
6,6,0.0
6,10,0.222
6,17,1.074
6,20,0.971
6,21,0.955
6,23,0.709
6,30,0.807
6,34,1.268
6,42,1.36
6,43,1.604
6,47,0.959
6,48,0.634
6,54,0.873
6,57,1.107
6,59,1.035
6,64,1.511
6,70,1.434
6,77,1.414
6,78,1.001
6,81,1.451
6,86,1.765
6,98,0.507
6,99,1.215
10,0,1.035
10,5,0.748
10,6,0.222
10,10,0.0
10,17,0.917
10,20,0.893
10,21,0.823
10,23,0.862
10,30,0.799
10,34,1.137
10,42,1.201
10,43,1.447
10,47,0.741
10,48,0.633
10,54,0.739
10,57,0.887
10,59,1.031
10,64,1.349
10,70,1.269
10,77,1.281
10,78,0.89
10,81,1.662
10,86,1.93
10,98,0.566
10,99,1.08
17,0,0.176
17,5,0.346
17,6,1.074
17,10,0.917
17,17,0.0
17,20,0.406
17,21,0.173
17,23,1.248
17,30,0.676
17,34,0.266
17,42,0.286
17,43,0.532
17,47,0.548
17,48,0.703
17,54,0.226
17,57,0.87
17,59,0.75
17,64,0.438
17,70,0.363
17,77,0.387
17,78,0.476
17,81,2.192
17,86,2.131
17,98,0.864
17,99,0.205
20,0,0.335
20,5,0.667
20,6,0.971
20,10,0.893
20,17,0.406
20,20,0.0
20,21,0.254
20,23,0.918
20,30,0.306
20,34,0.391
20,42,0.584
20,43,0.777
20,47,0.86
20,48,0.407
20,54,0.277
20,57,1.188
20,59,0.344
20,64,0.721
20,70,0.675
20,77,0.522
20,78,0.072
20,81,1.845
20,86,1.73
20,98,0.591
20,99,0.37
21,0,0.214
21,5,0.42
21,6,0.955
21,10,0.823
21,17,0.173
21,20,0.254
21,21,0.0
21,23,1.078
21,30,0.505
21,34,0.315
21,42,0.427
21,43,0.661
21,47,0.619
21,48,0.533
21,54,0.083
21,57,0.948
21,59,0.596
21,64,0.579
21,70,0.513
21,77,0.461
21,78,0.324
21,81,2.021
21,86,1.964
21,98,0.699
21,99,0.261
23,0,1.242
23,5,1.323
23,6,0.709
23,10,0.862
23,17,1.248
23,20,0.918
23,21,1.078
23,23,0.0
23,30,0.614
23,34,1.308
23,42,1.488
23,43,1.694
23,47,1.431
23,48,0.545
23,54,1.027
23,57,1.679
23,59,0.725
23,64,1.633
23,70,1.579
23,77,1.439
23,78,0.89
23,81,0.944
23,86,1.068
23,98,0.404
23,99,1.282
30,0,0.638
30,5,0.854
30,6,0.807
30,10,0.799
30,17,0.676
30,20,0.306
30,21,0.505
30,23,0.614
30,30,0.0
30,34,0.697
30,42,0.886
30,43,1.082
