fromnode,tonode,c
2,2,0.0
2,3,1.738
2,5,1.412
2,6,0.613
2,8,1.67
2,10,0.813
2,11,1.719
2,12,1.138
2,14,1.86
2,15,1.587
2,16,1.528
2,17,1.403
2,21,1.24
2,24,1.453
2,26,0.734
2,29,0.339
2,31,1.357
2,33,0.223
2,34,1.504
2,39,1.253
2,42,1.664
2,47,1.484
2,48,0.72
2,49,1.274
2,51,1.238
2,52,0.816
2,53,0.665
2,58,1.141
2,60,1.107
2,62,1.122
2,63,1.014
2,64,1.815
2,66,0.509
2,73,1.111
2,78,1.13
2,81,0.856
2,82,0.492
2,83,0.608
2,84,0.629
2,85,0.9
2,87,0.756
2,90,1.72
2,95,1.757
2,97,1.671
2,99,1.47
3,2,1.738
3,3,0.0
3,5,0.618
3,6,1.438
3,8,0.121
3,10,1.279
3,11,0.12
3,12,0.792
3,14,0.18
3,15,0.232
3,16,0.592
3,17,0.364
3,21,0.503
3,24,0.559
3,26,1.537
3,29,1.551
3,31,0.417
3,33,1.822
3,34,0.265
3,39,0.543
3,42,0.079
3,47,0.787
3,48,1.021
3,49,0.572
3,51,0.523
3,52,1.005
3,53,2.376
3,58,0.662
3,60,0.993
3,62,0.685
3,63,1.111
3,64,0.077
3,66,1.259
3,73,2.374
3,78,0.717
3,81,2.491
3,82,1.904
3,83,1.507
3,84,2.359
3,85,2.499
3,87,1.166
3,90,0.173
3,95,0.172
3,97,0.999
3,99,0.277
5,2,1.412
5,3,0.618
5,5,0.0
5,6,0.948
5,8,0.498
5,10,0.748
5,11,0.692
5,12,0.277
5,14,0.725
5,15,0.683
5,16,0.116
5,17,0.346
5,21,0.42
5,24,0.063
5,26,1.002
5,29,1.344
5,31,0.621
5,33,1.425
5,34,0.609
5,39,0.684
5,42,0.551
5,47,0.204
5,48,0.808
5,49,0.204
5,51,0.355
5,52,0.596
5,53,2.077
5,58,0.735
5,60,0.412
5,62,0.329
5,63,0.541
5,64,0.673
5,66,0.903
5,73,2.301
5,78,0.723
5,81,2.251
5,82,1.725
5,83,1.009
5,84,2.035
5,85,2.281
5,87,0.692
5,90,0.743
5,95,0.763
5,97,0.474
5,99,0.549
6,2,0.613
6,3,1.438
6,5,0.948
6,6,0.0
6,8,1.34
6,10,0.222
6,11,1.458
6,12,0.681
6,14,1.564
6,15,1.362
6,16,1.055
6,17,1.074
6,21,0.955
6,24,1.003
6,26,0.174
6,29,0.769
6,31,1.156
6,33,0.525
6,34,1.268
6,39,1.098
6,42,1.36
6,47,0.959
6,48,0.634
6,49,0.88
6,51,0.919
6,52,0.442
6,53,1.225
6,58,1.027
6,60,0.565
6,62,0.754
6,63,0.446
6,64,1.511
6,66,0.351
6,73,1.708
6,78,1.001
6,81,1.451
6,82,1.079
6,83,0.07
6,84,1.161
6,85,1.504
6,87,0.273
6,90,1.482
6,95,1.515
6,97,1.098
6,99,1.215
8,2,1.67
8,3,0.121
8,5,0.498
8,6,1.34
8,8,0.0
8,10,1.173
8,11,0.212
8,12,0.682
8,14,0.232
8,15,0.281
8,16,0.472
8,17,0.272
8,21,0.43
8,24,0.438
8,26,1.432
8,29,1.503
8,31,0.404
8,33,1.742
8,34,0.272
8,39,0.528
8,42,0.071
8,47,0.666
8,48,0.961
8,49,0.464
8,51,0.436
8,52,0.913
8,53,2.317
8,58,0.641
8,60,0.878
8,62,0.587
8,63,0.998
8,64,0.179
8,66,1.18
8,73,2.358
8,78,0.683
8,81,2.444
8,82,1.864
8,83,1.407
8,84,2.295
8,85,2.456
8,87,1.067
8,90,0.273
8,95,0.282
8,97,0.883
8,99,0.256
10,2,0.813
10,3,1.279
10,5,0.748
10,6,0.222
10,8,1.173
10,10,0.0
10,11,1.312
10,12,0.495
10,14,1.402
10,15,1.232
10,16,0.85
10,17,0.917
10,21,0.823
10,24,0.806
10,26,0.259
10,29,0.914
10,31,1.044
10,33,0.745
10,34,1.137
10,39,1.008
10,42,1.201
10,47,0.741
10,48,0.633
10,49,0.709
10,51,0.776
10,52,0.345
10,53,1.443
