fromnode,tonode,c
0,0,0.0
0,2,1.426
0,5,0.522
0,6,1.169
0,8,0.28
0,10,1.035
0,11,0.297
0,12,0.585
0,13,0.549
0,14,0.435
0,16,0.558
0,17,0.176
0,20,0.335
0,21,0.214
0,23,1.242
0,25,0.099
0,26,1.286
0,28,0.162
0,30,0.638
0,34,0.104
0,37,0.196
0,42,0.249
0,43,0.46
0,47,0.724
0,48,0.708
0,49,0.378
0,51,0.261
0,53,2.061
0,54,0.297
0,57,1.044
0,58,0.361
0,59,0.657
0,64,0.391
0,69,0.789
0,70,0.341
0,77,0.247
0,78,0.405
0,81,2.177
0,86,2.055
0,88,0.259
0,90,0.314
0,95,0.348
0,96,0.263
0,98,0.885
0,99,0.047
2,0,1.426
2,2,0.0
2,5,1.412
2,6,0.613
2,8,1.67
2,10,0.813
2,11,1.719
2,12,1.138
2,13,1.973
2,14,1.86
2,16,1.528
2,17,1.403
2,20,1.122
2,21,1.24
2,23,0.28
2,25,1.343
2,26,0.734
2,28,1.272
2,30,0.832
2,34,1.504
2,37,1.234
2,42,1.664
2,43,1.886
2,47,1.484
2,48,0.72
2,49,1.274
2,51,1.238
2,53,0.665
2,54,1.177
2,57,1.689
2,58,1.141
2,59,0.98
2,64,1.815
2,69,1.171
2,70,1.753
2,77,1.642
2,78,1.13
2,81,0.856
2,86,1.181
2,88,1.19
2,90,1.72
2,95,1.757
2,96,1.638
2,98,0.542
2,99,1.47
5,0,0.522
5,2,1.412
5,5,0.0
5,6,0.948
5,8,0.498
5,10,0.748
5,11,0.692
5,12,0.277
5,13,0.861
5,14,0.725
5,16,0.116
5,17,0.346
5,20,0.667
5,21,0.42
5,23,1.323
5,25,0.46
5,26,1.002
5,28,0.467
5,30,0.854
5,34,0.609
5,37,0.554
5,42,0.551
5,43,0.779
5,47,0.204
5,48,0.808
5,49,0.204
5,51,0.355
5,53,2.077
5,54,0.394
5,57,0.531
5,58,0.735
5,59,0.996
5,64,0.673
5,69,0.366
5,70,0.589
5,77,0.712
5,78,0.723
5,81,2.251
5,86,2.306
5,88,0.622
5,90,0.743
5,95,0.763
5,96,0.464
5,98,0.919
5,99,0.549
6,0,1.169
6,2,0.613
6,5,0.948
6,6,0.0
6,8,1.34
6,10,0.222
6,11,1.458
6,12,0.681
6,13,1.695
6,14,1.564
6,16,1.055
6,17,1.074
6,20,0.971
6,21,0.955
