fromnode,tonode,c
1,1,0.0
1,3,0.167
1,6,1.574
1,9,1.275
1,13,0.145
1,14,0.115
1,16,0.759
1,17,0.509
1,20,0.717
1,23,1.634
1,27,1.416
1,31,0.479
1,32,0.945
1,35,0.793
1,45,0.682
1,47,0.954
1,48,1.133
1,49,0.725
1,52,1.135
1,56,1.018
1,59,0.979
1,60,1.151
1,66,1.371
1,67,1.138
1,69,1.124
1,73,2.395
1,79,2.491
1,82,1.96
1,83,1.643
1,86,2.355
1,88,0.645
1,89,2.133
1,93,2.15
1,94,1.26
1,97,1.163
3,1,0.167
3,3,0.0
3,6,1.438
3,9,1.124
3,13,0.258
3,14,0.18
3,16,0.592
3,17,0.364
3,20,0.647
3,23,1.557
3,27,1.288
3,31,0.417
3,32,0.938
3,35,0.672
3,45,0.577
3,47,0.787
3,48,1.021
3,49,0.572
3,52,1.005
3,56,0.882
3,59,0.948
3,60,0.993
3,66,1.259
3,67,1.068
3,69,0.963
3,73,2.374
3,79,2.436
3,82,1.904
3,83,1.507
3,86,2.343
3,88,0.571
3,89,2.12
3,93,2.05
3,94,1.149
3,97,0.999
6,1,1.574
6,3,1.438
6,6,0.0
6,9,0.391
6,13,1.695
6,14,1.564
6,16,1.055
6,17,1.074
6,20,0.971
6,23,0.709
6,27,0.187
6,31,1.156
6,32,1.179
6,35,0.789
6,45,0.916
6,47,0.959
6,48,0.634
6,49,0.88
6,52,0.442
6,56,0.556
6,59,1.035
6,60,0.565
6,66,0.351
6,67,0.765
6,69,0.628
6,73,1.708
6,79,1.476
6,82,1.079
6,83,0.07
6,86,1.765
6,88,1.011
6,89,1.593
6,93,0.794
6,94,0.419
6,97,1.098
9,1,1.275
9,3,1.124
9,6,0.391
9,9,0.0
9,13,1.381
9,14,1.26
9,16,0.674
9,17,0.767
9,20,0.805
9,23,0.958
9,27,0.358
9,31,0.925
9,32,1.126
9,35,0.557
9,45,0.691
9,47,0.568
9,48,0.624
9,49,0.551
9,52,0.296
9,56,0.319
9,59,0.996
9,60,0.174
9,66,0.503
9,67,0.788
9,69,0.236
9,73,1.985
9,79,1.814
9,82,1.363
9,83,0.444
9,86,2.022
9,88,0.816
9,89,1.828
9,93,1.174
9,94,0.476
9,97,0.722
13,1,0.145
13,3,0.258
13,6,1.695
13,9,1.381
13,13,0.0
13,14,0.137
13,16,0.616
13,17,0.622
13,20,0.86
13,23,1.778
13,27,1.543
13,31,0.623
13,32,1.086
13,35,0.922
13,45,0.817
13,47,1.013
13,48,1.254
13,49,0.83
13,52,1.26
13,56,1.139
13,59,1.124
13,60,1.248
13,66,1.505
13,67,1.282
13,69,1.215
13,73,2.537
13,79,2.636
13,82,2.105
13,83,1.764
13,86,2.495
13,88,0.788
13,89,2.274
13,93,2.289
13,94,1.395
13,97,1.197
14,1,0.115
14,3,0.18
14,6,1.564
14,9,1.26
14,13,0.137
14,14,0.0
14,16,0.686
14,17,0.49
14,20,0.76
14,23,1.675
14,27,1.414
14,31,0.525
14,32,1.05
14,35,0.798
14,45,0.7
14,47,0.881
14,48,1.142
14,49,0.694
14,52,1.131
14,56,1.008
14,59,1.047
14,60,1.111
14,66,1.384
14,67,1.146
14,69,1.078
14,73,2.47
14,79,2.561
14,82,2.12
14,83,1.632
14,86,2.434
14,88,0.685
14,89,2.234
14,93,2.173
14,94,1.3
14,97,1.074
16,1,0.759
16,3,0.592
16,6,1.055
16,9,0.674
16,13,0.616
16,14,0.686
16,16,0.0
16,17,0.387
16,20,0.75
16,23,1.438
16,27,0.962
16,31,0.672
16,32,1.156
16,35,0.551
16,45,0.585
16,47,0.195
16,48,0.92
16,49,0.302
16,52,0.712
16,56,0.59
16,59,1.087
16,60,0.506
16,66,1.02
16,67,1.048
16,69,0.453
16,73,2.411
16,79,2.348
