fromnode,tonode,clientID,a,budget,clientRatio
1,3,0,12,8.05,0.6708333333333334
1,3,1,15,9.83,0.6553333333333333
1,3,2,8,4.43,0.55375
1,3,3,20,4.76,0.238
1,3,4,17,0.96,0.05647058823529411
1,6,0,16,110.02,6.87625
1,6,1,13,57.5,4.423076923076923
1,6,2,7,23.79,3.3985714285714286
1,6,3,19,41.77,2.1984210526315793
1,6,4,6,7.02,1.17
1,9,0,6,35.18,5.863333333333333
1,9,1,20,59.55,2.9775
1,9,2,13,16.01,1.2315384615384617
1,9,3,3,3.31,1.1033333333333333
1,9,4,5,1.33,0.266
1,13,0,7,4.88,0.6971428571428572
1,13,1,6,3.82,0.6366666666666666
1,13,2,7,2.83,0.4042857142857143
1,13,3,10,2.47,0.24700000000000003
1,13,4,1,0.17,0.17
1,14,0,7,3.9,0.5571428571428572
1,14,1,12,3.02,0.25166666666666665
1,14,2,13,2.44,0.18769230769230769
1,14,3,5,0.84,0.16799999999999998
1,14,4,7,0.86,0.12285714285714286
1,16,0,12,37.61,3.1341666666666668
1,16,1,20,52.43,2.6215
1,16,2,20,45.74,2.287
1,16,3,11,13.75,1.25
1,16,4,11,4.32,0.39272727272727276
1,17,0,1,2.42,2.42
1,17,1,12,25.99,2.165833333333333
1,17,2,16,28.85,1.803125
1,17,3,6,7.67,1.2783333333333333
1,17,4,6,1.45,0.24166666666666667
1,20,0,19,57.73,3.0384210526315787
1,20,1,6,13.74,2.29
1,20,2,1,2.03,2.03
1,20,3,14,19.65,1.4035714285714285
1,20,4,15,4.56,0.304
1,23,0,8,60.95,7.61875
1,23,1,12,87.94,7.328333333333333
1,23,2,9,57.69,6.41
1,23,3,15,45.42,3.028
1,23,4,7,8.82,1.26
1,27,0,12,73.52,6.126666666666666
1,27,1,17,75.39,4.434705882352941
1,27,2,4,17.17,4.2925
1,27,3,2,6.45,3.225
1,27,4,3,5.1,1.7
1,31,0,10,23.87,2.387
1,31,1,3,4.61,1.5366666666666668
1,31,2,5,4.39,0.8779999999999999
1,31,3,11,8.8,0.8
1,31,4,18,5.53,0.30722222222222223
1,32,0,3,13.99,4.663333333333333
1,32,1,18,78.81,4.378333333333334
1,32,2,6,20.73,3.455
1,32,3,20,34.97,1.7485
1,32,4,2,2.53,1.265
1,35,0,5,19.47,3.8939999999999997
1,35,1,11,36.85,3.35
1,35,2,2,6.42,3.21
1,35,3,9,17.04,1.8933333333333333
1,35,4,14,9.98,0.7128571428571429
1,45,0,19,61.67,3.245789473684211
1,45,1,2,5.8,2.9
1,45,2,14,19.0,1.3571428571428572
1,45,3,10,5.99,0.599
1,45,4,14,6.8,0.4857142857142857
1,47,0,20,81.87,4.093500000000001
1,47,1,16,53.52,3.345
1,47,2,11,26.23,2.3845454545454547
1,47,3,10,23.43,2.343
1,47,4,17,38.55,2.2676470588235293
1,48,0,18,98.04,5.446666666666667
1,48,1,16,79.14,4.94625
1,48,2,9,27.26,3.028888888888889
1,48,3,5,4.19,0.8380000000000001
1,48,4,6,4.27,0.7116666666666666
1,49,0,18,56.94,3.163333333333333
1,49,1,2,5.58,2.79
1,49,2,12,30.75,2.5625
1,49,3,12,25.1,2.091666666666667
1,49,4,12,4.38,0.365
1,52,0,10,54.4,5.4399999999999995
1,52,1,19,92.49,4.867894736842105
1,52,2,9,43.0,4.777777777777778
1,52,3,9,39.79,4.421111111111111
1,52,4,11,41.43,3.766363636363636
1,56,0,17,57.24,3.367058823529412
1,56,1,16,46.02,2.87625
1,56,2,9,22.19,2.4655555555555555
1,56,3,12,22.84,1.9033333333333333
1,56,4,9,16.16,1.7955555555555556
1,59,0,15,71.74,4.782666666666667
1,59,1,6,25.7,4.283333333333333
1,59,2,12,43.96,3.6633333333333336
1,59,3,11,28.94,2.630909090909091
1,59,4,14,25.77,1.8407142857142857
1,60,0,17,95.98,5.645882352941177
1,60,1,7,33.97,4.852857142857142
1,60,2,3,12.62,4.206666666666666
1,60,3,16,28.69,1.793125
1,60,4,14,16.51,1.1792857142857145
1,66,0,18,96.7,5.372222222222223
1,66,1,9,45.14,5.015555555555555
1,66,2,19,69.78,3.6726315789473687
1,66,3,14,31.72,2.2657142857142856
1,66,4,1,1.56,1.56
1,67,0,2,11.23,5.615
1,67,1,6,22.04,3.6733333333333333
1,67,2,19,50.1,2.636842105263158
1,67,3,6,8.54,1.4233333333333331
1,67,4,8,9.06,1.1325
1,69,0,6,16.97,2.828333333333333
1,69,1,15,31.79,2.119333333333333
1,69,2,5,4.11,0.8220000000000001
1,69,3,20,12.26,0.613
1,69,4,18,7.51,0.4172222222222222
1,73,0,13,148.52,11.424615384615386
1,73,1,14,146.15,10.439285714285715
1,73,2,18,85.99,4.777222222222222
1,73,3,7,22.49,3.2128571428571426
1,73,4,12,5.84,0.48666666666666664
1,79,0,12,123.42,10.285
1,79,1,2,14.15,7.075
1,79,2,18,119.3,6.627777777777777
1,79,3,19,76.07,4.003684210526315
1,79,4,10,16.32,1.6320000000000001
1,82,0,19,122.26,6.434736842105264
1,82,1,6,35.99,5.998333333333334
1,82,2,19,92.72,4.88
1,82,3,12,57.48,4.79
1,82,4,14,59.39,4.242142857142857
1,83,0,7,55.74,7.9628571428571435
1,83,1,11,52.7,4.790909090909091
1,83,2,20,91.65,4.5825000000000005
1,83,3,1,3.34,3.34
1,83,4,20,20.9,1.045
1,86,0,14,161.16,11.51142857142857
1,86,1,11,83.45,7.586363636363637
1,86,2,13,62.54,4.810769230769231
1,86,3,19,89.67,4.719473684210526
1,86,4,16,60.26,3.76625
1,88,0,9,21.81,2.4233333333333333
1,88,1,6,11.84,1.9733333333333334
1,88,2,10,16.66,1.666
1,88,3,10,16.51,1.6510000000000002
1,88,4,14,2.66,0.19
1,89,0,20,205.28,10.264
1,89,1,5,44.46,8.892
1,89,2,8,27.42,3.4275
1,89,3,10,18.94,1.8940000000000001
1,89,4,1,1.67,1.67
1,93,0,16,135.99,8.499375
1,93,1,5,39.38,7.876
1,93,2,8,43.9,5.4875
1,93,3,1,5.39,5.39
1,93,4,18,58.6,3.2555555555555555
1,94,0,20,125.09,6.2545
1,94,1,20,111.56,5.578
1,94,2,17,70.59,4.152352941176471
1,94,3,10,20.25,2.025
1,94,4,4,1.4,0.35
1,97,0,18,75.33,4.185
1,97,1,12,26.98,2.2483333333333335
1,97,2,5,9.56,1.9120000000000001
1,97,3,20,37.79,1.8895
1,97,4,17,6.48,0.38117647058823534
3,1,0,4,2.98,0.745
3,1,1,15,8.75,0.5833333333333334
3,1,2,1,0.24,0.24
3,1,3,18,3.36,0.18666666666666665
3,1,4,19,2.65,0.1394736842105263
3,6,0,7,45.45,6.492857142857143
3,6,1,16,99.43,6.214375
3,6,2,14,79.24,5.659999999999999
3,6,3,14,61.51,4.393571428571429
3,6,4,13,46.43,3.5715384615384616
3,9,0,16,82.21,5.138125
3,9,1,15,70.54,4.702666666666667
3,9,2,1,3.97,3.97
3,9,3,14,47.12,3.3657142857142857
