fromnode,tonode,c
0,0,0.0
0,5,0.522
0,6,1.169
0,8,0.28
0,10,1.035
0,14,0.435
0,16,0.558
0,17,0.176
0,20,0.335
0,21,0.214
0,23,1.242
0,30,0.638
0,34,0.104
0,42,0.249
0,43,0.46
0,47,0.724
0,48,0.708
0,49,0.378
0,54,0.297
0,57,1.044
0,59,0.657
0,64,0.391
0,70,0.341
0,77,0.247
0,78,0.405
0,81,2.177
0,86,2.055
0,90,0.314
0,98,0.885
0,99,0.047
5,0,0.522
5,5,0.0
5,6,0.948
5,8,0.498
5,10,0.748
5,14,0.725
5,16,0.116
5,17,0.346
5,20,0.667
5,21,0.42
5,23,1.323
5,30,0.854
5,34,0.609
5,42,0.551
5,43,0.779
5,47,0.204
5,48,0.808
5,49,0.204
5,54,0.394
5,57,0.531
5,59,0.996
5,64,0.673
5,70,0.589
5,77,0.712
5,78,0.723
5,81,2.251
5,86,2.306
5,90,0.743
5,98,0.919
5,99,0.549
6,0,1.169
6,5,0.948
6,6,0.0
6,8,1.34
6,10,0.222
6,14,1.564
6,16,1.055
6,17,1.074
6,20,0.971
6,21,0.955
6,23,0.709
6,30,0.807
6,34,1.268
6,42,1.36
6,43,1.604
6,47,0.959
6,48,0.634
6,49,0.88
6,54,0.873
6,57,1.107
6,59,1.035
6,64,1.511
6,70,1.434
6,77,1.414
6,78,1.001
6,81,1.451
6,86,1.765
6,90,1.482
6,98,0.507
6,99,1.215
8,0,0.28
8,5,0.498
8,6,1.34
8,8,0.0
8,10,1.173
8,14,0.232
8,16,0.472
8,17,0.272
8,20,0.613
8,21,0.43
8,23,1.504
8,30,0.91
8,34,0.272
8,42,0.071
8,43,0.283
8,47,0.666
8,48,0.961
8,49,0.464
8,54,0.495
8,57,0.946
8,59,0.936
8,64,0.179
8,70,0.096
8,77,0.277
8,78,0.683
8,81,2.444
8,86,2.334
8,90,0.273
8,98,1.129
8,99,0.256
10,0,1.035
10,5,0.748
10,6,0.222
10,8,1.173
10,10,0.0
10,14,1.402
10,16,0.85
10,17,0.917
10,20,0.893
10,21,0.823
10,23,0.862
10,30,0.799
10,34,1.137
10,42,1.201
10,43,1.447
10,47,0.741
10,48,0.633
10,49,0.709
10,54,0.739
10,57,0.887
10,59,1.031
10,64,1.349
10,70,1.269
10,77,1.281
10,78,0.89
10,81,1.662
10,86,1.93
10,90,1.343
10,98,0.566
10,99,1.08
14,0,0.435
14,5,0.725
14,6,1.564
14,8,0.232
14,10,1.402
14,14,0.0
14,16,0.686
14,17,0.49
14,20,0.76
14,21,0.628
14,23,1.675
14,30,1.066
14,34,0.371
14,42,0.204
14,43,0.05
14,47,0.881
14,48,1.142
14,49,0.694
14,54,0.703
14,57,1.136
14,59,1.047
14,64,0.054
14,70,0.137
14,77,0.27
14,78,0.83
14,81,2.605
14,86,2.434
14,90,0.204
14,98,1.32
14,99,0.393
16,0,0.558
16,5,0.116
16,6,1.055
16,8,0.472
16,10,0.85
16,14,0.686
16,16,0.0
16,17,0.387
16,20,0.75
16,21,0.497
16,23,1.438
16,30,0.957
16,34,0.633
16,42,0.535
16,43,0.742
16,47,0.195
16,48,0.92
16,49,0.302
16,54,0.485
16,57,0.49
16,59,1.087
16,64,0.636
16,70,0.555
16,77,0.717
16,78,0.81
16,81,2.367
16,86,2.415
16,90,0.736
16,98,1.034
16,99,0.577
17,0,0.176
17,5,0.346
