fromnode,tonode,c
1,1,0.0
1,3,0.167
1,6,1.574
1,13,0.145
1,14,0.115
1,20,0.717
1,27,1.416
1,31,0.479
1,32,0.945
1,45,0.682
1,47,0.954
1,48,1.133
1,59,0.979
1,60,1.151
1,67,1.138
1,69,1.124
1,73,2.395
1,79,2.491
1,82,1.96
1,83,1.643
1,88,0.645
1,89,2.133
1,93,2.15
1,94,1.26
1,97,1.163
3,1,0.167
3,3,0.0
3,6,1.438
3,13,0.258
3,14,0.18
3,20,0.647
3,27,1.288
3,31,0.417
3,32,0.938
3,45,0.577
3,47,0.787
3,48,1.021
3,59,0.948
3,60,0.993
3,67,1.068
3,69,0.963
3,73,2.374
3,79,2.436
3,82,1.904
3,83,1.507
3,88,0.571
3,89,2.12
3,93,2.05
3,94,1.149
3,97,0.999
6,1,1.574
6,3,1.438
6,6,0.0
6,13,1.695
6,14,1.564
6,20,0.971
6,27,0.187
6,31,1.156
6,32,1.179
6,45,0.916
6,47,0.959
6,48,0.634
6,59,1.035
6,60,0.565
6,67,0.765
6,69,0.628
6,73,1.708
6,79,1.476
6,82,1.079
6,83,0.07
6,88,1.011
6,89,1.593
6,93,0.794
6,94,0.419
6,97,1.098
13,1,0.145
13,3,0.258
13,6,1.695
13,13,0.0
13,14,0.137
13,20,0.86
13,27,1.543
13,31,0.623
13,32,1.086
13,45,0.817
13,47,1.013
13,48,1.254
13,59,1.124
13,60,1.248
13,67,1.282
13,69,1.215
13,73,2.537
13,79,2.636
13,82,2.105
13,83,1.764
13,88,0.788
13,89,2.274
13,93,2.289
13,94,1.395
13,97,1.197
14,1,0.115
14,3,0.18
14,6,1.564
14,13,0.137
14,14,0.0
14,20,0.76
14,27,1.414
14,31,0.525
14,32,1.05
14,45,0.7
14,47,0.881
14,48,1.142
14,59,1.047
14,60,1.111
14,67,1.146
14,69,1.078
14,73,2.47
14,79,2.561
14,82,2.12
14,83,1.632
14,88,0.685
14,89,2.234
14,93,2.173
14,94,1.3
14,97,1.074
20,1,0.717
20,3,0.647
20,6,0.971
20,13,0.86
20,14,0.76
20,20,0.0
20,27,0.79
20,31,0.238
20,32,0.407
20,45,0.167
20,47,0.86
20,48,0.407
20,59,0.344
20,60,0.772
20,67,0.423
20,69,0.787
20,73,1.748
20,79,1.789
20,82,1.257
20,83,1.041
20,88,0.076
20,89,1.507
20,93,1.441
20,94,0.587
20,97,1.134
27,1,1.416
27,3,1.288
27,6,0.187
27,13,1.543
27,14,1.414
27,20,0.79
27,27,0.0
27,31,0.983
27,32,0.994
27,45,0.746
27,47,0.897
27,48,0.448
27,59,0.85
27,60,0.514
27,67,0.585
27,69,0.578
27,73,1.637
27,79,1.456
27,82,1.01
27,83,0.253
27,88,0.833
27,89,1.496
27,93,0.839
27,94,0.234
27,97,1.077
31,1,0.479
31,3,0.417
31,6,1.156
31,13,0.623
31,14,0.525
31,20,0.238
31,27,0.983
31,31,0.0
31,32,0.543
31,45,0.241
31,47,0.824
31,48,0.638
31,59,0.534
31,60,0.849
31,67,0.66
31,69,0.846
31,73,1.959
31,79,2.022
31,82,1.489
31,83,1.226
31,88,0.167
31,89,1.709
31,93,1.675
31,94,0.801
31,97,1.091
32,1,0.945
32,3,0.938
32,6,1.179
32,13,1.086
32,14,1.05
32,20,0.407
32,27,0.994
32,31,0.543
32,32,0.0
32,45,0.574
32,47,1.266
32,48,0.546
32,59,0.144
32,60,1.134
32,67,0.425
32,69,1.16
32,73,1.451
32,79,1.586
32,82,1.07
32,83,1.241
32,88,0.459
32,89,1.189
32,93,1.42
32,94,0.76
32,97,1.539
45,1,0.682
45,3,0.577
45,6,0.916
45,13,0.817
45,14,0.7
45,20,0.167
45,27,0.746
45,31,0.241
45,32,0.574
45,45,0.0
45,47,0.693
45,48,0.446
