fromnode,tonode,c
4,4,0.0
4,7,1.969
4,10,0.619
4,11,0.749
4,20,0.597
4,21,0.373
4,27,0.707
4,32,0.998
4,34,0.626
4,39,0.64
4,46,0.341
4,47,0.276
4,50,1.749
4,55,0.707
4,56,0.332
4,64,0.755
4,65,0.516
4,69,0.272
4,74,0.903
4,77,0.749
4,81,2.11
4,85,2.141
4,87,0.552
4,90,0.793
4,94,0.674
7,4,1.969
7,7,0.0
7,10,1.502
7,11,2.346
7,20,1.739
7,21,1.901
7,27,1.296
7,32,1.596
7,34,2.13
7,39,1.859
7,46,1.674
7,47,2.189
7,50,0.223
7,55,1.669
7,56,1.638
7,64,2.457
7,65,2.378
7,69,1.874
7,74,2.582
7,77,2.257
7,81,0.171
7,85,0.247
7,87,1.46
7,90,2.336
7,94,1.299
10,4,0.619
10,7,1.502
10,10,0.0
10,11,1.312
10,20,0.893
10,21,0.823
10,27,0.251
10,32,1.169
10,34,1.137
10,39,1.008
10,46,0.285
10,47,0.741
10,50,1.295
10,55,0.946
10,56,0.424
10,64,1.349
10,65,1.133
10,69,0.41
10,74,1.499
10,77,1.281
10,81,1.662
10,85,1.712
10,87,0.172
10,90,1.343
10,94,0.443
11,4,0.749
11,7,2.346
11,10,1.312
11,11,0.0
11,20,0.607
11,21,0.506
11,27,1.299
11,32,0.861
11,34,0.216
11,39,0.49
11,46,1.032
11,47,0.871
11,50,2.128
11,55,0.683
11,56,0.902
11,64,0.145
11,65,0.366
11,69,1.021
11,74,0.236
11,77,0.107
11,81,2.449
11,85,2.454
11,87,1.188
11,90,0.063
11,94,1.144
20,4,0.597
20,7,1.739
20,10,0.893
20,11,0.607
20,20,0.0
20,21,0.254
20,27,0.79
20,32,0.407
20,34,0.391
20,39,0.134
20,46,0.672
20,47,0.86
20,50,1.521
20,55,0.118
20,56,0.485
20,64,0.721
20,65,0.707
20,69,0.787
20,74,0.843
20,77,0.522
20,81,1.845
20,85,1.853
20,87,0.731
20,90,0.601
20,94,0.587
21,4,0.373
21,7,1.901
21,10,0.823
21,11,0.506
21,20,0.254
21,21,0.0
21,27,0.793
21,32,0.659
21,34,0.315
21,39,0.268
21,46,0.555
21,47,0.619
21,50,1.678
21,55,0.373
21,56,0.402
21,64,0.579
21,65,0.485
21,69,0.608
21,74,0.722
21,77,0.461
21,81,2.021
21,85,2.036
21,87,0.687
21,90,0.527
21,94,0.646
27,4,0.707
27,7,1.296
27,10,0.251
27,11,1.299
27,20,0.79
27,21,0.793
27,27,0.0
27,32,0.994
27,34,1.102
27,39,0.918
27,46,0.383
27,47,0.897
27,50,1.081
27,55,0.813
27,56,0.41
27,64,1.363
27,65,1.19
27,69,0.578
27,74,1.51
27,77,1.249
27,81,1.449
27,85,1.493
27,87,0.164
27,90,1.319
27,94,0.234
32,4,0.998
32,7,1.596
32,10,1.169
32,11,0.861
32,20,0.407
32,21,0.659
32,27,0.994
32,32,0.0
32,34,0.678
32,39,0.426
32,46,1.009
32,47,1.266
32,50,1.397
32,55,0.291
32,56,0.821
32,64,1.001
32,65,1.069
32,69,1.16
32,74,1.085
32,77,0.755
32,81,1.669
32,85,1.658
32,87,0.997
32,90,0.828
32,94,0.76
34,4,0.626
34,7,2.13
34,10,1.137
34,11,0.216
34,20,0.391
34,21,0.315
34,27,1.102
34,32,0.678
34,34,0.0
34,39,0.279
34,46,0.866
34,47,0.808
34,50,1.912
34,55,0.472
34,56,0.718
34,64,0.335
34,65,0.416
34,69,0.89
34,74,0.452
34,77,0.147
34,81,2.235
34,85,2.241
34,87,1.001
34,90,0.22
34,94,0.935
39,4,0.64
39,7,1.859
39,10,1.008
39,11,0.49
39,20,0.134
39,21,0.268
39,27,0.918
39,32,0.426
39,34,0.279
39,39,0.0
39,46,0.77
39,47,0.886
39,50,1.642
39,55,0.194
39,56,0.59
39,64,0.614
39,65,0.644
39,69,0.861
39,74,0.726
39,77,0.398
39,81,1.96
39,85,1.964
39,87,0.85
39,90,0.477
39,94,0.72
46,4,0.341
46,7,1.674
46,10,0.285
46,11,1.032
46,20,0.672
46,21,0.555
46,27,0.383
46,32,1.009
