fromnode,tonode,c
0,0,0.0
0,2,1.426
0,4,0.528
0,5,0.522
0,10,1.035
0,11,0.297
0,12,0.585
0,18,0.394
0,23,1.242
0,24,0.482
0,25,0.099
0,31,0.132
0,32,0.674
0,33,1.519
0,34,0.104
0,36,0.185
0,37,0.196
0,40,0.343
0,41,0.417
0,42,0.249
0,44,1.092
0,46,0.762
0,47,0.724
0,52,0.728
0,53,2.061
0,54,0.297
0,56,0.616
0,57,1.044
0,58,0.361
0,60,0.801
0,62,0.435
0,64,0.391
0,65,0.396
0,67,0.754
0,68,0.857
0,69,0.789
0,70,0.341
0,72,0.07
0,73,2.078
0,75,0.376
0,77,0.247
0,80,0.497
0,81,2.177
0,83,1.239
0,84,2.045
0,90,0.314
0,91,0.895
0,92,0.131
0,96,0.263
0,97,0.984
2,0,1.426
2,2,0.0
2,4,1.269
2,5,1.412
2,10,0.813
2,11,1.719
2,12,1.138
2,18,1.449
2,23,0.28
2,24,1.453
2,25,1.343
2,31,1.357
2,32,1.106
2,33,0.223
2,34,1.504
2,36,1.341
2,37,1.234
2,40,1.499
2,41,1.381
2,42,1.664
2,44,0.751
2,46,0.969
2,47,1.484
2,52,0.816
2,53,0.665
2,54,1.177
2,56,0.941
2,57,1.689
2,58,1.141
2,60,1.107
2,62,1.122
2,64,1.815
2,65,1.701
2,67,0.724
2,68,1.55
2,69,1.171
2,70,1.753
2,72,1.485
2,73,1.111
2,75,1.565
2,77,1.642
2,80,0.933
2,81,0.856
2,83,0.608
2,84,0.629
2,90,1.72
2,91,1.504
2,92,1.314
2,96,1.638
2,97,1.671
4,0,0.528
4,2,1.269
4,4,0.0
4,5,0.143
4,10,0.619
4,11,0.749
4,12,0.134
4,18,0.227
4,23,1.185
4,24,0.192
4,25,0.446
4,31,0.602
4,32,0.998
4,33,1.283
4,34,0.626
4,36,0.644
4,37,0.508
4,40,0.306
4,41,0.154
4,42,0.618
4,44,0.692
4,46,0.341
4,47,0.276
4,52,0.453
4,53,1.934
4,54,0.321
4,56,0.332
4,57,0.595
4,58,0.669
4,60,0.302
4,62,0.214
4,64,0.755
4,65,0.516
4,67,0.821
4,68,0.4
4,69,0.272
4,70,0.672
4,72,0.526
4,73,2.172
4,75,0.356
4,77,0.749
4,80,0.484
4,81,2.11
4,83,0.875
4,84,1.891
4,90,0.793
4,91,0.41
4,92,0.549
4,96,0.54
